ID  MINE    VEL   DIFF   DUR    GROUP_ID
1273  Fixation   4.0   -4.0  150.0  50
1274  Fixation   0.8   -3.3  150.0  50
1275  Fixation   1.4   0.6  150.0  50
1276  Fixation   0.6   -0.8  150.0  50
1277  Fixation   3.2   2.5  150.0  50
1278  Fixation   2.4   -0.8  150.0  50
1279  Fixation   7.4   5.0  150.0  50
1280  Fixation   8.1   0.7  150.0  50
1281  Saccade   47.5   39.4  16.0  46
1282  Fixation   11.1   -36.4  350.0  51
1283  Fixation   5.5   -5.7  350.0  51
1284  Fixation   7.3   1.9  350.0  51
1285  Fixation   0.0   -7.3  350.0  51
1286  Fixation   3.6   3.6  350.0  51
1287  Fixation   1.4   -2.1  350.0  51
1288  Fixation   4.5   3.1  350.0  51
1289  Fixation   0.0   -4.5  350.0  51
1290  Fixation   4.4   4.4  350.0  51
1291  Fixation   2.3   -2.1  350.0  51
1292  Fixation   2.8   0.5  350.0  51
1293  Fixation   6.4   3.6  350.0  51
1294  Fixation   2.2   -4.2  350.0  51
1295  Fixation   8.3   6.1  350.0  51
1296  Fixation   3.5   -4.9  350.0  51
1297  Fixation   3.2   -0.2  350.0  51
1298  Fixation   12.9   9.6  350.0  51
1299  Fixation   3.6   -9.3  350.0  51
1300  Fixation   4.0   0.5  350.0  51
1301  Fixation   1.2   -2.8  350.0  51
1302  Fixation   17.8   16.6  350.0  51
1303  Saccade   175.7   157.9  34.0  47
1304  Saccade   115.6   -60.0  34.0  47
1305  Fixation   20.6   -95.0  50.0  52
1306  Fixation   4.1   -16.5  50.0  52
1307  Fixation   2.9   -1.1  50.0  52
1308  Saccade   123.0   120.1  34.0  48
1309  Saccade   133.1   10.1  34.0  48
1310  Fixation   4.5   -128.5  116.0  53
1311  Fixation   1.3   -3.2  116.0  53
1312  Fixation   3.9   2.6  116.0  53
1313  Fixation   7.2   3.2  116.0  53
1314  Fixation   3.9   -3.3  116.0  53
1315  Fixation   4.3   0.5  116.0  53
1316  Fixation   14.4   10.1  116.0  53
1317  Saccade   72.0   57.6  16.0  49
1318  Fixation   16.3   -55.7  250.0  54
1319  Fixation   2.9   -13.5  250.0  54
1320  Fixation   5.6   2.7  250.0  54
1321  Fixation   0.3   -5.3  250.0  54
1322  Fixation   1.4   1.1  250.0  54
1323  Fixation   1.9   0.5  250.0  54
1324  Fixation   5.2   3.2  250.0  54
1325  Fixation   0.0   -5.2  250.0  54
1326  Fixation   3.6   3.6  250.0  54
1327  Fixation   9.6   6.0  250.0  54
1328  Fixation   0.0   -9.6  250.0  54
1329  Fixation   4.7   4.7  250.0  54
1330  Fixation   2.1   -2.6  250.0  54
1331  Fixation   2.2   0.1  250.0  54
1332  Fixation   4.4   2.2  250.0  54
1333  Saccade   45.4   40.9  50.0  50
1334  Saccade   156.7   111.4  50.0  50
1335  Saccade   118.2   -38.5  50.0  50
1336  Fixation   21.6   -96.6  118.0  55
1337  Fixation   6.2   -15.5  118.0  55
1338  Fixation   3.7   -2.4  118.0  55
1339  Fixation   4.9   1.1  118.0  55
1340  Fixation   3.3   -1.6  118.0  55
1341  Fixation   7.5   4.3  118.0  55
1342  Fixation   6.3   -1.2  118.0  55
1343  Saccade   54.1   47.8  50.0  51
1344  Saccade   146.5   92.4  50.0  51
1345  Saccade   42.9   -103.7  50.0  51
1346  Fixation   3.0   -39.9  282.0  56
1347  Fixation   2.6   -0.3  282.0  56
1348  Fixation   0.0   -2.6  282.0  56
1349  Fixation   4.2   4.2  282.0  56
1350  Fixation   2.5   -1.7  282.0  56
1351  Fixation   2.2   -0.3  282.0  56
1352  Fixation   7.3   5.1  282.0  56
1353  Fixation   5.2   -2.1  282.0  56
1354  Fixation   0.0   -5.2  282.0  56
1355  Fixation   3.4   3.4  282.0  56
1356  Fixation   3.3   -0.1  282.0  56
1357  Fixation   6.4   3.2  282.0  56
1358  Fixation   2.3   -4.1  282.0  56
1359  Fixation   3.6   1.3  282.0  56
1360  Fixation   2.7   -0.9  282.0  56
1361  Fixation   4.9   2.2  282.0  56
1362  Fixation   9.1   4.2  282.0  56
1363  Saccade   138.6   129.5  34.0  52
1364  Saccade   146.5   7.9  34.0  52
1365  Fixation   27.9   -118.6  100.0  57
1366  Fixation   11.1   -16.7  100.0  57
1367  Fixation   0.2   -10.9  100.0  57
1368  Fixation   2.3   2.1  100.0  57
1369  Fixation   2.5   0.2  100.0  57
1370  Fixation   5.7   3.2  100.0  57
1371  Saccade   110.5   104.8  34.0  53
1372  Saccade   104.3   -6.1  34.0  53
1373  Fixation   9.7   -94.6  166.0  58
1374  Fixation   4.9   -4.9  166.0  58
1375  Fixation   6.0   1.1  166.0  58
1376  Fixation   1.9   -4.0  166.0  58
1377  Fixation   1.9   0.0  166.0  58
1378  Fixation   5.0   3.0  166.0  58
1379  Fixation   0.1   -4.9  166.0  58
1380  Fixation   0.0   -0.1  166.0  58
1381  Fixation   1.9   1.9  166.0  58
1382  Fixation   2.7   0.8  166.0  58
1383  Saccade   69.4   66.7  16.0  54
1384  Fixation   0.9   -68.6  418.0  59
1385  Fixation   2.3   1.4  418.0  59
1386  Fixation   2.5   0.3  418.0  59
1387  Fixation   0.6   -2.0  418.0  59
1388  Fixation   2.5   1.9  418.0  59
1389  Fixation   0.1   -2.4  418.0  59
1390  Fixation   3.2   3.2  418.0  59
1391  Fixation   2.3   -0.9  418.0  59
1392  Fixation   2.7   0.4  418.0  59
1393  Fixation   6.8   4.2  418.0  59
1394  Fixation   9.9   3.0  418.0  59
1395  Fixation   6.6   -3.2  418.0  59
1396  Fixation   0.3   -6.4  418.0  59
1397  Fixation   0.0   -0.3  418.0  59
1398  Fixation   5.9   5.9  418.0  59
1399  Fixation   5.0   -0.9  418.0  59
1400  Fixation   0.0   -5.0  418.0  59
1401  Fixation   4.6   4.6  418.0  59
1402  Fixation   12.3   7.7  418.0  59
1403  Fixation   5.8   -6.5  418.0  59
1404  Fixation   12.1   6.3  418.0  59
1405  Fixation   6.4   -5.7  418.0  59
1406  Fixation   6.9   0.5  418.0  59
1407  Fixation   11.5   4.6  418.0  59
1408  Fixation   5.5   -6.0  418.0  59
1409  Saccade   163.9   158.4  32.0  55
1410  Saccade   93.9   -69.9  32.0  55
1411  Fixation   11.0   -83.0  384.0  60
1412  Fixation   9.3   -1.7  384.0  60
1413  Fixation   2.5   -6.7  384.0  60
1414  Fixation   4.0   1.5  384.0  60
1415  Fixation   2.2   -1.8  384.0  60
1416  Fixation   6.1   3.9  384.0  60
1417  Fixation   0.0   -6.1  384.0  60
1418  Fixation   3.5   3.5  384.0  60
1419  Fixation   3.8   0.3  384.0  60
1420  Fixation   4.3   0.6  384.0  60
1421  Fixation   0.9   -3.4  384.0  60
1422  Fixation   2.9   2.0  384.0  60
1423  Fixation   2.3   -0.6  384.0  60
1424  Fixation   1.6   -0.7  384.0  60
1425  Fixation   4.1   2.4  384.0  60
1426  Fixation   2.8   -1.2  384.0  60
1427  Fixation   3.8   0.9  384.0  60
1428  Fixation   4.0   0.3  384.0  60
1429  Fixation   2.4   -1.6  384.0  60
1430  Fixation   0.0   -2.4  384.0  60
1431  Fixation   0.9   0.9  384.0  60
1432  Fixation   4.8   3.9  384.0  60
1433  Fixation   4.9   0.1  384.0  60
1434  Saccade   77.2   72.3  34.0  56
1435  Saccade   41.9   -35.3  34.0  56
1436  Fixation   0.0   -41.9  132.0  61
1437  Fixation   1.0   1.0  132.0  61
1438  Fixation   10.5   9.5  132.0  61
1439  Fixation   10.2   -0.3  132.0  61
1440  Fixation   1.6   -8.5  132.0  61
1441  Fixation   7.0   5.4  132.0  61
1442  Fixation   13.1   6.1  132.0  61
1443  Fixation   13.6   0.5  132.0  61
1444  Saccade   39.3   25.7  18.0  57
1445  Fixation   1.8   -37.5  366.0  62
1446  Fixation   12.2   10.3  366.0  62
1447  Fixation   0.0   -12.2  366.0  62
1448  Fixation   6.5   6.5  366.0  62
1449  Fixation   2.3   -4.2  366.0  62
1450  Fixation   5.8   3.4  366.0  62
1451  Fixation   4.6   -1.2  366.0  62
1452  Fixation   9.3   4.8  366.0  62
1453  Fixation   3.9   -5.5  366.0  62
1454  Fixation   3.6   -0.3  366.0  62
1455  Fixation   5.5   1.9  366.0  62
1456  Fixation   8.7   3.2  366.0  62
1457  Fixation   4.0   -4.7  366.0  62
1458  Fixation   0.1   -3.8  366.0  62
1459  Fixation   5.4   5.2  366.0  62
1460  Fixation   0.2   -5.2  366.0  62
1461  Fixation   6.3   6.1  366.0  62
1462  Fixation   0.8   -5.5  366.0  62
1463  Fixation   4.0   3.2  366.0  62
1464  Fixation   4.5   0.5  366.0  62
1465  Fixation   8.5   4.0  366.0  62
1466  Fixation   26.4   17.9  366.0  62
1467  Saccade   117.1   90.7  16.0  58
1468  Fixation   8.6   -108.5  400.0  63
1469  Fixation   3.3   -5.3  400.0  63
1470  Fixation   7.8   4.5  400.0  63
1471  Fixation   19.1   11.3  400.0  63
1472  Fixation   6.2   -12.8  400.0  63
1473  Fixation   17.6   11.4  400.0  63
1474  Fixation   7.7   -9.9  400.0  63
1475  Fixation   3.0   -4.7  400.0  63
1476  Fixation   3.0   0.0  400.0  63
1477  Fixation   7.7   4.7  400.0  63
1478  Fixation   9.3   1.5  400.0  63
1479  Fixation   9.0   -0.3  400.0  63
1480  Fixation   24.0   15.0  400.0  63
1481  Fixation   5.3   -18.7  400.0  63
1482  Fixation   5.3   0.0  400.0  63
1483  Fixation   10.4   5.1  400.0  63
1484  Fixation   7.0   -3.4  400.0  63
1485  Fixation   3.6   -3.4  400.0  63
1486  Fixation   16.1   12.5  400.0  63
1487  Fixation   9.7   -6.4  400.0  63
1488  Fixation   0.0   -9.7  400.0  63
1489  Fixation   3.5   3.5  400.0  63
1490  Fixation   5.1   1.6  400.0  63
1491  Fixation   8.6   3.5  400.0  63
1492  Saccade   161.0   152.4  50.0  59
1493  Saccade   201.3   40.3  50.0  59
1494  Saccade   123.5   -77.8  50.0  59
1495  Fixation   11.2   -112.4  218.0  64
1496  Fixation   1.7   -9.5  218.0  64
1497  Fixation   0.0   -1.7  218.0  64
1498  Fixation   1.4   1.4  218.0  64
1499  Fixation   8.5   7.0  218.0  64
1500  Fixation   3.3   -5.2  218.0  64
1501  Fixation   0.0   -3.3  218.0  64
1502  Fixation   2.3   2.3  218.0  64
1503  Fixation   1.8   -0.5  218.0  64
1504  Fixation   15.2   13.4  218.0  64
1505  Fixation   0.0   -15.2  218.0  64
1506  Fixation   4.9   4.9  218.0  64
1507  Fixation   2.2   -2.7  218.0  64
1508  Saccade   78.2   76.0  16.0  60
1509  Fixation   1.2   -77.0  234.0  65
1510  Fixation   0.4   -0.7  234.0  65
1511  Fixation   1.9   1.4  234.0  65
1512  Fixation   0.5   -1.3  234.0  65
1513  Fixation   9.2   8.6  234.0  65
1514  Fixation   2.3   -6.8  234.0  65
1515  Fixation   3.7   1.4  234.0  65
1516  Fixation   1.2   -2.5  234.0  65
1517  Fixation   0.2   -1.1  234.0  65
1518  Fixation   1.2   1.0  234.0  65
1519  Fixation   0.7   -0.5  234.0  65
1520  Fixation   0.0   -0.7  234.0  65
1521  Fixation   3.6   3.6  234.0  65
1522  Fixation   1.9   -1.8  234.0  65
1523  Saccade   143.0   141.2  66.0  61
1524  Saccade   292.2   149.2  66.0  61
1525  Saccade   286.6   -5.6  66.0  61
1526  Saccade   165.4   -121.2  66.0  61
1527  Fixation   20.3   -145.1  424.0  66
1528  Fixation   0.2   -20.1  424.0  66
1529  Fixation   10.2   10.0  424.0  66
1530  Fixation   12.7   2.5  424.0  66
1531  Fixation   2.1   -10.6  424.0  66
1532  Fixation   2.2   0.0  424.0  66
1533  Fixation   9.3   7.1  424.0  66
1534  Fixation   0.0   -9.3  424.0  66
1535  Fixation   1.2   1.2  424.0  66
1536  Fixation   0.0   -1.2  424.0  66
1537  Fixation   1.5   1.5  424.0  66
1538  Fixation   8.1   6.5  424.0  66
1539  Fixation   3.4   -4.6  424.0  66
1540  Fixation   0.0   -3.4  424.0  66
1541  Fixation   5.7   5.7  424.0  66
1542  Fixation   7.1   1.4  424.0  66
1543  Fixation   0.0   -7.1  424.0  66
1544  Fixation   12.0   12.0  424.0  66
1545  Fixation   1.0   -10.9  424.0  66
1546  Fixation   3.1   2.0  424.0  66
1547  Fixation   7.6   4.5  424.0  66
1548  Fixation   5.7   -2.0  424.0  66
1549  Fixation   0.5   -5.2  424.0  66
1550  Fixation   2.9   2.4  424.0  66
1551  Fixation   9.1   6.2  424.0  66
1552  Blink   0.0   -9.1  384.0  5
1553  Blink   9.9   9.9  384.0  5
1554  Blink   243.6   233.7  384.0  5
1555  Blink   nan   nan  384.0  5
1556  Blink   nan   nan  384.0  5
1557  Blink   nan   nan  384.0  5
1558  Blink   nan   nan  384.0  5
1559  Blink   nan   nan  384.0  5
1560  Blink   nan   nan  384.0  5
1561  Blink   nan   nan  384.0  5
1562  Blink   nan   nan  384.0  5
1563  Blink   nan   nan  384.0  5
1564  Blink   nan   nan  384.0  5
1565  Blink   nan   nan  384.0  5
1566  Blink   nan   nan  384.0  5
1567  Blink   187.0   nan  384.0  5
1568  Blink   0.4   -186.6  384.0  5
1569  Blink   37.9   37.6  384.0  5
1570  Blink   0.0   -37.9  384.0  5
1571  Blink   9.7   9.7  384.0  5
1572  Blink   16.9   7.2  384.0  5
1573  Blink   3.9   -13.0  384.0  5
1574  Blink   0.5   -3.5  384.0  5
1575  Fixation   7.0   6.5  342.0  67
1576  Fixation   1.6   -5.4  342.0  67
1577  Fixation   3.2   1.7  342.0  67
1578  Fixation   1.1   -2.2  342.0  67
1579  Fixation   7.0   6.0  342.0  67
1580  Fixation   2.4   -4.7  342.0  67
1581  Fixation   0.4   -2.0  342.0  67
1582  Fixation   0.0   -0.4  342.0  67
1583  Fixation   2.2   2.2  342.0  67
1584  Fixation   3.0   0.8  342.0  67
1585  Fixation   0.8   -2.3  342.0  67
1586  Fixation   0.8   0.0  342.0  67
1587  Fixation   2.8   2.0  342.0  67
1588  Fixation   6.7   3.9  342.0  67
1589  Fixation   4.7   -2.0  342.0  67
1590  Fixation   0.1   -4.6  342.0  67
1591  Fixation   0.0   -0.1  342.0  67
1592  Fixation   8.0   8.0  342.0  67
1593  Fixation   6.6   -1.4  342.0  67
1594  Fixation   9.5   2.9  342.0  67
1595  Fixation   3.1   -6.4  342.0  67
1596  Saccade   224.2   221.1  50.0  62
1597  Saccade   224.2   0.1  50.0  62
1598  Saccade   181.7   -42.5  50.0  62
1599  Fixation   27.5   -154.2  208.0  68
1600  Fixation   9.4   -18.1  208.0  68
1601  Fixation   3.7   -5.7  208.0  68
1602  Fixation   4.8   1.1  208.0  68
1603  Fixation   3.4   -1.5  208.0  68
1604  Fixation   0.0   -3.4  208.0  68
1605  Fixation   10.7   10.7  208.0  68
1606  Fixation   4.5   -6.1  208.0  68
1607  Fixation   2.7   -1.8  208.0  68
1608  Fixation   11.7   9.0  208.0  68
1609  Fixation   1.7   -9.9  208.0  68
1610  Fixation   3.8   2.1  208.0  68
1611  Blink   5.9   2.0  384.0  6
1612  Blink   3.7   -2.2  384.0  6
1613  Blink   28.6   24.9  384.0  6
1614  Blink   nan   nan  384.0  6
1615  Blink   nan   nan  384.0  6
1616  Blink   nan   nan  384.0  6
1617  Blink   nan   nan  384.0  6
1618  Blink   nan   nan  384.0  6
1619  Blink   nan   nan  384.0  6
1620  Blink   nan   nan  384.0  6
1621  Blink   nan   nan  384.0  6
1622  Blink   nan   nan  384.0  6
1623  Blink   nan   nan  384.0  6
1624  Blink   nan   nan  384.0  6
1625  Blink   nan   nan  384.0  6
1626  Blink   nan   nan  384.0  6
1627  Blink   nan   nan  384.0  6
1628  Blink   51.1   nan  384.0  6
1629  Blink   1.6   -49.5  384.0  6
1630  Blink   12.3   10.7  384.0  6
1631  Blink   4.6   -7.7  384.0  6
1632  Blink   10.5   5.9  384.0  6
1633  Blink   15.3   4.9  384.0  6
1634  Fixation   2.6   -12.7  324.0  69
1635  Fixation   5.9   3.2  324.0  69
1636  Fixation   1.8   -4.0  324.0  69
1637  Fixation   2.1   0.3  324.0  69
1638  Fixation   3.7   1.6  324.0  69
1639  Fixation   0.0   -3.7  324.0  69
1640  Fixation   5.3   5.3  324.0  69
1641  Fixation   5.4   0.1  324.0  69
1642  Fixation   3.0   -2.4  324.0  69
1643  Fixation   2.1   -0.8  324.0  69
1644  Fixation   0.2   -2.0  324.0  69
1645  Fixation   2.5   2.3  324.0  69
1646  Fixation   7.6   5.1  324.0  69
1647  Fixation   5.7   -1.9  324.0  69
1648  Fixation   0.0   -5.7  324.0  69
1649  Fixation   2.8   2.8  324.0  69
1650  Fixation   10.1   7.3  324.0  69
1651  Fixation   6.0   -4.1  324.0  69
1652  Fixation   1.3   -4.7  324.0  69
1653  Fixation   2.6   1.3  324.0  69
1654  Saccade   228.0   225.4  118.0  63
1655  Saccade   231.2   3.2  118.0  63
1656  Saccade   227.2   -4.0  118.0  63
1657  Saccade   202.2   -25.1  118.0  63
1658  Saccade   170.5   -31.7  118.0  63
1659  Saccade   237.0   66.5  118.0  63
1660  Saccade   202.2   -34.8  118.0  63
1661  Fixation   13.0   -189.2  16.0  70
1662  Saccade   1485.2   1472.2  16.0  64
1663  EyesNotFound   nan   nan  26.0  1
1664  Blink   nan   nan  400.0  7
1665  Blink   nan   nan  400.0  7
1666  Blink   nan   nan  400.0  7
1667  Blink   nan   nan  400.0  7
1668  Blink   nan   nan  400.0  7
1669  Blink   nan   nan  400.0  7
1670  Blink   nan   nan  400.0  7
1671  Blink   nan   nan  400.0  7
1672  Blink   nan   nan  400.0  7
1673  Blink   nan   nan  400.0  7
1674  Blink   nan   nan  400.0  7
1675  Blink   nan   nan  400.0  7
1676  Blink   nan   nan  400.0  7
1677  Blink   nan   nan  400.0  7
1678  Blink   nan   nan  400.0  7
1679  Blink   nan   nan  400.0  7
1680  Blink   nan   nan  400.0  7
1681  Blink   nan   nan  400.0  7
1682  Blink   nan   nan  400.0  7
1683  Blink   nan   nan  400.0  7
1684  Blink   nan   nan  400.0  7
1685  Blink   nan   nan  400.0  7
1686  Blink   nan   nan  400.0  7
1687  Blink   418.7   nan  400.0  7
1688  Saccade   333.4   -85.3  92.0  65
1689  Saccade   343.2   9.9  92.0  65
1690  Saccade   273.2   -70.0  92.0  65
1691  Saccade   297.5   24.3  92.0  65
1692  Saccade   252.0   -45.5  92.0  65
1693  Saccade   115.9   -136.2  92.0  65
1694  Fixation   13.6   -102.3  32.0  71
1695  Fixation   20.0   6.4  32.0  71
1696  Saccade   38.0   18.0  18.0  66
1697  Fixation   18.1   -20.0  300.0  72
1698  Fixation   3.2   -14.9  300.0  72
1699  Fixation   27.1   23.9  300.0  72
1700  Fixation   4.1   -23.0  300.0  72
1701  Fixation   8.7   4.6  300.0  72
1702  Fixation   12.6   3.9  300.0  72
1703  Fixation   8.0   -4.7  300.0  72
1704  Fixation   4.1   -3.9  300.0  72
1705  Fixation   7.8   3.8  300.0  72
1706  Fixation   3.2   -4.6  300.0  72
1707  Fixation   8.6   5.4  300.0  72
1708  Fixation   6.6   -2.0  300.0  72
1709  Fixation   0.1   -6.5  300.0  72
1710  Fixation   2.1   2.0  300.0  72
1711  Fixation   7.9   5.8  300.0  72
1712  Fixation   6.6   -1.3  300.0  72
1713  Fixation   8.4   1.7  300.0  72
1714  Fixation   9.4   1.0  300.0  72
1715  Saccade   155.5   146.1  32.0  67
1716  Saccade   59.3   -96.2  32.0  67
1717  Fixation   8.4   -50.9  384.0  73
1718  Fixation   0.2   -8.2  384.0  73
1719  Fixation   0.1   -0.1  384.0  73
1720  Fixation   3.4   3.3  384.0  73
1721  Fixation   6.8   3.5  384.0  73
1722  Fixation   0.0   -6.8  384.0  73
1723  Fixation   6.2   6.2  384.0  73
1724  Fixation   2.1   -4.1  384.0  73
1725  Fixation   0.5   -1.6  384.0  73
1726  Fixation   4.1   3.6  384.0  73
1727  Fixation   4.8   0.7  384.0  73
1728  Fixation   0.0   -4.8  384.0  73
1729  Fixation   11.7   11.7  384.0  73
1730  Fixation   6.1   -5.6  384.0  73
1731  Fixation   1.7   -4.4  384.0  73
1732  Fixation   4.4   2.7  384.0  73
1733  Fixation   4.2   -0.1  384.0  73
1734  Fixation   1.4   -2.8  384.0  73
1735  Fixation   5.3   3.9  384.0  73
1736  Fixation   4.0   -1.2  384.0  73
1737  Fixation   4.8   0.8  384.0  73
1738  Fixation   1.8   -3.0  384.0  73
1739  Fixation   0.6   -1.2  384.0  73
1740  Saccade   38.5   37.9  16.0  68
1741  Fixation   12.3   -26.2  484.0  74
1742  Fixation   8.1   -4.3  484.0  74
1743  Fixation   4.9   -3.2  484.0  74
1744  Fixation   0.2   -4.8  484.0  74
1745  Fixation   3.9   3.7  484.0  74
1746  Fixation   2.8   -1.1  484.0  74
1747  Fixation   5.0   2.3  484.0  74
1748  Fixation   1.4   -3.6  484.0  74
1749  Fixation   2.6   1.2  484.0  74
1750  Fixation   1.1   -1.6  484.0  74
1751  Fixation   9.7   8.6  484.0  74
1752  Fixation   1.2   -8.5  484.0  74
1753  Fixation   0.1   -1.2  484.0  74
1754  Fixation   3.0   2.9  484.0  74
1755  Fixation   3.3   0.3  484.0  74
1756  Fixation   6.5   3.2  484.0  74
1757  Fixation   2.5   -4.0  484.0  74
1758  Fixation   4.7   2.2  484.0  74
1759  Fixation   0.2   -4.5  484.0  74
1760  Fixation   0.0   -0.2  484.0  74
1761  Fixation   4.1   4.1  484.0  74
1762  Fixation   1.6   -2.4  484.0  74
1763  Fixation   6.9   5.3  484.0  74
1764  Fixation   1.8   -5.1  484.0  74
1765  Fixation   7.0   5.2  484.0  74
1766  Fixation   2.1   -4.9  484.0  74
1767  Fixation   2.2   0.1  484.0  74
1768  Fixation   2.1   -0.1  484.0  74
1769  Fixation   1.8   -0.2  484.0  74
1770  Saccade   83.1   81.3  50.0  69
1771  Saccade   139.2   56.1  50.0  69
1772  Saccade   33.1   -106.2  50.0  69
1773  Fixation   1.1   -32.0  74.0  75
1774  Fixation   1.0   -0.1  74.0  75
1775  Fixation   0.5   -0.5  74.0  75
1776  Fixation   6.8   6.3  74.0  75
1777  Blink   8.6   1.8  450.0  8
1778  Blink   15.7   7.1  450.0  8
1779  Blink   59.8   44.0  450.0  8
1780  Blink   184.9   125.2  450.0  8
1781  Blink   nan   nan  450.0  8
1782  Blink   nan   nan  450.0  8
1783  Blink   nan   nan  450.0  8
1784  Blink   nan   nan  450.0  8
1785  Blink   nan   nan  450.0  8
1786  Blink   nan   nan  450.0  8
1787  Blink   nan   nan  450.0  8
1788  Blink   nan   nan  450.0  8
1789  Blink   nan   nan  450.0  8
1790  Blink   nan   nan  450.0  8
1791  Blink   144.3   nan  450.0  8
1792  Blink   1.7   -142.6  450.0  8
1793  Blink   22.1   20.4  450.0  8
1794  Blink   5.5   -16.6  450.0  8
1795  Blink   0.0   -5.5  450.0  8
1796  Blink   11.7   11.7  450.0  8
1797  Blink   4.8   -6.9  450.0  8
1798  Blink   12.2   7.4  450.0  8
1799  Blink   3.4   -8.8  450.0  8
1800  Blink   5.3   1.9  450.0  8
1801  Blink   7.5   2.2  450.0  8
1802  Blink   3.3   -4.2  450.0  8
1803  Blink   5.0   1.7  450.0  8
1804  Fixation   0.0   -5.0  126.0  76
1805  Fixation   4.8   4.8  126.0  76
1806  Fixation   9.2   4.4  126.0  76
1807  Fixation   9.0   -0.2  126.0  76
1808  Fixation   2.2   -6.9  126.0  76
1809  Fixation   1.3   -0.8  126.0  76
1810  Fixation   4.8   3.5  126.0  76
1811  Fixation   2.4   -2.4  126.0  76
1812  Saccade   132.9   130.5  34.0  70
1813  Saccade   30.2   -102.7  34.0  70
1814  Fixation   4.6   -25.5  624.0  77
1815  Fixation   5.1   0.5  624.0  77
1816  Fixation   0.2   -4.9  624.0  77
1817  Fixation   8.7   8.5  624.0  77
1818  Fixation   0.6   -8.1  624.0  77
1819  Fixation   11.2   10.7  624.0  77
1820  Fixation   3.6   -7.6  624.0  77
1821  Fixation   3.8   0.2  624.0  77
1822  Fixation   0.8   -3.0  624.0  77
1823  Fixation   0.6   -0.2  624.0  77
1824  Fixation   14.8   14.2  624.0  77
1825  Fixation   2.6   -12.2  624.0  77
1826  Fixation   2.8   0.1  624.0  77
1827  Fixation   2.8   0.1  624.0  77
1828  Fixation   6.2   3.4  624.0  77
1829  Fixation   9.9   3.7  624.0  77
1830  Fixation   0.1   -9.8  624.0  77
1831  Fixation   3.4   3.3  624.0  77
1832  Fixation   12.6   9.2  624.0  77
1833  Fixation   6.0   -6.6  624.0  77
1834  Fixation   5.6   -0.4  624.0  77
1835  Fixation   3.1   -2.5  624.0  77
1836  Fixation   0.2   -2.9  624.0  77
1837  Fixation   2.4   2.2  624.0  77
1838  Fixation   5.8   3.4  624.0  77
1839  Fixation   3.2   -2.6  624.0  77
1840  Fixation   9.2   6.0  624.0  77
1841  Fixation   1.5   -7.7  624.0  77
1842  Fixation   0.0   -1.5  624.0  77
1843  Fixation   5.3   5.3  624.0  77
1844  Fixation   4.3   -1.0  624.0  77
1845  Fixation   2.2   -2.0  624.0  77
1846  Fixation   10.3   8.0  624.0  77
1847  Fixation   9.9   -0.4  624.0  77
1848  Fixation   0.0   -9.9  624.0  77
1849  Fixation   2.1   2.1  624.0  77
1850  Fixation   3.6   1.5  624.0  77
1851  Blink   166.1   162.4  250.0  9
1852  Blink   253.5   87.5  250.0  9
1853  Blink   276.4   22.9  250.0  9
1854  Blink   242.0   -34.4  250.0  9
1855  Blink   256.5   14.5  250.0  9
1856  Blink   296.7   40.3  250.0  9
1857  Blink   231.5   -65.3  250.0  9
1858  Blink   144.8   -86.6  250.0  9
1859  Blink   189.3   44.4  250.0  9
1860  Blink   220.9   31.6  250.0  9
1861  Blink   157.8   -63.1  250.0  9
1862  Blink   2.0   -155.8  250.0  9
1863  Blink   137.0   135.0  250.0  9
1864  Blink   179.6   42.6  250.0  9
1865  Blink   215.5   35.9  250.0  9
1866  Saccade   206.3   -9.2  26.0  71
1867  Saccade   524.2   317.9  26.0  71
1868  Fixation   16.8   -507.4  32.0  78
1869  Fixation   14.9   -1.9  32.0  78
1870  Saccade   37.3   22.4  18.0  72
1871  EyesNotFound   nan   nan  82.0  2
1872  EyesNotFound   nan   nan  82.0  2
1873  EyesNotFound   nan   nan  82.0  2
1874  EyesNotFound   nan   nan  82.0  2
1875  EyesNotFound   nan   nan  82.0  2
1876  Saccade   nan   nan  34.0  73
1877  Saccade   48.3   nan  34.0  73
1878  Fixation   0.8   -47.5  16.0  79
1879  EyesNotFound   nan   nan  150.0  3
1880  EyesNotFound   nan   nan  150.0  3
1881  EyesNotFound   nan   nan  150.0  3
1882  EyesNotFound   nan   nan  150.0  3
1883  EyesNotFound   nan   nan  150.0  3
1884  EyesNotFound   nan   nan  150.0  3
1885  EyesNotFound   nan   nan  150.0  3
1886  EyesNotFound   nan   nan  150.0  3
1887  EyesNotFound   nan   nan  150.0  3
1888  Saccade   nan   nan  50.0  74
1889  Saccade   190.2   nan  50.0  74
1890  Saccade   95.6   -94.5  50.0  74
1891  EyesNotFound   nan   nan  776.0  4
1892  EyesNotFound   nan   nan  776.0  4
1893  EyesNotFound   nan   nan  776.0  4
1894  EyesNotFound   nan   nan  776.0  4
1895  EyesNotFound   nan   nan  776.0  4
1896  EyesNotFound   nan   nan  776.0  4
1897  EyesNotFound   nan   nan  776.0  4
1898  EyesNotFound   nan   nan  776.0  4
1899  EyesNotFound   nan   nan  776.0  4
1900  EyesNotFound   nan   nan  776.0  4
1901  EyesNotFound   nan   nan  776.0  4
1902  EyesNotFound   nan   nan  776.0  4
1903  EyesNotFound   nan   nan  776.0  4
1904  EyesNotFound   nan   nan  776.0  4
