ID  MINE    VEL   DIFF   DUR    GROUP_ID
636  Fixation   0.5   -6.2  2234.0  21
637  Fixation   2.5   2.0  2234.0  21
638  Fixation   2.9   0.4  2234.0  21
639  Fixation   11.4   8.5  2234.0  21
640  Fixation   2.8   -8.6  2234.0  21
641  Fixation   8.3   5.5  2234.0  21
642  Fixation   3.0   -5.3  2234.0  21
643  Fixation   1.1   -1.9  2234.0  21
644  Fixation   5.8   4.7  2234.0  21
645  Fixation   6.7   0.8  2234.0  21
646  Fixation   5.6   -1.1  2234.0  21
647  Fixation   6.9   1.4  2234.0  21
648  Fixation   0.5   -6.4  2234.0  21
649  Fixation   9.0   8.4  2234.0  21
650  Fixation   2.8   -6.1  2234.0  21
651  Fixation   2.7   -0.2  2234.0  21
652  Fixation   2.1   -0.6  2234.0  21
653  Fixation   2.7   0.6  2234.0  21
654  Fixation   1.8   -0.9  2234.0  21
655  Fixation   6.6   4.9  2234.0  21
656  Fixation   3.4   -3.2  2234.0  21
657  Fixation   4.6   1.2  2234.0  21
658  Fixation   4.0   -0.6  2234.0  21
659  Fixation   1.6   -2.3  2234.0  21
660  Fixation   7.6   6.0  2234.0  21
661  Fixation   6.1   -1.5  2234.0  21
662  Fixation   11.2   5.1  2234.0  21
663  Fixation   1.3   -9.9  2234.0  21
664  Fixation   7.2   5.9  2234.0  21
665  Saccade   61.0   53.8  32.0  19
666  Saccade   30.9   -30.1  32.0  19
667  Fixation   9.5   -21.3  126.0  22
668  Fixation   7.3   -2.2  126.0  22
669  Fixation   3.1   -4.2  126.0  22
670  Fixation   8.1   5.0  126.0  22
671  Fixation   3.1   -5.0  126.0  22
672  Fixation   7.3   4.2  126.0  22
673  Fixation   1.7   -5.6  126.0  22
674  Blink   1.5   -0.2  382.0  3
675  Blink   2.0   0.5  382.0  3
676  Blink   10.3   8.3  382.0  3
677  Blink   142.5   132.2  382.0  3
678  Blink   11.0   -131.5  382.0  3
679  Blink   38.9   28.0  382.0  3
680  Blink   35.6   -3.3  382.0  3
681  Blink   63.5   27.9  382.0  3
682  Blink   1.6   -61.9  382.0  3
683  Blink   32.8   31.3  382.0  3
684  Blink   21.5   -11.3  382.0  3
685  Blink   10.2   -11.3  382.0  3
686  Blink   151.4   141.2  382.0  3
687  Blink   9.4   -142.0  382.0  3
688  Blink   4.7   -4.7  382.0  3
689  Blink   23.4   18.6  382.0  3
690  Blink   6.3   -17.1  382.0  3
691  Blink   6.4   0.1  382.0  3
692  Blink   7.5   1.1  382.0  3
693  Blink   13.6   6.1  382.0  3
694  Blink   7.6   -6.0  382.0  3
695  Blink   1.3   -6.3  382.0  3
696  Blink   3.6   2.3  382.0  3
697  Fixation   0.3   -3.3  326.0  23
698  Fixation   17.6   17.3  326.0  23
699  Fixation   13.0   -4.6  326.0  23
700  Fixation   2.3   -10.7  326.0  23
701  Fixation   7.5   5.2  326.0  23
702  Fixation   4.8   -2.7  326.0  23
703  Fixation   11.1   6.3  326.0  23
704  Fixation   4.5   -6.7  326.0  23
705  Fixation   8.0   3.5  326.0  23
706  Fixation   2.9   -5.1  326.0  23
707  Fixation   4.6   1.7  326.0  23
708  Fixation   5.7   1.1  326.0  23
709  Fixation   3.0   -2.7  326.0  23
710  Fixation   1.6   -1.4  326.0  23
711  Fixation   2.6   1.0  326.0  23
712  Fixation   3.0   0.4  326.0  23
713  Fixation   12.0   9.0  326.0  23
714  Fixation   0.5   -11.5  326.0  23
715  Fixation   0.2   -0.3  326.0  23
716  Fixation   8.6   8.5  326.0  23
717  Saccade   33.9   25.3  50.0  20
718  Saccade   185.0   151.1  50.0  20
719  Saccade   58.5   -126.4  50.0  20
720  Fixation   12.6   -46.0  366.0  24
721  Fixation   8.3   -4.3  366.0  24
722  Fixation   6.3   -2.0  366.0  24
723  Fixation   1.0   -5.3  366.0  24
724  Fixation   2.8   1.9  366.0  24
725  Fixation   5.3   2.4  366.0  24
726  Fixation   1.3   -4.0  366.0  24
727  Fixation   1.6   0.3  366.0  24
728  Fixation   8.5   6.9  366.0  24
729  Fixation   1.2   -7.3  366.0  24
730  Fixation   1.3   0.1  366.0  24
731  Fixation   10.6   9.3  366.0  24
732  Fixation   0.1   -10.5  366.0  24
733  Fixation   4.0   3.8  366.0  24
734  Fixation   4.3   0.4  366.0  24
735  Fixation   4.3   0.0  366.0  24
736  Fixation   4.0   -0.3  366.0  24
737  Fixation   5.0   0.9  366.0  24
738  Fixation   0.0   -5.0  366.0  24
739  Fixation   5.9   5.9  366.0  24
740  Fixation   5.5   -0.4  366.0  24
741  Fixation   2.7   -2.8  366.0  24
742  Saccade   34.6   32.0  18.0  21
743  Fixation   0.0   -34.6  432.0  25
744  Fixation   6.3   6.3  432.0  25
745  Fixation   3.3   -3.0  432.0  25
746  Fixation   6.0   2.8  432.0  25
747  Fixation   2.8   -3.2  432.0  25
748  Fixation   0.3   -2.5  432.0  25
749  Fixation   1.9   1.6  432.0  25
750  Fixation   8.2   6.3  432.0  25
751  Fixation   3.1   -5.1  432.0  25
752  Fixation   2.6   -0.5  432.0  25
753  Fixation   4.8   2.2  432.0  25
754  Fixation   0.3   -4.5  432.0  25
755  Fixation   5.3   5.1  432.0  25
756  Fixation   0.2   -5.1  432.0  25
757  Fixation   0.0   -0.2  432.0  25
758  Fixation   10.5   10.5  432.0  25
759  Fixation   9.9   -0.6  432.0  25
760  Fixation   0.0   -9.9  432.0  25
761  Fixation   5.0   5.0  432.0  25
762  Fixation   7.8   2.8  432.0  25
763  Fixation   18.2   10.5  432.0  25
764  Fixation   0.0   -18.2  432.0  25
765  Fixation   2.5   2.5  432.0  25
766  Fixation   7.3   4.8  432.0  25
767  Fixation   3.6   -3.7  432.0  25
768  Fixation   7.0   3.4  432.0  25
769  Saccade   151.2   144.3  68.0  22
770  Saccade   181.4   30.1  68.0  22
771  Saccade   161.5   -19.9  68.0  22
772  Saccade   34.1   -127.4  68.0  22
773  Fixation   2.8   -31.3  232.0  26
774  Fixation   4.5   1.6  232.0  26
775  Fixation   8.2   3.8  232.0  26
776  Fixation   5.3   -3.0  232.0  26
777  Fixation   1.4   -3.8  232.0  26
778  Fixation   4.1   2.7  232.0  26
779  Fixation   4.1   -0.0  232.0  26
780  Fixation   5.3   1.2  232.0  26
781  Fixation   2.2   -3.1  232.0  26
782  Fixation   0.5   -1.7  232.0  26
783  Fixation   0.5   -0.0  232.0  26
784  Fixation   5.6   5.1  232.0  26
785  Fixation   0.0   -5.6  232.0  26
786  Fixation   5.9   5.9  232.0  26
787  Saccade   34.8   28.9  34.0  23
788  Saccade   120.4   85.6  34.0  23
789  Fixation   27.6   -92.8  184.0  27
790  Fixation   0.4   -27.2  184.0  27
791  Fixation   0.6   0.2  184.0  27
792  Fixation   0.0   -0.6  184.0  27
793  Fixation   4.6   4.6  184.0  27
794  Fixation   1.9   -2.7  184.0  27
795  Fixation   0.7   -1.2  184.0  27
796  Fixation   1.6   0.9  184.0  27
797  Fixation   3.7   2.1  184.0  27
798  Fixation   6.1   2.4  184.0  27
799  Fixation   20.8   14.7  184.0  27
800  Saccade   273.0   252.3  50.0  24
801  Saccade   181.3   -91.7  50.0  24
802  Saccade   115.1   -66.2  50.0  24
803  Fixation   26.2   -88.9  282.0  28
804  Fixation   0.3   -26.0  282.0  28
805  Fixation   3.5   3.2  282.0  28
806  Fixation   4.6   1.1  282.0  28
807  Fixation   1.7   -2.9  282.0  28
808  Fixation   10.0   8.3  282.0  28
809  Fixation   1.8   -8.2  282.0  28
810  Fixation   0.9   -0.9  282.0  28
811  Fixation   4.3   3.4  282.0  28
812  Fixation   5.1   0.8  282.0  28
813  Fixation   3.5   -1.6  282.0  28
814  Fixation   3.7   0.2  282.0  28
815  Fixation   4.4   0.7  282.0  28
816  Fixation   0.2   -4.1  282.0  28
817  Fixation   8.2   8.0  282.0  28
818  Fixation   0.9   -7.3  282.0  28
819  Fixation   4.6   3.7  282.0  28
820  Saccade   39.5   35.0  68.0  25
821  Saccade   208.3   168.8  68.0  25
822  Saccade   144.8   -63.6  68.0  25
823  Saccade   31.8   -112.9  68.0  25
824  Fixation   0.0   -31.8  182.0  29
825  Fixation   4.1   4.1  182.0  29
826  Fixation   3.8   -0.3  182.0  29
827  Fixation   2.7   -1.1  182.0  29
828  Fixation   7.6   4.9  182.0  29
829  Fixation   1.1   -6.5  182.0  29
830  Fixation   8.1   7.0  182.0  29
831  Fixation   13.2   5.2  182.0  29
832  Fixation   0.6   -12.7  182.0  29
833  Fixation   3.1   2.5  182.0  29
834  Fixation   3.1   0.0  182.0  29
835  Saccade   110.1   107.0  50.0  26
836  Saccade   154.6   44.5  50.0  26
837  Saccade   81.4   -73.3  50.0  26
838  Fixation   0.0   -81.4  268.0  30
839  Fixation   2.1   2.1  268.0  30
840  Fixation   9.2   7.1  268.0  30
841  Fixation   7.4   -1.8  268.0  30
842  Fixation   2.9   -4.5  268.0  30
843  Fixation   1.3   -1.6  268.0  30
844  Fixation   12.9   11.5  268.0  30
845  Fixation   7.9   -5.0  268.0  30
846  Fixation   9.0   1.2  268.0  30
847  Fixation   6.0   -3.1  268.0  30
848  Fixation   0.9   -5.1  268.0  30
849  Fixation   9.2   8.3  268.0  30
850  Fixation   11.2   1.9  268.0  30
851  Fixation   0.9   -10.3  268.0  30
852  Fixation   0.5   -0.4  268.0  30
853  Fixation   1.4   0.9  268.0  30
854  Saccade   62.9   61.5  16.0  27
855  Fixation   0.7   -62.2  434.0  31
856  Fixation   4.6   3.9  434.0  31
857  Fixation   9.6   5.0  434.0  31
858  Fixation   0.5   -9.0  434.0  31
859  Fixation   2.4   1.9  434.0  31
860  Fixation   2.8   0.4  434.0  31
861  Fixation   3.3   0.5  434.0  31
862  Fixation   2.0   -1.3  434.0  31
863  Fixation   1.8   -0.1  434.0  31
864  Fixation   0.3   -1.5  434.0  31
865  Fixation   8.1   7.8  434.0  31
866  Fixation   5.3   -2.9  434.0  31
867  Fixation   0.0   -5.3  434.0  31
868  Fixation   0.0   0.0  434.0  31
869  Fixation   9.8   9.8  434.0  31
870  Fixation   7.0   -2.8  434.0  31
871  Fixation   11.8   4.7  434.0  31
872  Fixation   1.9   -9.9  434.0  31
873  Fixation   2.0   0.1  434.0  31
874  Fixation   3.2   1.2  434.0  31
875  Fixation   2.1   -1.1  434.0  31
876  Fixation   2.5   0.4  434.0  31
877  Fixation   2.4   -0.1  434.0  31
878  Fixation   8.6   6.3  434.0  31
879  Fixation   9.0   0.4  434.0  31
880  Fixation   10.0   0.9  434.0  31
881  Saccade   149.0   139.0  50.0  28
882  Saccade   168.7   19.7  50.0  28
883  Saccade   100.9   -67.8  50.0  28
884  Fixation   9.1   -91.8  250.0  32
885  Fixation   5.9   -3.2  250.0  32
886  Fixation   7.8   1.9  250.0  32
887  Fixation   0.0   -7.8  250.0  32
888  Fixation   2.8   2.8  250.0  32
889  Fixation   5.5   2.7  250.0  32
890  Fixation   1.6   -3.9  250.0  32
891  Fixation   5.9   4.3  250.0  32
892  Fixation   10.8   4.9  250.0  32
893  Fixation   2.0   -8.8  250.0  32
894  Fixation   0.0   -2.0  250.0  32
895  Fixation   2.9   2.9  250.0  32
896  Fixation   3.7   0.8  250.0  32
897  Fixation   0.0   -3.7  250.0  32
898  Fixation   15.1   15.1  250.0  32
899  Saccade   154.6   139.5  32.0  29
900  Saccade   109.7   -44.9  32.0  29
901  Fixation   3.5   -106.2  76.0  33
902  Fixation   11.9   8.5  76.0  33
903  Fixation   0.0   -11.9  76.0  33
904  Fixation   2.3   2.3  76.0  33
905  Blink   4.5   2.2  466.0  4
906  Blink   3.7   -0.9  466.0  4
907  Blink   22.6   18.9  466.0  4
908  Blink   nan   nan  466.0  4
909  Blink   nan   nan  466.0  4
910  Blink   nan   nan  466.0  4
911  Blink   nan   nan  466.0  4
912  Blink   nan   nan  466.0  4
913  Blink   nan   nan  466.0  4
914  Blink   nan   nan  466.0  4
915  Blink   nan   nan  466.0  4
916  Blink   nan   nan  466.0  4
917  Blink   nan   nan  466.0  4
918  Blink   nan   nan  466.0  4
919  Blink   nan   nan  466.0  4
920  Blink   nan   nan  466.0  4
921  Blink   nan   nan  466.0  4
922  Blink   85.7   nan  466.0  4
923  Blink   4.8   -80.9  466.0  4
924  Blink   11.9   7.1  466.0  4
925  Blink   2.6   -9.2  466.0  4
926  Blink   8.6   6.0  466.0  4
927  Blink   15.0   6.4  466.0  4
928  Blink   4.5   -10.6  466.0  4
929  Blink   10.1   5.6  466.0  4
930  Blink   1.6   -8.5  466.0  4
931  Blink   5.6   4.0  466.0  4
932  Blink   2.0   -3.6  466.0  4
933  Fixation   0.0   -2.0  76.0  34
934  Fixation   0.7   0.7  76.0  34
935  Fixation   1.8   1.1  76.0  34
936  Fixation   0.4   -1.4  76.0  34
937  Fixation   9.0   8.6  76.0  34
938  Saccade   144.2   135.2  50.0  30
939  Saccade   225.5   81.3  50.0  30
940  Saccade   49.9   -175.6  50.0  30
941  Fixation   3.4   -46.5  132.0  35
942  Fixation   4.6   1.1  132.0  35
943  Fixation   3.4   -1.1  132.0  35
944  Fixation   6.7   3.3  132.0  35
945  Fixation   5.9   -0.8  132.0  35
946  Fixation   0.8   -5.1  132.0  35
947  Fixation   5.3   4.4  132.0  35
948  Fixation   5.1   -0.1  132.0  35
949  Saccade   108.1   103.0  34.0  31
950  Saccade   137.9   29.9  34.0  31
951  Fixation   19.9   -118.0  400.0  36
952  Fixation   4.0   -15.9  400.0  36
953  Fixation   2.8   -1.2  400.0  36
954  Fixation   3.3   0.5  400.0  36
955  Fixation   5.2   1.9  400.0  36
956  Fixation   5.6   0.4  400.0  36
957  Fixation   0.3   -5.3  400.0  36
958  Fixation   2.8   2.5  400.0  36
959  Fixation   4.3   1.5  400.0  36
960  Fixation   1.6   -2.8  400.0  36
961  Fixation   1.6   0.1  400.0  36
962  Fixation   3.7   2.1  400.0  36
963  Fixation   0.4   -3.3  400.0  36
964  Fixation   4.6   4.2  400.0  36
965  Fixation   3.9   -0.7  400.0  36
966  Fixation   2.7   -1.2  400.0  36
967  Fixation   0.5   -2.2  400.0  36
968  Fixation   2.3   1.8  400.0  36
969  Fixation   2.8   0.6  400.0  36
970  Fixation   4.6   1.8  400.0  36
971  Fixation   5.3   0.7  400.0  36
972  Fixation   7.3   2.0  400.0  36
973  Fixation   3.0   -4.3  400.0  36
974  Fixation   18.3   15.3  400.0  36
975  Saccade   212.8   194.5  66.0  32
976  Saccade   244.2   31.3  66.0  32
977  Saccade   228.6   -15.5  66.0  32
978  Saccade   146.4   -82.2  66.0  32
979  Fixation   7.4   -139.1  468.0  37
980  Fixation   3.2   -4.2  468.0  37
981  Fixation   11.1   7.9  468.0  37
982  Fixation   5.0   -6.1  468.0  37
983  Fixation   11.0   6.0  468.0  37
984  Fixation   1.5   -9.5  468.0  37
985  Fixation   1.8   0.3  468.0  37
986  Fixation   10.5   8.7  468.0  37
987  Fixation   5.5   -5.0  468.0  37
988  Fixation   1.7   -3.8  468.0  37
989  Fixation   10.6   8.8  468.0  37
990  Fixation   0.7   -9.9  468.0  37
991  Fixation   2.0   1.3  468.0  37
992  Fixation   1.5   -0.5  468.0  37
993  Fixation   4.0   2.6  468.0  37
994  Fixation   10.7   6.7  468.0  37
995  Fixation   0.0   -10.7  468.0  37
996  Fixation   5.8   5.8  468.0  37
997  Fixation   1.7   -4.1  468.0  37
998  Fixation   2.9   1.2  468.0  37
999  Fixation   10.9   7.9  468.0  37
1000  Fixation   6.5   -4.4  468.0  37
1001  Fixation   1.7   -4.7  468.0  37
1002  Fixation   1.5   -0.2  468.0  37
1003  Fixation   6.7   5.2  468.0  37
1004  Fixation   1.4   -5.3  468.0  37
1005  Fixation   2.3   0.9  468.0  37
1006  Fixation   5.1   2.9  468.0  37
1007  Saccade   41.2   36.1  16.0  33
1008  Fixation   8.2   -33.0  1000.0  38
1009  Fixation   11.2   2.9  1000.0  38
1010  Fixation   3.2   -8.0  1000.0  38
1011  Fixation   3.4   0.2  1000.0  38
1012  Fixation   1.7   -1.7  1000.0  38
1013  Fixation   2.5   0.7  1000.0  38
1014  Fixation   8.8   6.3  1000.0  38
1015  Fixation   3.0   -5.7  1000.0  38
1016  Fixation   2.4   -0.7  1000.0  38
1017  Fixation   0.6   -1.8  1000.0  38
1018  Fixation   0.8   0.2  1000.0  38
1019  Fixation   4.4   3.6  1000.0  38
1020  Fixation   0.0   -4.4  1000.0  38
1021  Fixation   0.2   0.2  1000.0  38
1022  Fixation   3.2   3.0  1000.0  38
1023  Fixation   6.2   3.0  1000.0  38
1024  Fixation   9.8   3.5  1000.0  38
1025  Fixation   0.0   -9.8  1000.0  38
1026  Fixation   13.7   13.7  1000.0  38
1027  Fixation   12.8   -0.9  1000.0  38
1028  Fixation   6.5   -6.2  1000.0  38
1029  Fixation   4.3   -2.3  1000.0  38
1030  Fixation   4.3   -0.0  1000.0  38
1031  Fixation   2.1   -2.2  1000.0  38
1032  Fixation   4.9   2.8  1000.0  38
1033  Fixation   12.1   7.2  1000.0  38
1034  Fixation   6.1   -6.0  1000.0  38
1035  Fixation   6.2   0.1  1000.0  38
1036  Fixation   4.0   -2.2  1000.0  38
1037  Fixation   0.7   -3.3  1000.0  38
1038  Fixation   3.0   2.3  1000.0  38
1039  Fixation   0.7   -2.3  1000.0  38
1040  Fixation   3.0   2.3  1000.0  38
1041  Fixation   3.1   0.1  1000.0  38
1042  Fixation   19.1   16.0  1000.0  38
1043  Fixation   10.1   -9.0  1000.0  38
1044  Fixation   16.3   6.2  1000.0  38
1045  Fixation   4.6   -11.7  1000.0  38
1046  Fixation   6.3   1.7  1000.0  38
1047  Fixation   17.6   11.3  1000.0  38
1048  Fixation   3.2   -14.4  1000.0  38
1049  Fixation   2.9   -0.2  1000.0  38
1050  Fixation   4.9   2.0  1000.0  38
1051  Fixation   5.5   0.6  1000.0  38
1052  Fixation   9.5   4.0  1000.0  38
1053  Fixation   1.7   -7.8  1000.0  38
1054  Fixation   1.2   -0.5  1000.0  38
1055  Fixation   1.7   0.5  1000.0  38
1056  Fixation   3.0   1.3  1000.0  38
1057  Fixation   0.6   -2.4  1000.0  38
1058  Fixation   2.0   1.4  1000.0  38
1059  Fixation   9.3   7.3  1000.0  38
1060  Fixation   5.8   -3.5  1000.0  38
1061  Fixation   2.6   -3.2  1000.0  38
1062  Fixation   7.0   4.4  1000.0  38
1063  Fixation   0.8   -6.2  1000.0  38
1064  Fixation   7.2   6.4  1000.0  38
1065  Fixation   1.9   -5.3  1000.0  38
1066  Fixation   9.8   7.9  1000.0  38
1067  Fixation   6.4   -3.4  1000.0  38
1068  Saccade   220.2   213.8  66.0  34
1069  Saccade   243.1   22.9  66.0  34
1070  Saccade   191.6   -51.5  66.0  34
1071  Saccade   178.3   -13.3  66.0  34
1072  Fixation   6.0   -172.4  484.0  39
1073  Fixation   1.4   -4.5  484.0  39
1074  Fixation   5.6   4.1  484.0  39
1075  Fixation   4.7   -0.9  484.0  39
1076  Fixation   3.9   -0.8  484.0  39
1077  Fixation   2.8   -1.0  484.0  39
1078  Fixation   2.7   -0.1  484.0  39
1079  Fixation   4.2   1.5  484.0  39
1080  Fixation   1.9   -2.4  484.0  39
1081  Fixation   2.8   0.9  484.0  39
1082  Fixation   4.4   1.6  484.0  39
1083  Fixation   4.4   -0.0  484.0  39
1084  Fixation   1.0   -3.3  484.0  39
1085  Fixation   0.0   -1.0  484.0  39
1086  Fixation   1.1   1.1  484.0  39
1087  Fixation   6.8   5.7  484.0  39
1088  Fixation   6.4   -0.4  484.0  39
1089  Fixation   0.0   -6.4  484.0  39
1090  Fixation   2.8   2.8  484.0  39
1091  Fixation   2.2   -0.6  484.0  39
1092  Fixation   2.6   0.4  484.0  39
1093  Fixation   7.9   5.3  484.0  39
1094  Fixation   15.8   7.9  484.0  39
1095  Fixation   2.9   -12.9  484.0  39
1096  Fixation   9.7   6.9  484.0  39
1097  Fixation   0.8   -8.9  484.0  39
1098  Fixation   4.0   3.2  484.0  39
1099  Fixation   5.5   1.5  484.0  39
1100  Fixation   1.1   -4.4  484.0  39
1101  Saccade   33.5   32.4  100.0  35
1102  Saccade   202.3   168.9  100.0  35
1103  Saccade   194.4   -7.9  100.0  35
1104  Saccade   142.6   -51.8  100.0  35
1105  Saccade   185.5   42.9  100.0  35
1106  Saccade   142.1   -43.4  100.0  35
1107  Fixation   17.1   -125.0  284.0  40
1108  Fixation   3.1   -14.0  284.0  40
1109  Fixation   6.4   3.3  284.0  40
1110  Fixation   0.5   -5.9  284.0  40
1111  Fixation   9.6   9.1  284.0  40
1112  Fixation   3.8   -5.8  284.0  40
1113  Fixation   3.2   -0.7  284.0  40
1114  Fixation   1.2   -2.0  284.0  40
1115  Fixation   5.4   4.2  284.0  40
1116  Fixation   3.3   -2.1  284.0  40
1117  Fixation   1.7   -1.6  284.0  40
1118  Fixation   4.5   2.8  284.0  40
1119  Fixation   0.0   -4.5  284.0  40
1120  Fixation   6.4   6.4  284.0  40
1121  Fixation   1.6   -4.9  284.0  40
1122  Fixation   4.0   2.5  284.0  40
1123  Fixation   3.1   -0.9  284.0  40
1124  Saccade   157.7   154.6  50.0  36
1125  Saccade   181.6   23.9  50.0  36
1126  Saccade   124.8   -56.8  50.0  36
1127  Fixation   5.5   -119.3  332.0  41
1128  Fixation   4.4   -1.1  332.0  41
1129  Fixation   8.1   3.6  332.0  41
1130  Fixation   3.4   -4.7  332.0  41
1131  Fixation   6.8   3.4  332.0  41
1132  Fixation   1.2   -5.6  332.0  41
1133  Fixation   2.5   1.3  332.0  41
1134  Fixation   2.9   0.4  332.0  41
1135  Fixation   0.1   -2.8  332.0  41
1136  Fixation   3.4   3.3  332.0  41
1137  Fixation   5.4   2.1  332.0  41
1138  Fixation   2.4   -3.0  332.0  41
1139  Fixation   5.6   3.2  332.0  41
1140  Fixation   2.2   -3.4  332.0  41
1141  Fixation   4.5   2.2  332.0  41
1142  Fixation   4.4   -0.0  332.0  41
1143  Fixation   4.8   0.4  332.0  41
1144  Fixation   4.0   -0.8  332.0  41
1145  Fixation   2.9   -1.1  332.0  41
1146  Fixation   29.5   26.6  332.0  41
1147  Saccade   201.4   171.9  100.0  37
1148  Saccade   188.6   -12.8  100.0  37
1149  Saccade   174.2   -14.4  100.0  37
1150  Saccade   243.2   69.0  100.0  37
1151  Saccade   177.7   -65.5  100.0  37
1152  Saccade   77.8   -99.9  100.0  37
1153  Fixation   11.0   -66.8  150.0  42
1154  Fixation   7.7   -3.3  150.0  42
1155  Fixation   3.6   -4.1  150.0  42
1156  Fixation   6.0   2.4  150.0  42
1157  Fixation   2.6   -3.4  150.0  42
1158  Fixation   9.2   6.6  150.0  42
1159  Fixation   0.0   -9.2  150.0  42
1160  Fixation   5.1   5.1  150.0  42
1161  Fixation   1.9   -3.2  150.0  42
1162  Saccade   44.7   42.8  50.0  38
1163  Saccade   185.3   140.6  50.0  38
1164  Saccade   45.8   -139.5  50.0  38
1165  Fixation   0.0   -45.8  168.0  43
1166  Fixation   0.0   0.0  168.0  43
1167  Fixation   13.0   12.9  168.0  43
1168  Fixation   2.9   -10.1  168.0  43
1169  Fixation   14.7   11.9  168.0  43
1170  Fixation   6.9   -7.8  168.0  43
1171  Fixation   10.6   3.7  168.0  43
1172  Fixation   18.3   7.7  168.0  43
1173  Fixation   0.0   -18.3  168.0  43
1174  Fixation   5.7   5.7  168.0  43
1175  Saccade   31.1   25.4  16.0  39
1176  Fixation   0.0   -31.1  34.0  44
1177  Fixation   4.9   4.9  34.0  44
1178  Saccade   209.4   204.5  32.0  40
1179  Saccade   95.5   -114.0  32.0  40
1180  Fixation   21.1   -74.3  150.0  45
1181  Fixation   4.6   -16.6  150.0  45
1182  Fixation   2.5   -2.1  150.0  45
1183  Fixation   6.6   4.1  150.0  45
1184  Fixation   3.3   -3.3  150.0  45
1185  Fixation   0.9   -2.4  150.0  45
1186  Fixation   9.4   8.5  150.0  45
1187  Fixation   0.0   -9.4  150.0  45
1188  Fixation   16.9   16.9  150.0  45
1189  Saccade   91.9   75.0  18.0  41
1190  Fixation   0.8   -91.0  682.0  46
1191  Fixation   1.8   1.0  682.0  46
1192  Fixation   2.3   0.5  682.0  46
1193  Fixation   0.6   -1.7  682.0  46
1194  Fixation   6.5   5.8  682.0  46
1195  Fixation   1.1   -5.3  682.0  46
1196  Fixation   6.2   5.1  682.0  46
1197  Fixation   2.0   -4.2  682.0  46
1198  Fixation   6.5   4.5  682.0  46
1199  Fixation   0.1   -6.4  682.0  46
1200  Fixation   4.1   4.0  682.0  46
1201  Fixation   0.2   -3.9  682.0  46
1202  Fixation   5.1   5.0  682.0  46
1203  Fixation   8.0   2.9  682.0  46
1204  Fixation   5.4   -2.6  682.0  46
1205  Fixation   1.6   -3.8  682.0  46
1206  Fixation   8.2   6.6  682.0  46
1207  Fixation   0.0   -8.2  682.0  46
1208  Fixation   6.0   6.0  682.0  46
1209  Fixation   8.5   2.4  682.0  46
1210  Fixation   6.5   -2.0  682.0  46
1211  Fixation   6.7   0.2  682.0  46
1212  Fixation   2.5   -4.2  682.0  46
1213  Fixation   5.8   3.3  682.0  46
1214  Fixation   5.1   -0.8  682.0  46
1215  Fixation   10.8   5.8  682.0  46
1216  Fixation   0.0   -10.8  682.0  46
1217  Fixation   2.8   2.8  682.0  46
1218  Fixation   10.8   8.1  682.0  46
1219  Fixation   8.8   -2.1  682.0  46
1220  Fixation   10.5   1.7  682.0  46
1221  Fixation   10.9   0.4  682.0  46
1222  Fixation   6.1   -4.8  682.0  46
1223  Fixation   3.1   -3.0  682.0  46
1224  Fixation   26.3   23.3  682.0  46
1225  Fixation   1.4   -24.9  682.0  46
1226  Fixation   0.0   -1.4  682.0  46
1227  Fixation   3.2   3.2  682.0  46
1228  Fixation   6.8   3.6  682.0  46
1229  Fixation   1.5   -5.3  682.0  46
1230  Fixation   8.2   6.8  682.0  46
1231  Saccade   163.9   155.7  50.0  42
1232  Saccade   152.7   -11.2  50.0  42
1233  Saccade   105.0   -47.7  50.0  42
1234  Fixation   0.0   -105.0  134.0  47
1235  Fixation   4.9   4.9  134.0  47
1236  Fixation   4.4   -0.4  134.0  47
1237  Fixation   2.6   -1.8  134.0  47
1238  Fixation   1.1   -1.5  134.0  47
1239  Fixation   9.7   8.6  134.0  47
1240  Fixation   1.7   -8.0  134.0  47
1241  Fixation   0.4   -1.3  134.0  47
1242  Saccade   150.6   150.2  16.0  43
1243  Fixation   16.4   -134.2  250.0  48
1244  Fixation   9.7   -6.7  250.0  48
1245  Fixation   0.5   -9.2  250.0  48
1246  Fixation   3.6   3.1  250.0  48
1247  Fixation   3.6   -0.0  250.0  48
1248  Fixation   6.4   2.8  250.0  48
1249  Fixation   1.2   -5.2  250.0  48
1250  Fixation   0.1   -1.1  250.0  48
1251  Fixation   4.3   4.2  250.0  48
1252  Fixation   0.7   -3.6  250.0  48
1253  Fixation   0.6   -0.1  250.0  48
1254  Fixation   5.5   4.9  250.0  48
1255  Fixation   7.7   2.2  250.0  48
1256  Fixation   4.4   -3.3  250.0  48
1257  Fixation   2.9   -1.5  250.0  48
1258  Saccade   34.2   31.3  18.0  44
1259  Fixation   0.4   -33.8  132.0  49
1260  Fixation   2.1   1.7  132.0  49
1261  Fixation   3.4   1.3  132.0  49
1262  Fixation   9.0   5.7  132.0  49
1263  Fixation   2.3   -6.8  132.0  49
1264  Fixation   6.1   3.8  132.0  49
1265  Fixation   6.9   0.8  132.0  49
1266  Fixation   10.7   3.8  132.0  49
1267  Saccade   35.3   24.6  84.0  45
1268  Saccade   230.6   195.3  84.0  45
1269  Saccade   280.2   49.7  84.0  45
1270  Saccade   174.2   -106.1  84.0  45
1271  Saccade   44.0   -130.2  84.0  45
1272  Fixation   8.1   -35.9  150.0  50
