ID  MINE      GT       VEL   DUR    GROUP_ID
618  Fixation  Fixation  3.8  266.0  19
619  Fixation  Fixation  5.5  266.0  19
620  Fixation  Fixation  6.7  266.0  19
621  Fixation  Fixation  4.6  266.0  19
622  Fixation  Fixation  2.5  266.0  19
623  Fixation  Fixation  1.4  266.0  19
624  Fixation  Fixation  3.0  266.0  19
625  Fixation  Fixation  0.0  266.0  19
626  Fixation  Fixation  2.4  266.0  19
627  Fixation  Fixation  5.3  266.0  19
628  Fixation  Fixation  2.7  266.0  19
629  Fixation  Fixation  2.9  266.0  19
630  Saccade  Saccade  81.6  50.0  20
631  Saccade  Saccade  48.5  50.0  20
632  Saccade  Saccade  33.9  50.0  20
633  Fixation  Fixation  0.0  234.0  20
634  Fixation  Fixation  5.2  234.0  20
635  Fixation  Fixation  5.2  234.0  20
636  Fixation  Fixation  6.9  234.0  20
637  Fixation  Fixation  1.5  234.0  20
638  Fixation  Fixation  1.4  234.0  20
639  Fixation  Fixation  7.6  234.0  20
640  Fixation  Fixation  0.0  234.0  20
641  Fixation  Fixation  6.8  234.0  20
642  Fixation  Fixation  0.3  234.0  20
643  Fixation  Fixation  1.6  234.0  20
644  Fixation  Fixation  4.2  234.0  20
645  Fixation  Fixation  0.8  234.0  20
646  Fixation  Fixation  15.8  234.0  20
647  Saccade  Saccade  265.7  116.0  21
648  Saccade  Saccade  257.2  116.0  21
649  Saccade  Saccade  258.2  116.0  21
650  Saccade  Saccade  301.5  116.0  21
651  Saccade  Saccade  273.3  116.0  21
652  Saccade  Saccade  253.7  116.0  21
653  Saccade  Saccade  106.6  116.0  21
654  Fixation  Fixation  11.4  134.0  21
655  Fixation  Fixation  6.3  134.0  21
656  Fixation  Fixation  5.9  134.0  21
657  Fixation  Fixation  0.0  134.0  21
658  Fixation  Fixation  0.3  134.0  21
659  Fixation  Fixation  6.6  134.0  21
660  Fixation  Fixation  1.1  134.0  21
661  Fixation  Fixation  0.0  134.0  21
662  Saccade  Saccade  223.0  50.0  22
663  Saccade  Saccade  228.8  50.0  22
664  Saccade  Saccade  153.1  50.0  22
665  Fixation  Fixation  11.1  250.0  22
666  Fixation  Fixation  3.3  250.0  22
667  Fixation  Fixation  6.4  250.0  22
668  Fixation  Fixation  5.1  250.0  22
669  Fixation  Fixation  2.3  250.0  22
670  Fixation  Fixation  13.8  250.0  22
671  Fixation  Fixation  0.2  250.0  22
672  Fixation  Fixation  8.4  250.0  22
673  Fixation  Fixation  0.0  250.0  22
674  Fixation  Fixation  8.7  250.0  22
675  Fixation  Fixation  5.4  250.0  22
676  Fixation  Fixation  5.0  250.0  22
677  Fixation  Fixation  5.2  250.0  22
678  Fixation  Fixation  4.0  250.0  22
679  Fixation  Fixation  1.5  250.0  22
680  Saccade  Saccade  164.0  33.0  23
681  Saccade  Saccade  92.5  33.0  23
682  Fixation  Fixation  11.5  300.0  23
683  Fixation  Fixation  0.0  300.0  23
684  Fixation  Fixation  0.0  300.0  23
685  Fixation  Fixation  1.9  300.0  23
686  Fixation  Fixation  6.9  300.0  23
687  Fixation  Fixation  1.2  300.0  23
688  Fixation  Fixation  2.6  300.0  23
689  Fixation  Fixation  4.0  300.0  23
690  Fixation  Fixation  1.3  300.0  23
691  Fixation  Fixation  9.3  300.0  23
692  Fixation  Fixation  2.4  300.0  23
693  Fixation  Fixation  0.6  300.0  23
694  Fixation  Fixation  3.5  300.0  23
695  Fixation  Fixation  10.1  300.0  23
696  Fixation  Fixation  5.4  300.0  23
697  Fixation  Fixation  4.3  300.0  23
698  Fixation  Fixation  0.0  300.0  23
699  Fixation  Fixation  10.9  300.0  23
700  Saccade  Saccade  82.6  33.0  24
701  Saccade  Saccade  95.5  33.0  24
702  Fixation  Fixation  12.8  150.0  24
703  Fixation  Fixation  8.9  150.0  24
704  Fixation  Fixation  5.6  150.0  24
705  Fixation  Fixation  2.1  150.0  24
706  Fixation  Fixation  0.2  150.0  24
707  Fixation  Fixation  1.5  150.0  24
708  Fixation  Fixation  2.5  150.0  24
709  Fixation  Fixation  1.4  150.0  24
710  Fixation  Fixation  9.3  150.0  24
711  Saccade  Saccade  119.9  34.0  25
712  Saccade  Saccade  100.5  34.0  25
713  Fixation  Fixation  6.5  199.0  25
714  Fixation  Fixation  0.8  199.0  25
715  Fixation  Fixation  0.0  199.0  25
716  Fixation  Fixation  3.4  199.0  25
717  Fixation  Fixation  1.5  199.0  25
718  Fixation  Fixation  3.3  199.0  25
719  Fixation  Fixation  1.4  199.0  25
720  Fixation  Fixation  3.5  199.0  25
721  Fixation  Fixation  1.2  199.0  25
722  Fixation  Fixation  1.4  199.0  25
723  Fixation  Fixation  4.8  199.0  25
724  Fixation  Fixation  0.0  199.0  25
725  Saccade  Saccade  54.1  17.0  26
726  Fixation  Fixation  7.9  200.0  26
727  Fixation  Fixation  3.2  200.0  26
728  Fixation  Fixation  3.2  200.0  26
729  Fixation  Fixation  0.6  200.0  26
730  Fixation  Fixation  0.5  200.0  26
731  Fixation  Fixation  0.9  200.0  26
732  Fixation  Fixation  0.7  200.0  26
733  Fixation  Fixation  3.3  200.0  26
734  Fixation  Fixation  3.3  200.0  26
735  Fixation  Fixation  4.2  200.0  26
736  Fixation  Fixation  8.2  200.0  26
737  Fixation  Fixation  7.8  200.0  26
738  Saccade  Saccade  59.2  17.0  27
739  Fixation  Fixation  1.8  1000.0  27
740  Fixation  Fixation  3.1  1000.0  27
741  Fixation  Fixation  3.7  1000.0  27
742  Fixation  Fixation  5.1  1000.0  27
743  Fixation  Fixation  5.0  1000.0  27
744  Fixation  Fixation  4.6  1000.0  27
745  Fixation  Fixation  4.3  1000.0  27
746  Fixation  Fixation  5.5  1000.0  27
747  Fixation  Fixation  6.8  1000.0  27
748  Fixation  Fixation  5.1  1000.0  27
749  Fixation  Fixation  5.0  1000.0  27
750  Fixation  Fixation  1.7  1000.0  27
751  Fixation  Fixation  1.2  1000.0  27
752  Fixation  Fixation  2.4  1000.0  27
753  Fixation  Fixation  4.1  1000.0  27
754  Fixation  Fixation  1.0  1000.0  27
755  Fixation  Fixation  3.1  1000.0  27
756  Fixation  Fixation  0.0  1000.0  27
757  Fixation  Fixation  5.7  1000.0  27
758  Fixation  Fixation  0.2  1000.0  27
759  Fixation  Fixation  6.8  1000.0  27
760  Fixation  Fixation  3.2  1000.0  27
761  Fixation  Fixation  1.5  1000.0  27
762  Fixation  Fixation  0.0  1000.0  27
763  Fixation  Fixation  4.8  1000.0  27
764  Fixation  Fixation  6.7  1000.0  27
765  Fixation  Fixation  1.8  1000.0  27
766  Fixation  Fixation  6.8  1000.0  27
767  Fixation  Fixation  2.0  1000.0  27
768  Fixation  Fixation  2.6  1000.0  27
769  Fixation  Fixation  2.5  1000.0  27
770  Fixation  Fixation  0.3  1000.0  27
771  Fixation  Fixation  4.1  1000.0  27
772  Fixation  Fixation  7.1  1000.0  27
773  Fixation  Fixation  14.4  1000.0  27
774  Fixation  Fixation  6.6  1000.0  27
775  Fixation  Fixation  1.1  1000.0  27
776  Fixation  Fixation  2.7  1000.0  27
777  Fixation  Fixation  0.9  1000.0  27
778  Fixation  Fixation  5.6  1000.0  27
779  Fixation  Fixation  4.9  1000.0  27
780  Fixation  Fixation  1.2  1000.0  27
781  Fixation  Fixation  0.0  1000.0  27
782  Fixation  Fixation  2.0  1000.0  27
783  Fixation  Fixation  2.2  1000.0  27
784  Fixation  Fixation  2.7  1000.0  27
785  Fixation  Fixation  4.1  1000.0  27
786  Fixation  Fixation  6.7  1000.0  27
787  Fixation  Fixation  20.4  1000.0  27
788  Fixation  Fixation  5.2  1000.0  27
789  Fixation  Fixation  4.6  1000.0  27
790  Fixation  Fixation  3.1  1000.0  27
791  Fixation  Fixation  2.4  1000.0  27
792  Fixation  Fixation  1.8  1000.0  27
793  Fixation  Fixation  1.1  1000.0  27
794  Fixation  Fixation  1.7  1000.0  27
795  Fixation  Fixation  0.3  1000.0  27
796  Fixation  Fixation  1.1  1000.0  27
797  Fixation  Fixation  2.8  1000.0  27
798  Fixation  Fixation  4.8  1000.0  27
799  Saccade  Saccade  195.5  66.0  28
800  Saccade  Saccade  247.8  66.0  28
801  Saccade  Saccade  271.8  66.0  28
802  Saccade  Saccade  201.4  66.0  28
803  Fixation  Fixation  18.8  267.0  28
804  Fixation  Fixation  10.2  267.0  28
805  Fixation  Fixation  10.7  267.0  28
806  Fixation  Fixation  3.6  267.0  28
807  Fixation  Fixation  2.6  267.0  28
808  Fixation  Fixation  1.6  267.0  28
809  Fixation  Fixation  3.5  267.0  28
810  Fixation  Fixation  9.6  267.0  28
811  Fixation  Fixation  8.7  267.0  28
812  Fixation  Fixation  1.9  267.0  28
813  Fixation  Fixation  1.0  267.0  28
814  Fixation  Fixation  4.0  267.0  28
815  Fixation  Fixation  3.8  267.0  28
816  Fixation  Fixation  2.5  267.0  28
817  Fixation  Fixation  2.0  267.0  28
818  Fixation  Fixation  2.0  267.0  28
819  Saccade  Saccade  48.4  33.0  29
820  Saccade  Saccade  146.7  33.0  29
821  Fixation  Fixation  24.3  351.0  29
822  Fixation  Fixation  7.6  351.0  29
823  Fixation  Fixation  0.0  351.0  29
824  Fixation  Fixation  9.5  351.0  29
825  Fixation  Fixation  3.7  351.0  29
826  Fixation  Fixation  1.9  351.0  29
827  Fixation  Fixation  5.8  351.0  29
828  Fixation  Fixation  4.2  351.0  29
829  Fixation  Fixation  0.1  351.0  29
830  Fixation  Fixation  4.5  351.0  29
831  Fixation  Fixation  2.7  351.0  29
832  Fixation  Fixation  2.7  351.0  29
833  Fixation  Fixation  2.9  351.0  29
834  Fixation  Fixation  5.5  351.0  29
835  Fixation  Fixation  3.0  351.0  29
836  Fixation  Fixation  3.2  351.0  29
837  Fixation  Fixation  7.6  351.0  29
838  Fixation  Fixation  3.3  351.0  29
839  Fixation  Fixation  1.5  351.0  29
840  Fixation  Fixation  0.5  351.0  29
841  Fixation  Fixation  3.9  351.0  29
842  Saccade  Saccade  58.0  33.0  30
843  Saccade  Saccade  44.8  33.0  30
844  Fixation  Fixation  8.0  83.0  30
845  Fixation  Fixation  3.0  83.0  30
846  Fixation  Fixation  0.0  83.0  30
847  Fixation  Fixation  3.7  83.0  30
848  Fixation  Fixation  1.8  83.0  30
849  Saccade  Saccade  37.6  50.0  31
850  Saccade  Saccade  204.6  50.0  31
851  Saccade  Saccade  132.9  50.0  31
852  Fixation  Fixation  7.1  100.0  31
853  Fixation  Fixation  2.9  100.0  31
854  Fixation  Fixation  15.0  100.0  31
855  Fixation  Fixation  4.8  100.0  31
856  Fixation  Fixation  4.7  100.0  31
857  Fixation  Fixation  24.0  100.0  31
858  Saccade  Saccade  211.5  84.0  32
859  Saccade  Saccade  201.8  84.0  32
860  Saccade  Saccade  207.3  84.0  32
861  Saccade  Saccade  149.7  84.0  32
862  Saccade  Saccade  136.8  84.0  32
863  Fixation  Fixation  25.2  133.0  32
864  Fixation  Fixation  0.1  133.0  32
865  Fixation  Fixation  6.4  133.0  32
866  Fixation  Fixation  7.6  133.0  32
867  Fixation  Fixation  6.7  133.0  32
868  Fixation  Fixation  1.3  133.0  32
869  Fixation  Fixation  1.3  133.0  32
870  Fixation  Fixation  1.6  133.0  32
871  Saccade  Saccade  35.2  117.0  33
872  Saccade  Saccade  244.1  117.0  33
873  Saccade  Saccade  204.8  117.0  33
874  Saccade  Saccade  204.6  117.0  33
875  Saccade  Saccade  229.6  117.0  33
876  Saccade  Saccade  157.0  117.0  33
877  Saccade  Saccade  86.5  117.0  33
878  Fixation  Fixation  12.3  333.0  33
879  Fixation  Fixation  5.5  333.0  33
880  Fixation  Fixation  3.9  333.0  33
881  Fixation  Fixation  3.3  333.0  33
882  Fixation  Fixation  2.8  333.0  33
883  Fixation  Fixation  2.6  333.0  33
884  Fixation  Fixation  7.1  333.0  33
885  Fixation  Fixation  0.0  333.0  33
886  Fixation  Fixation  5.3  333.0  33
887  Fixation  Fixation  1.6  333.0  33
888  Fixation  Fixation  3.7  333.0  33
889  Fixation  Fixation  0.0  333.0  33
890  Fixation  Fixation  0.7  333.0  33
891  Fixation  Fixation  8.9  333.0  33
892  Fixation  Fixation  7.6  333.0  33
893  Fixation  Fixation  4.3  333.0  33
894  Fixation  Fixation  0.0  333.0  33
895  Fixation  Fixation  0.4  333.0  33
896  Fixation  Fixation  0.0  333.0  33
897  Fixation  Fixation  1.6  333.0  33
898  Saccade  Saccade  269.4  67.0  34
899  Saccade  Saccade  248.2  67.0  34
900  Saccade  Saccade  171.2  67.0  34
901  Saccade  Saccade  113.2  67.0  34
902  Fixation  Fixation  18.8  183.0  34
903  Fixation  Fixation  1.3  183.0  34
904  Fixation  Fixation  3.0  183.0  34
905  Fixation  Fixation  3.6  183.0  34
906  Fixation  Fixation  0.4  183.0  34
907  Fixation  Fixation  8.4  183.0  34
908  Fixation  Fixation  6.3  183.0  34
909  Fixation  Fixation  5.4  183.0  34
910  Fixation  Fixation  5.1  183.0  34
911  Fixation  Fixation  0.6  183.0  34
912  Fixation  Fixation  4.2  183.0  34
913  Saccade  Saccade  147.5  67.0  35
914  Saccade  Saccade  199.6  67.0  35
915  Saccade  Saccade  150.2  67.0  35
916  Saccade  Saccade  82.8  67.0  35
917  Fixation  Fixation  14.7  83.0  35
918  Fixation  Fixation  5.6  83.0  35
919  Fixation  Fixation  7.0  83.0  35
920  Fixation  Fixation  6.5  83.0  35
921  Fixation  Fixation  9.8  83.0  35
922  Saccade  Saccade  61.4  17.0  36
923  EyesNotFound  EyesNotFound  nan  200.0  2
924  EyesNotFound  EyesNotFound  nan  200.0  2
925  EyesNotFound  EyesNotFound  nan  200.0  2
926  EyesNotFound  EyesNotFound  nan  200.0  2
927  EyesNotFound  EyesNotFound  nan  200.0  2
928  EyesNotFound  EyesNotFound  nan  200.0  2
929  EyesNotFound  EyesNotFound  nan  200.0  2
930  EyesNotFound  EyesNotFound  nan  200.0  2
931  EyesNotFound  EyesNotFound  nan  200.0  2
932  EyesNotFound  EyesNotFound  nan  200.0  2
933  EyesNotFound  EyesNotFound  nan  200.0  2
934  EyesNotFound  EyesNotFound  nan  200.0  2
935  Saccade  Saccade  nan  50.0  37
936  Saccade  Saccade  210.4  50.0  37
937  Saccade  Saccade  165.9  50.0  37
938  Fixation  Fixation  0.0  16.0  36
939  Saccade  Saccade  36.2  17.0  38
940  Fixation  Fixation  7.8  100.0  37
941  Fixation  Fixation  3.7  100.0  37
942  Fixation  Fixation  8.7  100.0  37
943  Fixation  Fixation  5.4  100.0  37
944  Fixation  Fixation  1.6  100.0  37
945  Fixation  Fixation  7.6  100.0  37
946  Saccade  Saccade  149.4  67.0  39
947  Saccade  Saccade  208.9  67.0  39
948  Saccade  Saccade  150.5  67.0  39
949  Saccade  Saccade  34.9  67.0  39
950  Fixation  Fixation  1.5  33.0  38
951  Fixation  Fixation  4.7  33.0  38
952  Saccade  Saccade  227.8  33.0  40
953  Saccade  Saccade  99.7  33.0  40
954  Fixation  Fixation  12.3  100.0  39
955  Fixation  Fixation  12.4  100.0  39
956  Fixation  Fixation  3.8  100.0  39
957  Fixation  Fixation  0.2  100.0  39
958  Fixation  Fixation  3.0  100.0  39
959  Fixation  Fixation  2.8  100.0  39
960  Saccade  Saccade  68.7  67.0  41
961  Saccade  Saccade  303.5  67.0  41
962  Saccade  Saccade  248.9  67.0  41
963  Saccade  Saccade  111.7  67.0  41
964  Fixation  Fixation  8.0  183.0  40
965  Fixation  Fixation  5.0  183.0  40
966  Fixation  Fixation  3.6  183.0  40
967  Fixation  Fixation  10.3  183.0  40
968  Fixation  Fixation  0.1  183.0  40
969  Fixation  Fixation  4.0  183.0  40
970  Fixation  Fixation  0.0  183.0  40
971  Fixation  Fixation  6.6  183.0  40
972  Fixation  Fixation  10.1  183.0  40
973  Fixation  Fixation  0.9  183.0  40
974  Fixation  Fixation  1.8  183.0  40
975  Saccade  Saccade  121.8  67.0  42
976  Saccade  Saccade  251.1  67.0  42
977  Saccade  Saccade  188.3  67.0  42
978  Saccade  Saccade  146.1  67.0  42
979  Fixation  Fixation  23.1  167.0  41
980  Fixation  Fixation  2.4  167.0  41
981  Fixation  Fixation  4.4  167.0  41
982  Fixation  Fixation  4.9  167.0  41
983  Fixation  Fixation  0.6  167.0  41
984  Fixation  Fixation  0.5  167.0  41
985  Fixation  Fixation  5.1  167.0  41
986  Fixation  Fixation  5.9  167.0  41
987  Fixation  Fixation  0.4  167.0  41
988  Fixation  Fixation  1.1  167.0  41
989  Saccade  Saccade  101.1  83.0  43
990  Saccade  Saccade  272.9  83.0  43
991  Saccade  Saccade  261.0  83.0  43
992  Saccade  Saccade  174.8  83.0  43
993  Saccade  Saccade  166.8  83.0  43
994  Fixation  Fixation  8.8  283.0  42
995  Fixation  Fixation  3.9  283.0  42
996  Fixation  Fixation  8.9  283.0  42
997  Fixation  Fixation  4.2  283.0  42
998  Fixation  Fixation  6.1  283.0  42
999  Fixation  Fixation  4.6  283.0  42
1000  Fixation  Fixation  0.7  283.0  42
1001  Fixation  Fixation  3.6  283.0  42
1002  Fixation  Fixation  0.0  283.0  42
1003  Fixation  Fixation  5.9  283.0  42
1004  Fixation  Fixation  0.0  283.0  42
1005  Fixation  Fixation  5.6  283.0  42
1006  Fixation  Fixation  0.5  283.0  42
1007  Fixation  Fixation  4.4  283.0  42
1008  Fixation  Fixation  5.3  283.0  42
1009  Fixation  Fixation  7.0  283.0  42
1010  Fixation  Fixation  1.6  283.0  42
1011  Saccade  Saccade  208.3  50.0  44
1012  Saccade  Saccade  194.9  50.0  44
1013  Saccade  Saccade  114.6  50.0  44
1014  Fixation  Fixation  4.5  134.0  43
1015  Fixation  Fixation  3.8  134.0  43
1016  Fixation  Fixation  2.8  134.0  43
1017  Fixation  Fixation  2.8  134.0  43
1018  Fixation  Fixation  3.6  134.0  43
1019  Fixation  Fixation  0.0  134.0  43
1020  Fixation  Fixation  0.6  134.0  43
1021  Fixation  Fixation  10.1  134.0  43
1022  Saccade  Saccade  83.2  66.0  45
1023  Saccade  Saccade  223.7  66.0  45
1024  Saccade  Saccade  155.7  66.0  45
1025  Saccade  Saccade  154.4  66.0  45
1026  Fixation  Fixation  25.1  184.0  44
1027  Fixation  Fixation  11.1  184.0  44
1028  Fixation  Fixation  2.3  184.0  44
1029  Fixation  Fixation  3.2  184.0  44
1030  Fixation  Fixation  0.5  184.0  44
1031  Fixation  Fixation  2.2  184.0  44
1032  Fixation  Fixation  8.5  184.0  44
1033  Fixation  Fixation  1.5  184.0  44
1034  Fixation  Fixation  6.4  184.0  44
1035  Fixation  Fixation  6.9  184.0  44
1036  Fixation  Fixation  7.2  184.0  44
1037  Saccade  Saccade  49.0  83.0  46
1038  Saccade  Saccade  320.9  83.0  46
1039  Saccade  Saccade  265.7  83.0  46
1040  Saccade  Saccade  223.3  83.0  46
1041  Saccade  Saccade  42.6  83.0  46
1042  Fixation  Fixation  17.6  167.0  45
1043  Fixation  Fixation  4.3  167.0  45
1044  Fixation  Fixation  6.9  167.0  45
1045  Fixation  Fixation  6.7  167.0  45
1046  Fixation  Fixation  6.7  167.0  45
1047  Fixation  Fixation  11.4  167.0  45
1048  Fixation  Fixation  2.8  167.0  45
1049  Fixation  Fixation  2.0  167.0  45
1050  Fixation  Fixation  1.9  167.0  45
1051  Fixation  Fixation  4.6  167.0  45
1052  Saccade  Saccade  256.9  50.0  47
1053  Saccade  Saccade  153.0  50.0  47
1054  Saccade  Saccade  53.9  50.0  47
1055  Fixation  Fixation  10.1  216.0  46
1056  Fixation  Fixation  4.8  216.0  46
1057  Fixation  Fixation  8.1  216.0  46
1058  Fixation  Fixation  11.6  216.0  46
1059  Fixation  Fixation  4.1  216.0  46
1060  Fixation  Fixation  5.7  216.0  46
1061  Fixation  Fixation  5.9  216.0  46
1062  Fixation  Fixation  5.1  216.0  46
1063  Fixation  Fixation  7.4  216.0  46
1064  Fixation  Fixation  6.8  216.0  46
1065  Fixation  Fixation  6.4  216.0  46
1066  Fixation  Fixation  6.8  216.0  46
1067  Fixation  Fixation  7.1  216.0  46
1068  Saccade  Saccade  137.0  100.0  48
1069  Saccade  Saccade  172.8  100.0  48
1070  Saccade  Saccade  223.8  100.0  48
1071  Saccade  Saccade  179.1  100.0  48
1072  Saccade  Saccade  148.8  100.0  48
1073  Saccade  Saccade  166.6  100.0  48
1074  Fixation  Fixation  0.0  300.0  47
1075  Fixation  Fixation  5.3  300.0  47
1076  Fixation  Fixation  7.6  300.0  47
1077  Fixation  Fixation  6.5  300.0  47
1078  Fixation  Fixation  3.2  300.0  47
1079  Fixation  Fixation  0.6  300.0  47
1080  Fixation  Fixation  1.2  300.0  47
1081  Fixation  Fixation  3.9  300.0  47
1082  Fixation  Fixation  0.0  300.0  47
1083  Fixation  Fixation  1.0  300.0  47
1084  Fixation  Fixation  1.6  300.0  47
1085  Fixation  Fixation  1.5  300.0  47
1086  Fixation  Fixation  1.3  300.0  47
1087  Fixation  Fixation  4.3  300.0  47
1088  Fixation  Fixation  3.0  300.0  47
1089  Fixation  Fixation  5.8  300.0  47
1090  Fixation  Fixation  3.9  300.0  47
1091  Fixation  Fixation  4.1  300.0  47
1092  Saccade  Saccade  116.5  100.0  49
1093  Saccade  Saccade  353.3  100.0  49
1094  Saccade  Saccade  309.1  100.0  49
1095  Saccade  Saccade  302.2  100.0  49
1096  Saccade  Saccade  236.6  100.0  49
1097  Saccade  Saccade  201.2  100.0  49
1098  Fixation  Fixation  28.0  100.0  48
1099  Fixation  Fixation  22.2  100.0  48
1100  Fixation  Fixation  6.2  100.0  48
1101  Fixation  Fixation  10.6  100.0  48
1102  Fixation  Fixation  0.2  100.0  48
1103  Fixation  Fixation  9.2  100.0  48
1104  Saccade  Saccade  32.5  50.0  50
1105  Saccade  Saccade  271.8  50.0  50
1106  Saccade  Saccade  189.2  50.0  50
1107  Fixation  Fixation  13.2  284.0  49
1108  Fixation  Fixation  7.8  284.0  49
1109  Fixation  Fixation  2.7  284.0  49
1110  Fixation  Fixation  2.9  284.0  49
1111  Fixation  Fixation  0.0  284.0  49
1112  Fixation  Fixation  3.4  284.0  49
1113  Fixation  Fixation  5.6  284.0  49
1114  Fixation  Fixation  1.5  284.0  49
1115  Fixation  Fixation  0.0  284.0  49
1116  Fixation  Fixation  1.4  284.0  49
1117  Fixation  Fixation  4.0  284.0  49
1118  Fixation  Fixation  1.7  284.0  49
1119  Fixation  Fixation  3.8  284.0  49
1120  Fixation  Fixation  0.0  284.0  49
1121  Fixation  Fixation  2.8  284.0  49
1122  Fixation  Fixation  2.2  284.0  49
1123  Fixation  Fixation  0.5  284.0  49
1124  Saccade  Saccade  190.1  33.0  51
1125  Saccade  Saccade  38.8  33.0  51
1126  Fixation  Fixation  5.8  150.0  50
1127  Fixation  Fixation  0.0  150.0  50
1128  Fixation  Fixation  1.7  150.0  50
1129  Fixation  Fixation  4.5  150.0  50
1130  Fixation  Fixation  2.6  150.0  50
1131  Fixation  Fixation  6.5  150.0  50
1132  Fixation  Fixation  1.9  150.0  50
1133  Fixation  Fixation  7.4  150.0  50
1134  Fixation  Fixation  19.3  150.0  50
1135  Saccade  Saccade  253.4  50.0  52
1136  Saccade  Saccade  262.9  50.0  52
1137  Saccade  Saccade  86.3  50.0  52
1138  Fixation  Fixation  14.2  183.0  51
1139  Fixation  Fixation  6.2  183.0  51
1140  Fixation  Fixation  0.0  183.0  51
1141  Fixation  Fixation  2.9  183.0  51
1142  Fixation  Fixation  3.7  183.0  51
1143  Fixation  Fixation  6.1  183.0  51
1144  Fixation  Fixation  1.0  183.0  51
1145  Fixation  Fixation  3.8  183.0  51
1146  Fixation  Fixation  4.3  183.0  51
1147  Fixation  Fixation  0.0  183.0  51
1148  Fixation  Fixation  5.9  183.0  51
1149  Saccade  Saccade  161.4  34.0  53
1150  Saccade  Saccade  125.1  34.0  53
1151  Fixation  Fixation  23.1  133.0  52
1152  Fixation  Fixation  5.0  133.0  52
1153  Fixation  Fixation  0.0  133.0  52
1154  Fixation  Fixation  3.6  133.0  52
1155  Fixation  Fixation  6.8  133.0  52
1156  Fixation  Fixation  4.5  133.0  52
1157  Fixation  Fixation  0.0  133.0  52
1158  Fixation  Fixation  9.3  133.0  52
1159  Saccade  Saccade  130.5  33.0  54
1160  Saccade  Saccade  75.5  33.0  54
1161  Fixation  Fixation  0.4  167.0  53
1162  Fixation  Fixation  0.1  167.0  53
1163  Fixation  Fixation  2.8  167.0  53
1164  Fixation  Fixation  10.8  167.0  53
1165  Fixation  Fixation  0.0  167.0  53
1166  Fixation  Fixation  5.2  167.0  53
1167  Fixation  Fixation  1.7  167.0  53
1168  Fixation  Fixation  4.1  167.0  53
1169  Fixation  Fixation  2.1  167.0  53
1170  Fixation  Fixation  0.1  167.0  53
1171  Saccade  Saccade  83.8  33.0  55
1172  Saccade  Saccade  139.0  33.0  55
1173  Fixation  Fixation  28.1  284.0  54
1174  Fixation  Fixation  2.7  284.0  54
1175  Fixation  Fixation  4.7  284.0  54
1176  Fixation  Fixation  6.1  284.0  54
1177  Fixation  Fixation  1.8  284.0  54
1178  Fixation  Fixation  2.0  284.0  54
1179  Fixation  Fixation  10.0  284.0  54
1180  Fixation  Fixation  0.9  284.0  54
1181  Fixation  Fixation  1.2  284.0  54
1182  Fixation  Fixation  0.4  284.0  54
1183  Fixation  Fixation  3.1  284.0  54
1184  Fixation  Fixation  4.4  284.0  54
1185  Fixation  Fixation  4.1  284.0  54
1186  Fixation  Fixation  4.0  284.0  54
1187  Fixation  Fixation  1.7  284.0  54
1188  Fixation  Fixation  0.6  284.0  54
1189  Fixation  Fixation  4.7  284.0  54
1190  Saccade  Saccade  157.1  100.0  56
1191  Saccade  Saccade  181.3  100.0  56
1192  Saccade  Saccade  184.1  100.0  56
1193  Saccade  Saccade  191.4  100.0  56
1194  Saccade  Saccade  130.7  100.0  56
1195  Saccade  Saccade  66.2  100.0  56
1196  Fixation  Fixation  1.9  283.0  55
1197  Fixation  Fixation  9.4  283.0  55
1198  Fixation  Fixation  5.1  283.0  55
1199  Fixation  Fixation  2.1  283.0  55
1200  Fixation  Fixation  2.2  283.0  55
1201  Fixation  Fixation  0.8  283.0  55
1202  Fixation  Fixation  5.6  283.0  55
1203  Fixation  Fixation  3.5  283.0  55
1204  Fixation  Fixation  3.2  283.0  55
1205  Fixation  Fixation  7.8  283.0  55
1206  Fixation  Fixation  1.7  283.0  55
1207  Fixation  Fixation  0.0  283.0  55
1208  Fixation  Fixation  1.2  283.0  55
1209  Fixation  Fixation  6.5  283.0  55
1210  Fixation  Fixation  2.9  283.0  55
1211  Fixation  Fixation  3.1  283.0  55
1212  Fixation  Fixation  9.8  283.0  55
1213  Saccade  Saccade  229.2  100.0  57
1214  Saccade  Saccade  246.0  100.0  57
1215  Saccade  Saccade  200.4  100.0  57
1216  Saccade  Saccade  262.8  100.0  57
1217  Saccade  Saccade  251.5  100.0  57
1218  Saccade  Saccade  87.9  100.0  57
1219  Fixation  Fixation  7.0  283.0  56
1220  Fixation  Fixation  6.1  283.0  56
1221  Fixation  Fixation  1.2  283.0  56
1222  Fixation  Fixation  2.5  283.0  56
1223  Fixation  Fixation  2.1  283.0  56
1224  Fixation  Fixation  8.2  283.0  56
1225  Fixation  Fixation  1.6  283.0  56
1226  Fixation  Fixation  1.6  283.0  56
1227  Fixation  Fixation  0.0  283.0  56
1228  Fixation  Fixation  5.3  283.0  56
1229  Fixation  Fixation  1.9  283.0  56
1230  Fixation  Fixation  1.8  283.0  56
1231  Fixation  Fixation  1.7  283.0  56
1232  Fixation  Fixation  0.5  283.0  56
1233  Fixation  Fixation  3.4  283.0  56
1234  Fixation  Fixation  3.7  283.0  56
1235  Fixation  Fixation  0.0  283.0  56
1236  Saccade  Saccade  134.2  34.0  58
