left_gaze_origin_validity,right_gaze_origin_validity,Recording timestamp,Gaze point left X,Gaze point left Y,Gaze point left Z,Eye position left X,Eye position left Y,Eye position left Z,Gaze point right X,Gaze point right Y,Gaze point right Z,Eye position right X,Eye position right Y,Eye position right Z,Eye movement type
1,1,1163806559,6.39998,161.00797,47.96032,-33.53922,72.05147,686.17084,7.90892,152.65001,44.9183,27.24896,77.77103,682.69153,Fixation
1,1,1163806576,7.34702,159.8959,47.5556,-33.56466,72.02943,686.07709,7.97933,152.30576,44.79298,27.23,77.75351,682.62903,Fixation
1,1,1163806593,6.711,157.70888,46.75956,-33.57252,72.0568,686.10156,5.82009,152.19194,44.75157,27.23288,77.77261,682.62915,Fixation
1,1,1163806609,5.96444,152.64967,44.91818,-33.57652,72.11082,686.12592,7.28201,155.38504,45.91375,27.24699,77.79906,682.69214,Fixation
1,1,1163806626,5.09138,156.27376,46.23723,-33.5781,72.14572,686.11316,7.57822,156.13829,46.1879,27.25242,77.80519,682.66534,Fixation
1,1,1163806643,6.49051,156.7197,46.39951,-33.57947,72.16666,686.1402,7.41603,157.75473,46.77621,27.2575,77.81076,682.66516,Fixation
1,1,1163806659,5.36679,153.38179,45.18466,-33.57549,72.17802,686.15369,8.74758,160.07426,47.62049,27.26206,77.82124,682.70337,Fixation
1,1,1163806676,7.8645,155.53445,45.96811,-33.55814,72.17195,686.1557,8.71291,157.44823,46.66472,27.27528,77.82933,682.77966,Fixation
1,1,1163806693,4.86171,155.44063,45.93398,-33.52779,72.1555,686.14551,9.13968,156.26707,46.2348,27.28137,77.82705,682.80566,Fixation
1,1,1163806709,2.63142,153.92934,45.38392,-33.50872,72.16043,686.27747,12.07725,154.65446,45.6478,27.28454,77.81076,682.72711,Fixation
1,1,1163806726,3.96636,156.69601,46.39091,-33.48743,72.13327,686.3053,10.16257,151.79936,44.60867,27.30172,77.77118,682.61035,Fixation
1,1,1163806743,2.56346,157.32603,46.62019,-33.46609,72.08446,686.39996,8.03588,155.9946,46.13562,27.33518,77.71501,682.56903,Fixation
1,1,1163806759,4.41182,160.42847,47.74941,-33.44504,72.03983,686.4032,9.71997,158.72983,47.13114,27.36024,77.66478,682.56628,Fixation
1,1,1163806776,3.41397,159.97568,47.58459,-33.42934,72.02397,686.31433,9.43616,156.4948,46.31768,27.39148,77.67943,682.71863,Fixation
1,1,1163806793,6.08831,159.20709,47.30486,-33.41592,72.05629,686.32739,6.92224,154.98788,45.76918,27.41634,77.71083,682.74274,Fixation
1,1,1163806809,6.25648,154.4413,45.57026,-33.41034,72.16103,686.46936,6.6971,152.11163,44.72232,27.44425,77.77805,682.84387,Fixation
1,1,1163806826,6.92368,155.52032,45.96297,-33.41676,72.23329,686.54895,7.14471,155.3161,45.88864,27.46003,77.80875,682.8551,Fixation
1,1,1163806843,7.52255,154.5564,45.61214,-33.41811,72.23988,686.54999,5.22085,153.54398,45.24371,27.46536,77.811,682.85443,Fixation
1,1,1163806859,4.98275,156.6302,46.36697,-33.41537,72.22977,686.57507,7.92425,154.98448,45.76798,27.46226,77.80437,682.87988,Fixation
1,1,1163806876,5.54588,154.92328,45.74571,-33.40757,72.18456,686.52234,7.68273,154.07445,45.43675,27.45416,77.77632,682.8819,Fixation
1,1,1163806893,5.58484,156.25189,46.22928,-33.40774,72.12674,686.47052,9.75994,154.7766,45.69231,27.44843,77.7252,682.9071,Fixation
1,1,1163806909,5.37531,162.46803,48.49177,-33.41832,72.10631,686.44336,10.16063,156.22763,46.22039,27.43874,77.70112,682.84351,Fixation
1,1,1163806926,5.45088,157.4084,46.65019,-33.43546,72.11043,686.44049,8.12939,154.021,45.41729,27.41423,77.70903,682.80731,Fixation
1,1,1163806943,5.45013,158.54338,47.0633,-33.46071,72.11066,686.43817,10.53112,155.55734,45.97644,27.37523,77.7101,682.65564,Fixation
1,1,1163806959,3.99494,157.63396,46.73234,-33.49509,72.11559,686.47522,10.64824,154.65593,45.64837,27.33355,77.73386,682.7229,Fixation
1,1,1163806976,7.78983,156.47087,46.30896,-33.53733,72.09811,686.4046,11.0601,154.08379,45.44011,27.30434,77.75687,682.88135,Fixation
1,1,1163806993,7.86331,158.56564,47.0714,-33.59039,72.07457,686.2691,10.18697,154.07066,45.43534,27.27401,77.76212,682.88373,Fixation
1,1,1163807009,7.49773,156.99196,46.49864,-33.63265,72.08864,686.29004,6.92332,153.46954,45.21659,27.23503,77.7682,682.75842,Fixation
1,1,1163807026,-2.5033,158.19249,46.93555,-33.6881,72.14827,686.29614,4.11746,157.19461,46.57238,27.11396,77.78925,682.72955,Fixation
