left_gaze_origin_validity,right_gaze_origin_validity,Recording timestamp,Gaze point left X,Gaze point left Y,Gaze point left Z,Eye position left X,Eye position left Y,Eye position left Z,Gaze point right X,Gaze point right Y,Gaze point right Z,Eye position right X,Eye position right Y,Eye position right Z,Eye movement type
1,1,1274157888710,2.150218963623047,183.38954162597656,56.10654830932617,-30.8448486328125,61.28511047363281,700.8375854492188,5.009372711181641,181.99607849121094,55.59934997558594,29.94770050048828,64.28434753417969,698.02685546875,Fixation
1,1,1274157905377,0.30393141508102417,185.0690460205078,56.71783447265625,-30.831192016601562,61.34733581542969,700.9037475585938,2.9291625022888184,180.2887725830078,54.97795104980469,29.95787239074707,64.38492584228516,697.9451904296875,Fixation
1,1,1274157922044,3.5412726402282715,183.41680908203125,56.11644744873047,-30.852294921875,61.50621032714844,700.9866943359375,1.6934213638305664,181.0050506591797,55.238685607910156,29.952449798583984,64.52729797363281,697.9586791992188,Fixation
1,1,1274157938711,3.205066680908203,183.94039916992188,56.307090759277344,-30.885883331298828,61.6798210144043,700.980712890625,3.62906813621521,181.84527587890625,55.54450607299805,29.92092514038086,64.70767211914062,697.8541259765625,Fixation
1,1,1274157955378,1.2343168258666992,182.05087280273438,55.61928176879883,-30.9241943359375,61.7947998046875,700.7988891601562,0.8606457710266113,177.8529510498047,54.0914192199707,29.862300872802734,64.86514282226562,697.4549560546875,Fixation
1,1,1274157972046,-0.11498099565505981,182.40345764160156,55.74765396118164,-30.98790168762207,61.866336822509766,700.8176879882812,2.932955026626587,179.60887145996094,54.730506896972656,29.790756225585938,65.01026916503906,697.8375854492188,Fixation
1,1,1274157988712,2.577681064605713,185.90493774414062,57.0220947265625,-31.10372543334961,61.834861755371094,700.8336181640625,1.6879574060440063,178.8622283935547,54.45876693725586,29.694976806640625,65.02323913574219,697.873779296875,Fixation
1,1,1274158005377,0.03711901977658272,182.78456115722656,55.88637924194336,-31.188793182373047,61.717552185058594,700.8451538085938,3.399477958679199,179.2387237548828,54.59578323364258,29.58319854736328,64.92837524414062,697.803955078125,Fixation
1,1,1274158022044,-0.17002473771572113,184.02857971191406,56.33915710449219,-31.319374084472656,61.539642333984375,700.95361328125,1.5186783075332642,176.6654510498047,53.65919494628906,29.46383285522461,64.83192443847656,697.882080078125,Fixation
1,1,1274158038711,0.2687760889530182,182.52749633789062,55.792808532714844,-31.43292999267578,61.3327751159668,701.0919189453125,1.3178315162658691,177.36904907226562,53.915306091308594,29.361499786376953,64.66001892089844,697.837646484375,Fixation
1,1,1274158055378,-0.29032713174819946,183.84251403808594,56.27143478393555,-31.52475929260254,61.14286422729492,701.1348266601562,1.7550638914108276,180.97532653808594,55.22789001464844,29.245929718017578,64.49824523925781,698.05029296875,Fixation
1,1,1274158072046,2.1370086669921875,184.62457275390625,56.556068420410156,-31.626249313354492,61.002685546875,701.0570068359375,0.051071956753730774,174.65707397460938,52.92818832397461,29.152942657470703,64.39485168457031,697.6812744140625,Fixation
1,1,1274158088712,0.7198045253753662,183.4239501953125,56.119102478027344,-31.696924209594727,60.93701934814453,701.1137084960938,2.284388780593872,178.34661865234375,54.27104187011719,29.072416305541992,64.35792541503906,697.8500366210938,Fixation
1,1,1274158105380,-0.4249945878982544,183.29347229003906,56.07155990600586,-31.780681610107422,60.963218688964844,701.1754150390625,4.300204753875732,176.46824645996094,53.587379455566406,28.9857177734375,64.40499114990234,697.7095336914062,Fixation
1,1,1274158122048,2.2895562648773193,184.09275817871094,56.36252975463867,-31.848526000976562,61.052024841308594,701.0924682617188,0.9911078214645386,179.63844299316406,54.741249084472656,28.935802459716797,64.44847106933594,697.5252685546875,Fixation
1,1,1274158138717,-1.327049732208252,182.517333984375,55.78911590576172,-31.877912521362305,61.17213821411133,700.8221435546875,-0.20145612955093384,178.2045135498047,54.21933364868164,28.897518157958984,64.6509017944336,697.62255859375,Fixation
1,1,1274158155384,0.29976052045822144,183.19744873046875,56.036624908447266,-31.9554386138916,61.37213897705078,701.2960205078125,1.7509979009628296,174.75563049316406,52.96411895751953,28.829971313476562,64.84051513671875,697.7901611328125,Fixation
1,1,1274158172050,0.9587830901145935,182.9384307861328,55.94236755371094,-32.01709747314453,61.45585632324219,701.0844116210938,4.4802141189575195,179.94058227539062,54.851253509521484,28.757862091064453,64.9285888671875,697.81005859375,Fixation
1,1,1274158188718,0.4434012472629547,184.0154571533203,56.33436965942383,-32.08203887939453,61.49018859863281,701.1073608398438,-0.3752966523170471,179.57406616210938,54.717811584472656,28.712509155273438,64.93606567382812,697.5714111328125,Fixation
1,1,1274158205386,-0.3255445957183838,183.25018310546875,56.055850982666016,-32.104644775390625,61.39971923828125,700.7847900390625,0.19251184165477753,178.94158935546875,54.487613677978516,28.669471740722656,64.88896179199219,697.4400634765625,Fixation
1,1,1274158222053,-0.3689068555831909,185.291015625,56.79863739013672,-32.14837646484375,61.297454833984375,700.9661865234375,1.6115280389785767,175.53594970703125,53.248069763183594,28.616310119628906,64.83224487304688,697.67431640625,Fixation
1,1,1274158238718,-0.039738018065690994,182.76773071289062,55.88023376464844,-32.188270568847656,61.15472412109375,701.1070556640625,3.427506446838379,177.80152893066406,54.072669982910156,28.576274871826172,64.68876647949219,697.8937377929688,Fixation
1,1,1274158255387,-1.6425931453704834,184.69215393066406,56.5806999206543,-32.18024826049805,60.97043991088867,700.755859375,0.5646868944168091,177.42259216308594,53.934783935546875,28.571514129638672,64.51495361328125,697.6783447265625,Fixation
