classified_movement,recording_timestamp,x,y,pupil_left,pupil_right,duration,group_index
fixation,1335850212.054,0.8642668217420578,0.7387985825538635,3.0015487670898438,2.896489715576172,326.0,54
fixation,1335850662.064,1.1863945126533508,0.7999342679977417,2.808013916015625,,17.0,55
fixation,1335851212.076,0.7654598131775856,0.7622663155198097,2.949554443359375,2.9115753173828125,34.0,56
fixation,1335851262.074,0.7639416977763176,0.7477147856520282,2.90492926703559,2.873409695095486,300.0,57
fixation,1335851595.414,0.7278520600951236,0.7413157195500706,2.9167022705078125,2.9016571044921875,383.0,58
fixation,1335851995.421,0.7361261780405867,0.7399585776287934,2.92401070430361,2.8821579505657327,483.0,59
fixation,1335852528.761,0.7805820852518082,0.745915450155735,2.9114723205566406,2.8661842346191406,75.0,60
fixation,1335853045.435,0.7671177797019482,0.7498908992856741,2.951162338256836,2.8948421478271484,125.0,61
fixation,1335853212.106,0.7843664453641789,0.7978174920017654,2.8560102308118664,2.7729488063502954,625.0,62
fixation,1335854112.113,0.35015951097011566,0.9352746307849884,,2.6520538330078125,34.0,63
fixation,1335854278.784,0.3714386224746704,0.9085213243961334,,2.723602294921875,17.0,64
fixation,1335855270.465,0.6770941130816936,0.7590976804494858,2.8564682006835938,2.8109588623046875,32.0,65
fixation,1335855320.467,0.6747346547033105,0.7513086721301079,2.873267037527902,2.8269544328962053,233.0,66
fixation,1335855587.137,0.7341354356871711,0.8432365308205286,2.8911573621961804,2.77359856499566,150.0,67
fixation,1335855753.806,0.7519331149480961,0.8697690787138762,2.926639133029514,2.8640125415943287,450.0,68
fixation,1335856220.479,0.7488041038696582,0.9188112077804712,2.9159780649038463,2.8754859337439904,216.0,69
fixation,1335856453.814,0.7529601983048699,0.9383208020166918,2.920866532759233,2.8873790394176138,183.0,70
fixation,1335856687.15,0.8243246972560883,0.7875965088605881,2.9346160888671875,2.8795166015625,17.0,71
fixation,1335856720.483,0.8255540698766708,0.7760362766683102,2.9378196716308596,2.860918426513672,333.0,72
fixation,1335857120.491,0.77113509674867,0.6187735522786776,3.0142720540364585,2.916508992513021,50.0,73
fixation,1335857203.827,0.678405625479562,0.5911598809595618,2.935004098074777,2.8932974679129466,233.0,74
fixation,1335857487.164,0.5759219376459008,0.6337877033012254,2.812714349655878,2.8714999244326638,350.0,75
fixation,1335858370.514,0.7493230207608297,0.5987297482788563,2.9225006103515625,2.897350604717548,208.0,76
fixation,1335858637.185,0.8167270982059939,0.6122557347447708,2.8706770272090516,2.800402411099138,484.0,77
fixation,1335859137.196,0.8270358364371693,0.6071280129253864,2.8965229707605697,2.8050088321461395,284.0,78
fixation,1335859470.534,0.9070120591383714,0.6087992687064868,2.883344210111178,2.796941903921274,216.0,79
fixation,1335859803.872,0.6517679952085018,0.5575817013159394,2.862961905343192,2.8307342529296875,233.0,80
fixation,1335860103.876,0.5736379530280828,0.6356030777096748,2.7812156677246094,2.8395652770996094,67.0,81
fixation,1335860270.547,0.6061194686388428,0.9571492421356115,2.8543271151455967,2.865420948375355,366.0,82
fixation,1335860687.222,0.5502293769802366,0.9516576996871403,2.9540274483816966,2.8678817749023438,234.0,83
fixation,1335860987.228,0.7269030312697092,0.9282376497983933,2.937994384765625,2.8308400472005206,250.0,84
fixation,1335861253.9,0.7442515579362711,0.9357286868616939,2.9096552530924478,2.8308210372924805,800.0,85
fixation,1335862087.246,0.7826538922695013,0.904842544060487,2.87716792179988,2.8637484036959133,216.0,86
fixation,1335862403.919,0.9694942025577321,0.8599178361542085,2.9548402674057903,2.867658727309283,284.0,87
fixation,1335862770.591,0.8825124961634477,0.6327011824275056,3.0015881856282554,2.8815091451009116,200.0,88
fixation,1335863020.596,0.7878936496045854,0.5619746961941322,2.9538201226128473,2.8690287272135415,150.0,89
fixation,1335863253.932,0.6451095011499193,0.5764367418984572,2.8926849365234375,2.8666008843315973,150.0,90
fixation,1335863470.601,0.6299294259112614,0.7070006796946893,2.8699088463416467,2.8523324819711537,433.0,91
fixation,1335863953.942,0.5644301436841488,0.6798370853066444,2.852813720703125,2.865595499674479,58.0,92
fixation,1335864470.614,0.729986061155796,0.715131263434887,2.9059478759765627,2.884783935546875,75.0,93
fixation,1335864570.616,0.7145146797100703,0.757476673523585,2.9274525960286457,2.8969268798828125,250.0,94
fixation,1335864870.622,0.7974261969327927,0.7592638626694679,2.9464752197265627,2.861329650878906,167.0,95
fixation,1335865053.957,0.8290430766840776,0.7565589336057504,2.915874481201172,2.8364359537760415,200.0,96
fixation,1335865320.628,0.7213589165497709,0.7495041762789091,2.8447887279369213,2.824477019133391,450.0,97
fixation,1335865803.968,0.7804222144186497,0.7459714487195015,2.8761072158813477,2.8173608779907227,267.0,98
fixation,1335866103.972,0.7561247015700621,0.7866051275940502,2.8878927791819855,2.839447021484375,284.0,99
fixation,1335866420.642,0.7490876706746908,0.8819644353710688,2.89242436335637,2.8493147629957933,433.0,100
fixation,1335866887.316,0.7557130937774976,0.7524557991574208,3.0060747782389323,2.9436266581217447,1008.0,101
fixation,1335868354.011,0.7577532451261174,0.7493478426879102,3.0141917835582386,2.972441239790483,908.6829998493195,102
