device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,system_time_now,left_eye_openness_value,right_eye_openness_value
5469211611,628377356618,"(0.4971432387828827, 0.7067630290985107)","(-1.5855225324630737, 94.14274597167969, 23.623403549194336)",1,3.584930419921875,1,"(-8.764699935913086, 55.090354919433594, 655.9595336914062)",1,"(0.5191014409065247, 0.7141456604003906)","(10.601312637329102, 91.97698974609375, 22.835098266601562)",1,3.445953369140625,1,"(51.98242950439453, 54.98848342895508, 656.03857421875)",1,1742470167766,11.395584106445312,10.702392578125
5469228277,628377373284,"(0.47283053398132324, 0.7350426316261292)","(-15.079073905944824, 85.84664916992188, 20.603849411010742)",1,3.5970611572265625,1,"(-8.951263427734375, 55.14493179321289, 656.513427734375)",1,"(0.4967210590839386, 0.7450203895568848)","(-1.819844365119934, 82.91958618164062, 19.53847885131836)",1,3.428802490234375,1,"(51.772361755371094, 54.99052047729492, 656.047607421875)",1,1742470167783,11.448333740234375,10.985183715820312
5469244944,628377389951,"(0.4803178310394287, 0.7255018949508667)","(-10.923609733581543, 88.64551544189453, 21.622547149658203)",1,3.6026611328125,1,"(-9.009681701660156, 55.19452667236328, 656.1417236328125)",1,"(0.4984675943851471, 0.7410151958465576)","(-0.8504936695098877, 84.09452819824219, 19.96611213684082)",1,3.4481201171875,1,"(51.77273178100586, 55.099918365478516, 656.1820068359375)",1,1742470167798,11.512832641601562,10.893234252929688
5469261611,628377406618,"(0.4748515188694, 0.7424759864807129)","(-13.957427024841309, 83.66600799560547, 19.810163497924805)",1,3.60565185546875,1,"(-9.02835464477539, 55.276214599609375, 656.058349609375)",1,"(0.498379647731781, 0.7411950826644897)","(-0.8993115425109863, 84.04175567626953, 19.94695472717285)",1,3.4469757080078125,1,"(51.77699279785156, 55.16877746582031, 656.3006591796875)",1,1742470167816,11.400131225585938,10.893310546875
5469278276,628377423283,"(0.47039517760276794, 0.7436206936836243)","(-16.430688858032227, 83.3301773071289, 19.687931060791016)",1,3.6074066162109375,1,"(-9.030374526977539, 55.2822265625, 656.0695190429688)",1,"(0.4974609315395355, 0.7432971000671387)","(-1.4091954231262207, 83.42508697509766, 19.722488403320312)",1,3.4397430419921875,1,"(51.79472351074219, 55.19392013549805, 656.4049072265625)",1,1742470167833,11.613754272460938,11.034896850585938
5469294943,628377439950,"(0.47188618779182434, 0.7485306859016418)","(-15.603192329406738, 81.88977813720703, 19.1637020111084)",1,3.61578369140625,1,"(-9.027116775512695, 55.282745361328125, 656.1531372070312)",1,"(0.49902254343032837, 0.7453646659851074)","(-0.5425170660018921, 82.81858825683594, 19.5017147064209)",1,3.4173736572265625,1,"(51.808021545410156, 55.186561584472656, 656.439208984375)",1,1742470167849,11.579818725585938,11.000152587890625
5469311609,628377456616,"(0.47420936822891235, 0.7369016408920288)","(-14.313836097717285, 85.30126190185547, 20.40534782409668)",1,3.5885162353515625,1,"(-9.026859283447266, 55.262351989746094, 656.379150390625)",1,"(0.49649375677108765, 0.7467761039733887)","(-1.9459879398345947, 82.40447998046875, 19.35105323791504)",1,3.4453887939453125,1,"(51.8235969543457, 55.166587829589844, 656.4989013671875)",1,1742470167866,11.5770263671875,10.825485229492188
5469328277,628377473283,"(0.4749106466770172, 0.7405467629432678)","(-13.92461109161377, 84.23194122314453, 20.016155242919922)",1,3.617340087890625,1,"(-9.027948379516602, 55.17190170288086, 656.2843627929688)",1,"(0.49988752603530884, 0.7489059567451477)","(-0.06247452273964882, 81.77970123291016, 19.123600006103516)",1,3.413909912109375,1,"(51.82273864746094, 55.11515808105469, 656.3544921875)",1,1742470167883,11.398056030273438,10.687698364257812
5469344944,628377489950,"(0.47649669647216797, 0.7474514245986938)","(-13.044360160827637, 82.20639038085938, 19.278884887695312)",1,3.6298980712890625,1,"(-9.027239799499512, 55.09388732910156, 655.9512939453125)",1,"(0.4968051314353943, 0.7580551505088806)","(-1.773173213005066, 79.0956802368164, 18.146718978881836)",1,3.457427978515625,1,"(51.82093048095703, 55.052974700927734, 656.2945556640625)",1,1742470167899,11.486831665039062,11.011871337890625
5469361611,628377506618,"(0.4716466963291168, 0.7465806603431702)","(-15.736088752746582, 82.46184539794922, 19.371854782104492)",1,3.5767974853515625,1,"(-9.040772438049316, 55.075496673583984, 656.0584716796875)",1,"(0.5020256638526917, 0.7425476908683777)","(1.1242244243621826, 83.64494323730469, 19.802490234375)",1,3.421600341796875,1,"(51.8154411315918, 55.004295349121094, 656.3896484375)",1,1742470167915,11.596969604492188,10.783782958984375
5469378278,628377523285,"(0.47466862201690674, 0.7402302622795105)","(-14.058917999267578, 84.32479095458984, 20.0499210357666)",1,3.5841064453125,1,"(-9.070426940917969, 55.00912094116211, 656.40185546875)",1,"(0.4965861141681671, 0.7540284395217896)","(-1.8947237730026245, 80.27696228027344, 18.576641082763672)",1,3.4334869384765625,1,"(51.818359375, 54.96448516845703, 656.54736328125)",1,1742470167932,11.261688232421875,10.852676391601562
5469394944,628377539951,"(0.4761383533477783, 0.7434046864509583)","(-13.243232727050781, 83.39353942871094, 19.71099853515625)",1,3.6241912841796875,1,"(-9.097626686096191, 54.934661865234375, 656.4723510742188)",1,"(0.4981116056442261, 0.7558348178863525)","(-1.048092246055603, 79.74703216552734, 18.383777618408203)",1,3.4232330322265625,1,"(51.790008544921875, 54.89354705810547, 656.3125)",1,1742470167950,11.352890014648438,10.743667602539062
5469411611,628377556619,"(0.4718038737773895, 0.7412174344062805)","(-15.648868560791016, 84.0351791381836, 19.944568634033203)",1,3.60491943359375,1,"(-9.129712104797363, 54.95568084716797, 656.853271484375)",1,"(0.494207501411438, 0.7524715662002563)","(-3.214867353439331, 80.73368072509766, 18.742900848388672)",1,3.43524169921875,1,"(51.7725944519043, 54.87113952636719, 656.2664794921875)",1,1742470167964,11.661727905273438,10.773284912109375
5469428277,628377573285,"(0.47217947244644165, 0.7421315908432007)","(-15.440421104431152, 83.76702117919922, 19.84691047668457)",1,3.595916748046875,1,"(-9.155630111694336, 54.959266662597656, 656.8880615234375)",1,"(0.49237993359565735, 0.7575653791427612)","(-4.229175090789795, 79.23938751220703, 18.1989803314209)",1,3.450927734375,1,"(51.7651252746582, 54.89312744140625, 656.3291015625)",1,1742470167983,11.267562866210938,10.739303588867188
5469444944,628377589952,"(0.4777815341949463, 0.716209352016449)","(-12.331286430358887, 91.37158966064453, 22.6147403717041)",1,3.5739288330078125,1,"(-9.150352478027344, 55.118438720703125, 656.6378173828125)",1,"(0.49747633934020996, 0.7097095251083374)","(-1.4006420373916626, 93.27835083007812, 23.308788299560547)",1,3.42181396484375,1,"(51.75555419921875, 55.06548309326172, 656.4017333984375)",1,1742470167996,11.617355346679688,10.698074340820312
5469461611,628377606619,"(0.5024717450141907, 0.5925000309944153)","(1.3717875480651855, 127.66297149658203, 35.82371520996094)",1,3.593048095703125,1,"(-8.932507514953613, 55.563026428222656, 656.7276611328125)",1,"(0.532793402671814, 0.5912752747535706)","(18.200307846069336, 128.0222930908203, 35.95448303222656)",1,3.4349365234375,1,"(51.775856018066406, 55.54405212402344, 656.5072021484375)",1,1742470168014,11.13690185546875,10.519317626953125
5469478279,628377623287,"(0.5139301419258118, 0.4842648506164551)","(7.731202602386475, 159.41485595703125, 47.380489349365234)",1,3.6227569580078125,1,"(-8.811882019042969, 55.90147399902344, 656.586669921875)",1,"(0.5426605939865112, 0.48708534240722656)","(23.676578521728516, 158.5874481201172, 47.079345703125)",1,3.4646759033203125,1,"(51.75347137451172, 55.938926696777344, 656.7115478515625)",1,1742470168030,11.183761596679688,10.763381958007812
5469494947,628377639955,"(0.5117499828338623, 0.4363468885421753)","(6.5212082862854, 173.4721221923828, 52.49689483642578)",1,3.6449737548828125,1,"(-8.794055938720703, 56.0693359375, 656.70751953125)",1,"(0.5454056859016418, 0.441768079996109)","(25.200151443481445, 171.88172912597656, 51.91808319091797)",1,3.4900054931640625,1,"(51.74018859863281, 56.160343170166016, 657.076904296875)",1,1742470168047,11.036376953125,10.772537231445312
5469511613,628377656621,"(0.5131217241287231, 0.44876694679260254)","(7.282519340515137, 169.82855224609375, 51.170738220214844)",1,3.655731201171875,1,"(-8.909728050231934, 55.9807243347168, 656.382080078125)",1,"(0.542134165763855, 0.47038355469703674)","(23.384431838989258, 163.48709106445312, 48.862667083740234)",1,3.4800567626953125,1,"(51.75015640258789, 56.111778259277344, 657.0880126953125)",1,1742470168065,11.396713256835938,10.72137451171875
5469528280,628377673288,"(0.5130017399787903, 0.448138564825058)","(7.215962886810303, 170.0128936767578, 51.237850189208984)",1,3.6599273681640625,1,"(-8.968814849853516, 55.93586730957031, 656.4386596679688)",1,"(0.541229248046875, 0.471684068441391)","(22.882234573364258, 163.1055908203125, 48.72377395629883)",1,3.4784698486328125,1,"(51.72522735595703, 56.0809211730957, 657.06787109375)",1,1742470168083,11.69183349609375,10.901046752929688
5469544946,628377689955,"(0.5149160027503967, 0.4386327564716339)","(8.278367042541504, 172.801513671875, 52.2528190612793)",1,3.6442108154296875,1,"(-9.032730102539062, 55.840667724609375, 656.486083984375)",1,"(0.5424067974090576, 0.47133612632751465)","(23.53577423095703, 163.20765686035156, 48.76094055175781)",1,3.4777374267578125,1,"(51.67386245727539, 55.986549377441406, 656.8468627929688)",1,1742470168099,11.45947265625,10.997451782226562
5469561612,628377706621,"(0.5149295330047607, 0.448439359664917)","(8.285897254943848, 169.92465209960938, 51.20574188232422)",1,3.6669921875,1,"(-9.102243423461914, 55.760826110839844, 656.3173828125)",1,"(0.5420197248458862, 0.47019702196121216)","(23.32090950012207, 163.54183959960938, 48.882545471191406)",1,3.4985504150390625,1,"(51.62940216064453, 55.903472900390625, 656.7928466796875)",1,1742470168117,12.115646362304688,11.212570190429688
5469578280,628377723289,"(0.515473484992981, 0.44253331422805786)","(8.587752342224121, 171.65724182128906, 51.83637619018555)",1,3.6505279541015625,1,"(-9.153194427490234, 55.66432571411133, 656.4345703125)",1,"(0.5386248230934143, 0.47191035747528076)","(21.43672752380371, 163.03919982910156, 48.699615478515625)",1,3.48834228515625,1,"(51.58458709716797, 55.82689666748047, 656.5468139648438)",1,1742470168132,11.675689697265625,11.366912841796875
5469594947,628377739955,"(0.5153823494911194, 0.4388817846775055)","(8.537176132202148, 172.7284698486328, 52.22622299194336)",1,3.6650390625,1,"(-9.209404945373535, 55.60604476928711, 656.7069091796875)",1,"(0.5412776470184326, 0.4697891175746918)","(22.909088134765625, 163.66148376464844, 48.9261360168457)",1,3.503265380859375,1,"(51.57143783569336, 55.77735137939453, 656.8145751953125)",1,1742470168150,12.070175170898438,11.133132934570312
5469611613,628377756621,"(0.5154768228530884, 0.44594621658325195)","(8.589617729187012, 170.65603637695312, 51.471927642822266)",1,3.66522216796875,1,"(-9.266462326049805, 55.553123474121094, 656.6687622070312)",1,"(0.5378114581108093, 0.4640159606933594)","(20.985307693481445, 165.3551025390625, 49.54256057739258)",1,3.4983978271484375,1,"(51.56708908081055, 55.75464630126953, 657.0322265625)",1,1742470168166,11.824264526367188,11.20892333984375
5469628281,628377773289,"(0.5151445269584656, 0.4442443251609802)","(8.405196189880371, 171.1553192138672, 51.65364456176758)",1,3.6400909423828125,1,"(-9.301034927368164, 55.54066848754883, 656.6676635742188)",1,"(0.5402177572250366, 0.45694446563720703)","(22.320798873901367, 167.42958068847656, 50.2976188659668)",1,3.46429443359375,1,"(51.55126190185547, 55.75799560546875, 657.107177734375)",1,1742470168181,11.684967041015625,11.16375732421875
5469644947,628377789955,"(0.5152246952056885, 0.442804217338562)","(8.44969367980957, 171.57777404785156, 51.80743408203125)",1,3.606964111328125,1,"(-9.33194351196289, 55.574581146240234, 656.7265625)",1,"(0.543167233467102, 0.46548131108283997)","(23.957792282104492, 164.92523193359375, 49.386085510253906)",1,3.4709014892578125,1,"(51.54534149169922, 55.80481719970703, 657.2412719726562)",1,1742470168199,11.587509155273438,11.072555541992188
5469661613,628377806621,"(0.5153045058250427, 0.43488800525665283)","(8.493988990783691, 173.90008544921875, 52.6526985168457)",1,3.626373291015625,1,"(-9.354016304016113, 55.60905075073242, 656.690673828125)",1,"(0.5389502644538879, 0.47464674711227417)","(21.61737823486328, 162.2364501953125, 48.40742492675781)",1,3.48046875,1,"(51.546875, 55.87604522705078, 657.398681640625)",1,1742470168216,11.796646118164062,11.118362426757812
5469678280,628377823288,"(0.5143773555755615, 0.4356147050857544)","(7.979419231414795, 173.6868896484375, 52.5750617980957)",1,3.621490478515625,1,"(-9.358800888061523, 55.64801788330078, 656.8212890625)",1,"(0.54210364818573, 0.47093525528907776)","(23.36748695373535, 163.32525634765625, 48.803741455078125)",1,3.4762420654296875,1,"(51.54607009887695, 55.910186767578125, 657.3993530273438)",1,1742470168233,11.701034545898438,11.101364135742188
5469694947,628377839956,"(0.5153948664665222, 0.4262150526046753)","(8.544130325317383, 176.44436645507812, 53.57874298095703)",1,3.5891876220703125,1,"(-9.348376274108887, 55.661415100097656, 656.822021484375)",1,"(0.5393089652061462, 0.4717186689376831)","(21.816438674926758, 163.09542846679688, 48.72010803222656)",1,3.4919281005859375,1,"(51.567474365234375, 55.92041778564453, 657.3824462890625)",1,1742470168249,11.734130859375,11.159332275390625
5469711614,628377856622,"(0.5159439444541931, 0.43465322256088257)","(8.848865509033203, 173.9689483642578, 52.677757263183594)",1,3.587554931640625,1,"(-9.318801879882812, 55.63890075683594, 656.7279663085938)",1,"(0.5439218878746033, 0.469933420419693)","(24.376583099365234, 163.619140625, 48.910762786865234)",1,3.4821929931640625,1,"(51.58807373046875, 55.901100158691406, 657.2225341796875)",1,1742470168265,11.703323364257812,11.1019287109375
5469728280,628377873288,"(0.5142479538917542, 0.4401032030582428)","(7.907586574554443, 172.37014770507812, 52.095821380615234)",1,3.6108856201171875,1,"(-9.25735092163086, 55.604957580566406, 656.7182006835938)",1,"(0.5428458452224731, 0.46738526225090027)","(23.779436111450195, 164.36668395996094, 49.18275833129883)",1,3.42047119140625,1,"(51.60478210449219, 55.8326530456543, 656.8336181640625)",1,1742470168280,11.7391357421875,11.394668579101562
5469744950,628377889958,"(0.5141168832778931, 0.4443376064300537)","(7.834868907928467, 171.12794494628906, 51.643707275390625)",1,3.6308746337890625,1,"(-9.187225341796875, 55.583038330078125, 656.8265380859375)",1,"(0.5424861311912537, 0.4652807116508484)","(23.579753875732422, 164.9840850830078, 49.407508850097656)",1,3.456939697265625,1,"(51.73200988769531, 55.81876754760742, 657.4168701171875)",1,1742470168299,11.870590209960938,11.251388549804688
5469761616,628377906624,"(0.5169984102249146, 0.4443657100200653)","(9.43410587310791, 171.11968994140625, 51.64073944091797)",1,3.614990234375,1,"(-9.096983909606934, 55.516353607177734, 656.7935791015625)",1,"(0.5454885959625244, 0.45776107907295227)","(25.246150970458984, 167.19003295898438, 50.21043014526367)",1,3.433746337890625,1,"(51.80644226074219, 55.711421966552734, 657.1639404296875)",1,1742470168316,11.888336181640625,11.093673706054688
5469778283,628377923290,"(0.5173407793045044, 0.43456634879112244)","(9.624114990234375, 173.99444580078125, 52.6870231628418)",1,3.5950927734375,1,"(-8.99851131439209, 55.48109436035156, 656.9400024414062)",1,"(0.53962641954422, 0.4746881127357483)","(21.99262809753418, 162.22430419921875, 48.4030647277832)",1,3.447113037109375,1,"(51.91337203979492, 55.65837860107422, 657.2427978515625)",1,1742470168332,12.053756713867188,11.276351928710938
5469794950,628377939957,"(0.5185171365737915, 0.4377153813838959)","(10.276985168457031, 173.07064819335938, 52.35078430175781)",1,3.598724365234375,1,"(-8.893365859985352, 55.461814880371094, 656.9312744140625)",1,"(0.5440288186073303, 0.4643603563308716)","(24.435955047607422, 165.25405883789062, 49.50579071044922)",1,3.435943603515625,1,"(52.01910400390625, 55.58667755126953, 657.4073486328125)",1,1742470168349,11.767333984375,11.25518798828125
5469811617,628377956624,"(0.5156918168067932, 0.43752774596214294)","(8.708955764770508, 173.12567138671875, 52.37081527709961)",1,3.605804443359375,1,"(-8.78601360321045, 55.492942810058594, 657.0535888671875)",1,"(0.5409215092658997, 0.4650082290172577)","(22.7114200592041, 165.06399536132812, 49.43663024902344)",1,3.4425811767578125,1,"(52.11835479736328, 55.52653503417969, 657.391357421875)",1,1742470168366,11.900833129882812,10.938735961914062
5469828284,628377973291,"(0.5174985527992249, 0.4518275856971741)","(9.711650848388672, 168.93067932128906, 50.84396743774414)",1,3.60009765625,1,"(-8.699034690856934, 55.593772888183594, 657.1034545898438)",1,"(0.5403433442115784, 0.4592849016189575)","(22.390518188476562, 166.7429962158203, 50.0477294921875)",1,3.4551239013671875,1,"(52.24369812011719, 55.566810607910156, 657.8777465820312)",1,1742470168382,11.770431518554688,11.16571044921875
5469844950,628377989956,"(0.5181457996368408, 0.44482386112213135)","(10.070898056030273, 170.98529052734375, 51.59177017211914)",1,3.6045684814453125,1,"(-8.632560729980469, 55.63884353637695, 657.0943603515625)",1,"(0.5415427088737488, 0.4606919586658478)","(23.056169509887695, 166.3302459716797, 49.89745330810547)",1,3.4489898681640625,1,"(52.27669143676758, 55.574073791503906, 657.58154296875)",1,1742470168399,11.866119384765625,11.225555419921875
5469861617,628378006623,"(0.5152943134307861, 0.4410983920097351)","(8.488316535949707, 172.0782012939453, 51.989585876464844)",1,3.599212646484375,1,"(-8.57998275756836, 55.707183837890625, 657.1790771484375)",1,"(0.5405653715133667, 0.47206518054008484)","(22.513734817504883, 162.99375915527344, 48.68313980102539)",1,3.4719390869140625,1,"(52.330352783203125, 55.63478088378906, 657.7186889648438)",1,1742470168415,11.747299194335938,11.177291870117188
5469878286,628378023292,"(0.5172998309135437, 0.4416891038417816)","(9.601390838623047, 171.9049072265625, 51.92649459838867)",1,3.57293701171875,1,"(-8.56419563293457, 55.764404296875, 657.28564453125)",1,"(0.5395473837852478, 0.47125133872032166)","(21.948762893676758, 163.23252868652344, 48.76999282836914)",1,3.448822021484375,1,"(52.375831604003906, 55.70652770996094, 658.0256958007812)",1,1742470168432,12.078018188476562,11.21405029296875
5469894952,628378039957,"(0.5177358388900757, 0.4463246762752533)","(9.843353271484375, 170.54502868652344, 51.43149185180664)",1,3.604736328125,1,"(-8.560691833496094, 55.77442932128906, 657.3099365234375)",1,"(0.5410025715827942, 0.4735409617424011)","(22.756383895874023, 162.5608673095703, 48.525508880615234)",1,3.4490814208984375,1,"(52.385841369628906, 55.73388671875, 658.2177734375)",1,1742470168449,11.851577758789062,11.322433471679688
5469911619,628378056624,"(0.515518307685852, 0.43947651982307434)","(8.612627983093262, 172.5540008544922, 52.16276168823242)",1,3.578826904296875,1,"(-8.57345962524414, 55.753902435302734, 657.46533203125)",1,"(0.5390276908874512, 0.47480320930480957)","(21.660364151000977, 162.1905517578125, 48.39077377319336)",1,3.4585418701171875,1,"(52.35225296020508, 55.72117614746094, 658.27197265625)",1,1742470168465,11.928421020507812,11.240997314453125
5469928285,628378073289,"(0.517899751663208, 0.43758514523506165)","(9.93431568145752, 173.10885620117188, 52.364688873291016)",1,3.5842742919921875,1,"(-8.618682861328125, 55.70503234863281, 657.667724609375)",1,"(0.5411665439605713, 0.4655040204524994)","(22.847394943237305, 164.91856384277344, 49.38365173339844)",1,3.4266204833984375,1,"(52.3030891418457, 55.69294357299805, 658.38916015625)",1,1742470168482,12.126358032226562,11.11273193359375
5469944953,628378089957,"(0.5179247856140137, 0.4492023289203644)","(9.948212623596191, 169.70082092285156, 51.12427520751953)",1,3.5781707763671875,1,"(-8.685708045959473, 55.66062927246094, 657.7127685546875)",1,"(0.5383025407791138, 0.4602885842323303)","(21.257902145385742, 166.44857788085938, 49.940528869628906)",1,3.42626953125,1,"(52.266265869140625, 55.6623420715332, 658.576904296875)",1,1742470168499,11.996597290039062,11.23126220703125
5469961620,628378106624,"(0.5165902972221375, 0.4456925392150879)","(9.20759391784668, 170.73046875, 51.49903106689453)",1,3.60107421875,1,"(-8.74648380279541, 55.511627197265625, 657.7479248046875)",1,"(0.5402724146842957, 0.464909166097641)","(22.351131439208984, 165.09307861328125, 49.447147369384766)",1,3.4385986328125,1,"(52.19252395629883, 55.61973571777344, 658.7347412109375)",1,1742470168516,11.806716918945312,11.320358276367188
5469978286,628378123289,"(0.5178440809249878, 0.44541215896606445)","(9.903429985046387, 170.81271362304688, 51.52897644042969)",1,3.596527099609375,1,"(-8.8300142288208, 55.45008850097656, 657.9837646484375)",1,"(0.5410309433937073, 0.478841096162796)","(22.77216911315918, 161.00599670410156, 47.959598541259766)",1,3.4548492431640625,1,"(52.088340759277344, 55.53052520751953, 658.58154296875)",1,1742470168532,11.59857177734375,11.24371337890625
5469994952,628378139955,"(0.5149093270301819, 0.4342717230319977)","(8.274662017822266, 174.08087158203125, 52.71847915649414)",1,3.5749359130859375,1,"(-8.891380310058594, 55.336971282958984, 658.1629028320312)",1,"(0.5398101210594177, 0.4588606357574463)","(22.094573974609375, 166.8674774169922, 50.09297180175781)",1,3.433349609375,1,"(52.05388641357422, 55.489044189453125, 658.9026489257812)",1,1742470168550,11.760696411132812,11.14886474609375
5470011617,628378156620,"(0.5164294838905334, 0.43621501326560974)","(9.118335723876953, 173.5107879638672, 52.5109748840332)",1,3.5408172607421875,1,"(-8.936355590820312, 55.276329040527344, 657.94580078125)",1,"(0.5383678078651428, 0.46143949031829834)","(21.294103622436523, 166.11094665527344, 49.81766128540039)",1,3.4295196533203125,1,"(52.01190948486328, 55.483760833740234, 659.2493896484375)",1,1742470168567,11.84332275390625,11.027999877929688
5470028284,628378173287,"(0.5051820278167725, 0.4239490032196045)","(2.8759992122650146, 177.10916137695312, 53.820655822753906)",1,3.5581207275390625,1,"(-9.054669380187988, 55.344051361083984, 658.5286865234375)",1,"(0.5301975011825562, 0.44345223903656006)","(16.759614944458008, 171.38766479492188, 51.73825454711914)",1,3.4275970458984375,1,"(51.849998474121094, 55.52156066894531, 659.2274169921875)",1,1742470168581,11.823822021484375,11.241989135742188
5470044951,628378189953,"(0.44468194246292114, 0.3862828314304352)","(-30.701555252075195, 188.15892028808594, 57.84246826171875)",1,3.5700225830078125,1,"(-9.331460952758789, 55.532318115234375, 658.9132690429688)",1,"(0.48515060544013977, 0.39509350061416626)","(-8.241439819335938, 185.57420349121094, 56.901729583740234)",1,3.4449005126953125,1,"(51.43177032470703, 55.67655944824219, 659.0511474609375)",1,1742470168598,11.932540893554688,10.891265869140625
5470061619,628378206621,"(0.4259188771247864, 0.36659979820251465)","(-41.11503601074219, 193.93312072753906, 59.9441032409668)",1,3.51837158203125,1,"(-9.510924339294434, 55.56756591796875, 658.9686279296875)",1,"(0.46099740266799927, 0.3825516998767853)","(-21.646453857421875, 189.2534637451172, 58.2408561706543)",1,3.4264373779296875,1,"(51.21318435668945, 55.779541015625, 659.2205810546875)",1,1742470168615,11.75213623046875,10.786849975585938
5470078284,628378223286,"(0.43153321743011475, 0.3713656961917877)","(-37.99909973144531, 192.5350341796875, 59.43525314331055)",1,3.550445556640625,1,"(-9.53684139251709, 55.53227233886719, 658.9911499023438)",1,"(0.4633294641971588, 0.38536521792411804)","(-20.352176666259766, 188.42808532714844, 57.94046401977539)",1,3.41595458984375,1,"(51.20079040527344, 55.81136703491211, 659.28271484375)",1,1742470168631,12.080673217773438,10.91766357421875
5470094950,628378239952,"(0.42940565943717957, 0.3618914783000946)","(-39.17987823486328, 195.31436157226562, 60.44683074951172)",1,3.5264892578125,1,"(-9.536778450012207, 55.49726867675781, 659.183837890625)",1,"(0.46087124943733215, 0.38458654284477234)","(-21.716461181640625, 188.65652465820312, 58.023597717285156)",1,3.4488067626953125,1,"(51.21211242675781, 55.83251953125, 659.3802490234375)",1,1742470168648,11.628631591796875,10.760345458984375
5470111617,628378256619,"(0.4305821359157562, 0.3562272787094116)","(-38.52692794799805, 196.9759979248047, 61.05168151855469)",1,3.5240478515625,1,"(-9.49618911743164, 55.46913146972656, 659.2822265625)",1,"(0.459267258644104, 0.3871746063232422)","(-22.606706619262695, 187.8972930908203, 57.74726104736328)",1,3.4566650390625,1,"(51.26448059082031, 55.83917236328125, 659.3834228515625)",1,1742470168666,11.856277465820312,10.734115600585938
5470128286,628378273287,"(0.4327085018157959, 0.3654874563217163)","(-37.3468132019043, 194.25942993164062, 60.06290054321289)",1,3.558349609375,1,"(-9.419949531555176, 55.50235366821289, 659.4769897460938)",1,"(0.45528021454811096, 0.3870740532875061)","(-24.819477081298828, 187.92678833007812, 57.75794982910156)",1,3.4377593994140625,1,"(51.38339614868164, 55.876983642578125, 659.7657470703125)",1,1742470168682,11.871170043945312,11.073455810546875
5470144953,628378289954,"(0.4290810823440552, 0.3574935793876648)","(-39.36000442504883, 196.6045379638672, 60.916412353515625)",1,3.53192138671875,1,"(-9.293343544006348, 55.5136833190918, 659.6129150390625)",1,"(0.4561057686805725, 0.38626721501350403)","(-24.361316680908203, 188.16348266601562, 57.84413146972656)",1,3.4355010986328125,1,"(51.48419952392578, 55.84108352661133, 659.5665283203125)",1,1742470168699,11.824081420898438,10.90966796875
5470161619,628378306620,"(0.4276748299598694, 0.36434870958328247)","(-40.14048385620117, 194.593505859375, 60.18447494506836)",1,3.5345458984375,1,"(-9.124358177185059, 55.527435302734375, 659.738037109375)",1,"(0.45809033513069153, 0.39415857195854187)","(-23.2598819732666, 185.84849548339844, 57.00151443481445)",1,3.4282073974609375,1,"(51.66231155395508, 55.809513092041016, 659.6951904296875)",1,1742470168715,12.009521484375,10.988433837890625
5470178286,628378323287,"(0.4274614751338959, 0.3589000701904297)","(-40.25888442993164, 196.19192504882812, 60.766212463378906)",1,3.51031494140625,1,"(-8.91518783569336, 55.512237548828125, 659.9005126953125)",1,"(0.4567442834377289, 0.3791182339191437)","(-24.006959915161133, 190.26071166992188, 58.60746765136719)",1,3.4141845703125,1,"(51.889671325683594, 55.74736404418945, 659.988525390625)",1,1742470168731,12.009109497070312,11.123245239257812
5470194952,628378339952,"(0.4292697310447693, 0.3637124300003052)","(-39.255313873291016, 194.7801513671875, 60.25243377685547)",1,3.520782470703125,1,"(-8.674825668334961, 55.4898681640625, 659.8599853515625)",1,"(0.45653337240219116, 0.3896873891353607)","(-24.123998641967773, 187.16015625, 57.478939056396484)",1,3.432830810546875,1,"(52.11396026611328, 55.65616226196289, 659.8794555664062)",1,1742470168750,11.883041381835938,11.306427001953125
5470211619,628378356619,"(0.4783702492713928, 0.3968655467033386)","(-12.004526138305664, 185.05435180664062, 56.71250915527344)",1,3.5146942138671875,1,"(-8.197075843811035, 55.45355224609375, 659.86279296875)",1,"(0.5147542953491211, 0.42217954993247986)","(8.188603401184082, 177.6282196044922, 54.009647369384766)",1,3.4280242919921875,1,"(52.66681671142578, 55.55198669433594, 660.39599609375)",1,1742470168765,11.907867431640625,11.061080932617188
5470228287,628378373287,"(0.47935131192207336, 0.38644206523895264)","(-11.460049629211426, 188.11219787597656, 57.825462341308594)",1,3.5258636474609375,1,"(-7.8016862869262695, 55.431236267089844, 659.9086303710938)",1,"(0.5117953419685364, 0.3897470235824585)","(6.546375751495361, 187.1426544189453, 57.472557067871094)",1,3.377105712890625,1,"(53.09131622314453, 55.50834655761719, 660.705322265625)",1,1742470168782,11.8653564453125,10.834640502929688
