device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,system_time_now,left_eye_openness_value,right_eye_openness_value
2135176980,497042646459,"(0.5227003693580627, 0.43782761693000793)","(12.598689079284668, 173.0377197265625, 52.338783264160156)",1,2.7492523193359375,1,"(-39.1081428527832, 60.13294982910156, 672.7041625976562)",1,"(0.5256153345108032, 0.45197179913520813)","(14.216482162475586, 168.8883819580078, 50.82856369018555)",1,2.7041015625,1,"(21.759199142456055, 63.01750183105469, 673.6564331054688)",1,1742986641186,11.665908813476562,11.58197021484375
2135193646,497042663121,"(0.5263187289237976, 0.4321315586566925)","(14.606895446777344, 174.70870971679688, 52.946998596191406)",1,2.7255706787109375,1,"(-39.12622833251953, 60.0769157409668, 672.6807250976562)",1,"(0.5227628946304321, 0.4527137875556946)","(12.633359909057617, 168.67071533203125, 50.74932861328125)",1,2.7185821533203125,1,"(21.75130844116211, 62.973365783691406, 673.7579345703125)",1,1742986641203,11.653289794921875,11.799148559570312
2135210312,497042679785,"(0.5289769768714905, 0.4204048812389374)","(16.08220863342285, 178.1488494873047, 54.19908905029297)",1,2.7635498046875,1,"(-39.15753173828125, 59.985023498535156, 672.7774658203125)",1,"(0.527083694934845, 0.44049909710884094)","(15.031423568725586, 172.2540283203125, 52.053550720214844)",1,2.7095947265625,1,"(21.742645263671875, 62.919532775878906, 674.059326171875)",1,1742986641220,11.917648315429688,11.618072509765625
2135226980,497042696449,"(0.5232486724853516, 0.42603030800819397)","(12.902987480163574, 176.49859619140625, 53.59846115112305)",1,2.739105224609375,1,"(-39.17891311645508, 59.92281723022461, 672.64453125)",1,"(0.5273572206497192, 0.44233405590057373)","(15.183246612548828, 171.71571350097656, 51.857627868652344)",1,2.7132415771484375,1,"(21.722158432006836, 62.8682975769043, 674.0364379882812)",1,1742986641237,11.93115234375,11.5662841796875
2135243646,497042713113,"(0.5262070298194885, 0.4389412999153137)","(14.544859886169434, 172.7110137939453, 52.21988296508789)",1,2.76654052734375,1,"(-39.202674865722656, 59.89663314819336, 672.6423950195312)",1,"(0.52984619140625, 0.4447478950023651)","(16.564573287963867, 171.007568359375, 51.59990310668945)",1,2.723785400390625,1,"(21.69454574584961, 62.84522247314453, 674.0379638671875)",1,1742986641252,12.108428955078125,11.235580444335938
2135260313,497042729776,"(0.5264113545417786, 0.4306761622428894)","(14.658263206481934, 175.1356964111328, 53.10237503051758)",1,2.7672271728515625,1,"(-39.229835510253906, 59.86370849609375, 672.6293334960938)",1,"(0.5272769927978516, 0.450241357088089)","(15.138707160949707, 169.39601135253906, 51.01333236694336)",1,2.7285003662109375,1,"(21.666454315185547, 62.82868576049805, 673.9898071289062)",1,1742986641269,11.682754516601562,11.493621826171875
2135276979,497042746439,"(0.5264557600021362, 0.43498238921165466)","(14.682937622070312, 173.8723907470703, 52.64260482788086)",1,2.7506256103515625,1,"(-39.25593185424805, 59.84242248535156, 672.614501953125)",1,"(0.5270915627479553, 0.45271602272987366)","(15.035761833190918, 168.67005920410156, 50.74909973144531)",1,2.7508087158203125,1,"(21.648529052734375, 62.82673263549805, 674.041259765625)",1,1742986641286,11.72540283203125,11.209762573242188
2135293646,497042763103,"(0.5252525210380554, 0.4340420067310333)","(14.015146255493164, 174.14825439453125, 52.74300003051758)",1,2.759735107421875,1,"(-39.28197479248047, 59.836273193359375, 672.5863037109375)",1,"(0.5289933681488037, 0.4408514201641083)","(16.091272354125977, 172.15065002441406, 52.01596450805664)",1,2.7428741455078125,1,"(21.618797302246094, 62.810611724853516, 673.8927001953125)",1,1742986641303,12.037994384765625,11.881576538085938
2135310313,497042779767,"(0.5258576273918152, 0.43994995951652527)","(14.350948333740234, 172.4151153564453, 52.112186431884766)",1,2.751312255859375,1,"(-39.30403518676758, 59.837284088134766, 672.57080078125)",1,"(0.5308319330215454, 0.4414592683315277)","(17.111675262451172, 171.9723358154297, 51.9510383605957)",1,2.7173614501953125,1,"(21.58795738220215, 62.79542922973633, 673.7181396484375)",1,1742986641317,11.537628173828125,11.620681762695312
2135326980,497042796430,"(0.5250440239906311, 0.43662139773368835)","(13.899402618408203, 173.39157104492188, 52.46759796142578)",1,2.7670135498046875,1,"(-39.32469177246094, 59.829742431640625, 672.5809326171875)",1,"(0.5289705395698547, 0.4517563581466675)","(16.078628540039062, 168.9515838623047, 50.8515625)",1,2.7209625244140625,1,"(21.56218147277832, 62.792510986328125, 673.669677734375)",1,1742986641337,12.114288330078125,11.766220092773438
2135343646,497042813093,"(0.5276118516921997, 0.43207040429115295)","(15.32454776763916, 174.72665405273438, 52.95354080200195)",1,2.7725677490234375,1,"(-39.3507194519043, 59.81975173950195, 672.6410522460938)",1,"(0.5267226099967957, 0.4530603289604187)","(14.831064224243164, 168.5690460205078, 50.71229553222656)",1,2.712158203125,1,"(21.53931427001953, 62.78645324707031, 673.62109375)",1,1742986641351,11.865921020507812,11.64215087890625
2135360313,497042829757,"(0.5223780274391174, 0.4296969175338745)","(12.419805526733398, 175.42294311523438, 53.206947326660156)",1,2.765472412109375,1,"(-39.375877380371094, 59.79185104370117, 672.7387084960938)",1,"(0.5256372690200806, 0.4473627507686615)","(14.228654861450195, 170.24049377441406, 51.32068634033203)",1,2.70623779296875,1,"(21.521581649780273, 62.77306365966797, 673.5975341796875)",1,1742986641369,12.126876831054688,11.618072509765625
2135376981,497042846422,"(0.5254198312759399, 0.4209890067577362)","(14.107992172241211, 177.97750854492188, 54.136714935302734)",1,2.7360992431640625,1,"(-39.4007568359375, 59.74977111816406, 672.73388671875)",1,"(0.5268794298171997, 0.4498305916786194)","(14.918062210083008, 169.5165252685547, 51.05717849731445)",1,2.7328033447265625,1,"(21.50432586669922, 62.76750946044922, 673.698486328125)",1,1742986641385,11.518341064453125,11.63116455078125
2135393647,497042863084,"(0.5244562029838562, 0.42433470487594604)","(13.573156356811523, 176.99600219726562, 53.77949523925781)",1,2.751617431640625,1,"(-39.421287536621094, 59.71219253540039, 672.6534423828125)",1,"(0.5277082324028015, 0.45098236203193665)","(15.378015518188477, 169.17864990234375, 50.9342041015625)",1,2.70220947265625,1,"(21.485565185546875, 62.75052261352539, 673.8125)",1,1742986641402,12.013458251953125,11.632293701171875
2135410313,497042879747,"(0.5226089358329773, 0.4377710521221161)","(12.547931671142578, 173.0543212890625, 52.34483337402344)",1,2.7765655517578125,1,"(-39.44084548950195, 59.68805694580078, 672.63671875)",1,"(0.5260679125785828, 0.4494425058364868)","(14.46768569946289, 169.63035583496094, 51.09865951538086)",1,2.7305450439453125,1,"(21.449556350708008, 62.69710922241211, 673.8023681640625)",1,1742986641419,12.143630981445312,11.21905517578125
2135426981,497042896411,"(0.5256887674331665, 0.43903401494026184)","(14.2572603225708, 172.68380737304688, 52.2099609375)",1,2.779571533203125,1,"(-39.467437744140625, 59.645896911621094, 672.5731811523438)",1,"(0.5274758338928223, 0.437673419713974)","(15.249054908752441, 173.0829620361328, 52.35525131225586)",1,2.718902587890625,1,"(21.41429328918457, 62.626678466796875, 673.6046142578125)",1,1742986641436,11.66302490234375,12.014114379882812
2135443647,497042913073,"(0.5270506143569946, 0.43261751532554626)","(15.013069152832031, 174.566162109375, 52.895103454589844)",1,2.77935791015625,1,"(-39.503543853759766, 59.593177795410156, 672.6593627929688)",1,"(0.5300458669662476, 0.44412297010421753)","(16.6754207611084, 171.19090270996094, 51.6666145324707)",1,2.731719970703125,1,"(21.386720657348633, 62.59166717529297, 673.5812377929688)",1,1742986641452,11.889999389648438,11.648391723632812
2135460314,497042929738,"(0.5137836933135986, 0.4344472289085388)","(7.649949550628662, 174.0293731689453, 52.69974136352539)",1,2.7854156494140625,1,"(-39.577613830566406, 59.56851577758789, 672.7509155273438)",1,"(0.5180746912956238, 0.43306347727775574)","(10.03140926361084, 174.43531799316406, 52.84748840332031)",1,2.702484130859375,1,"(21.302143096923828, 62.631134033203125, 673.9506225585938)",1,1742986641469,11.4552001953125,11.361114501953125
2135476980,497042946403,"(0.5060368776321411, 0.4187904894351959)","(3.3504374027252197, 178.62242126464844, 54.371498107910156)",1,2.7626495361328125,1,"(-39.668548583984375, 59.54545593261719, 672.7381591796875)",1,"(0.5090171694755554, 0.42991870641708374)","(5.004487037658691, 175.35787963867188, 53.183265686035156)",1,2.7154693603515625,1,"(21.202213287353516, 62.609710693359375, 673.8306884765625)",1,1742986641483,11.812957763671875,11.36480712890625
2135493649,497042963072,"(0.5023318529129028, 0.4094286859035492)","(1.2941501140594482, 181.36883544921875, 55.371089935302734)",1,2.7320404052734375,1,"(-39.69719696044922, 59.52631378173828, 672.8206787109375)",1,"(0.5064693689346313, 0.4282841086387634)","(3.590501308441162, 175.83738708496094, 53.35782241821289)",1,2.724090576171875,1,"(21.17205047607422, 62.59038543701172, 673.72021484375)",1,1742986641503,11.389389038085938,11.593841552734375
2135510316,497042979738,"(0.5050327777862549, 0.42184963822364807)","(2.793168306350708, 177.7250213623047, 54.04484939575195)",1,2.77813720703125,1,"(-39.71446990966797, 59.513763427734375, 672.7806396484375)",1,"(0.5060442090034485, 0.43857046961784363)","(3.3545055389404297, 172.81979370117188, 52.259498596191406)",1,2.7173309326171875,1,"(21.14856719970703, 62.577232360839844, 673.6339111328125)",1,1742986641520,11.887100219726562,11.661300659179688
2135526982,497042996404,"(0.5034432411193848, 0.42634087800979614)","(1.9109653234481812, 176.407470703125, 53.565303802490234)",1,2.7967681884765625,1,"(-39.72920227050781, 59.49250793457031, 672.7020263671875)",1,"(0.5080708265304565, 0.4399001896381378)","(4.479275226593018, 172.42971801757812, 52.117530822753906)",1,2.7239837646484375,1,"(21.126487731933594, 62.561614990234375, 673.547119140625)",1,1742986641535,11.177841186523438,11.212814331054688
2135543649,497043013070,"(0.5041162967681885, 0.4236672520637512)","(2.2845075130462646, 177.19178771972656, 53.85078430175781)",1,2.7631072998046875,1,"(-39.752296447753906, 59.4832878112793, 672.6851196289062)",1,"(0.510636031627655, 0.43881773948669434)","(5.90299129486084, 172.7472381591797, 52.233116149902344)",1,2.746826171875,1,"(21.10792350769043, 62.556373596191406, 673.5361328125)",1,1742986641553,12.128814697265625,11.622360229492188
2135560316,497043029737,"(0.5049475431442261, 0.4249476492404938)","(2.7458655834198, 176.81619262695312, 53.714012145996094)",1,2.7817535400390625,1,"(-39.77128219604492, 59.48988342285156, 672.783935546875)",1,"(0.5075756907463074, 0.44051700830459595)","(4.204464435577393, 172.24876403808594, 52.05166244506836)",1,2.7460174560546875,1,"(21.090190887451172, 62.562217712402344, 673.5496826171875)",1,1742986641569,11.318923950195312,11.46282958984375
2135576982,497043046403,"(0.5059875845909119, 0.4203014373779297)","(3.323099136352539, 178.17919921875, 54.21016311645508)",1,2.7656402587890625,1,"(-39.78314971923828, 59.484527587890625, 672.757080078125)",1,"(0.5061572790145874, 0.43711429834365845)","(3.417262554168701, 173.24696350097656, 52.41498565673828)",1,2.7357940673828125,1,"(21.076934814453125, 62.55271530151367, 673.5003662109375)",1,1742986641585,12.05548095703125,11.376388549804688
2135593649,497043063069,"(0.501391589641571, 0.4270774722099304)","(0.7723070979118347, 176.19139099121094, 53.48666763305664)",1,2.7518310546875,1,"(-39.792694091796875, 59.476402282714844, 672.7681274414062)",1,"(0.5046457052230835, 0.44588011503219604)","(2.578334331512451, 170.67543029785156, 51.479034423828125)",1,2.74365234375,1,"(21.07090950012207, 62.533111572265625, 673.48876953125)",1,1742986641604,11.351791381835938,11.213790893554688
2135610316,497043079736,"(0.5041224956512451, 0.4256775379180908)","(2.2879695892333984, 176.60206604003906, 53.6361198425293)",1,2.7240142822265625,1,"(-39.79130554199219, 59.45008850097656, 672.69482421875)",1,"(0.5057240128517151, 0.44848620891571045)","(3.176804304122925, 169.91090393066406, 51.20074462890625)",1,2.7330169677734375,1,"(21.07540512084961, 62.50321578979492, 673.6007080078125)",1,1742986641620,11.7294921875,11.78704833984375
2135626982,497043096401,"(0.5052847862243652, 0.42790815234184265)","(2.9330248832702637, 175.94769287109375, 53.397945404052734)",1,2.73138427734375,1,"(-39.792266845703125, 59.400691986083984, 672.6854858398438)",1,"(0.5045715570449829, 0.43481549620628357)","(2.5372023582458496, 173.9213409423828, 52.660430908203125)",1,2.727203369140625,1,"(21.086162567138672, 62.46770477294922, 673.8260498046875)",1,1742986641637,11.813278198242188,11.505935668945312
2135643649,497043113068,"(0.5039888620376587, 0.42596182227134705)","(2.2138097286224365, 176.51866149902344, 53.605777740478516)",1,2.7565460205078125,1,"(-39.7813606262207, 59.34929656982422, 672.662109375)",1,"(0.5069348216056824, 0.42937853932380676)","(3.848813533782959, 175.51632690429688, 53.24095153808594)",1,2.7243499755859375,1,"(21.097387313842773, 62.41282272338867, 673.7750244140625)",1,1742986641652,11.849838256835938,11.443466186523438
2135660315,497043129733,"(0.5032779574394226, 0.42069360613822937)","(1.8192462921142578, 178.0641632080078, 54.168270111083984)",1,2.7416229248046875,1,"(-39.768096923828125, 59.32878112792969, 672.6631469726562)",1,"(0.5084219574928284, 0.42636168003082275)","(4.674166679382324, 176.4013671875, 53.56304931640625)",1,2.6775970458984375,1,"(21.108808517456055, 62.36799240112305, 673.4986572265625)",1,1742986641669,11.823562622070312,11.712188720703125
2135676982,497043146400,"(0.5018333792686462, 0.4093148112297058)","(1.0174965858459473, 181.40225219726562, 55.38323211669922)",1,2.73223876953125,1,"(-39.74897003173828, 59.332115173339844, 672.6783447265625)",1,"(0.5046292543411255, 0.43344739079475403)","(2.5692224502563477, 174.32269287109375, 52.806514739990234)",1,2.734771728515625,1,"(21.128856658935547, 62.354286193847656, 673.3841552734375)",1,1742986641686,11.875900268554688,11.58099365234375
2135693649,497043163066,"(0.5050259828567505, 0.4140438735485077)","(2.7893943786621094, 180.01492309570312, 54.878265380859375)",1,2.692352294921875,1,"(-39.72201156616211, 59.33738708496094, 672.656982421875)",1,"(0.507026731967926, 0.4198271632194519)","(3.8998332023620605, 178.31834411621094, 54.26075744628906)",1,2.6785125732421875,1,"(21.15958023071289, 62.35673141479492, 673.3826293945312)",1,1742986641703,11.717453002929688,11.286849975585938
2135710316,497043179733,"(0.5003800392150879, 0.4227418899536133)","(0.21088607609272003, 177.46327209472656, 53.9495849609375)",1,2.74951171875,1,"(-39.685333251953125, 59.33096694946289, 672.5611572265625)",1,"(0.5079177021980286, 0.4257495105266571)","(4.394291400909424, 176.58096313476562, 53.62840270996094)",1,2.68988037109375,1,"(21.189903259277344, 62.37199020385742, 673.543701171875)",1,1742986641720,11.976531982421875,11.554351806640625
2135726982,497043196398,"(0.5044910907745361, 0.424125075340271)","(2.492541790008545, 177.0574951171875, 53.801876068115234)",1,2.73358154296875,1,"(-39.660888671875, 59.3247184753418, 672.5762329101562)",1,"(0.5046951770782471, 0.4341117739677429)","(2.6058216094970703, 174.12777709960938, 52.73557662963867)",1,2.72503662109375,1,"(21.23076057434082, 62.38636779785156, 673.79248046875)",1,1742986641736,11.256973266601562,11.632156372070312
2135743648,497043213064,"(0.5165051221847534, 0.4014120399951935)","(9.160322189331055, 183.72059631347656, 56.22703552246094)",1,2.6942291259765625,1,"(-39.56077194213867, 59.31212615966797, 672.60107421875)",1,"(0.5200681090354919, 0.44551488757133484)","(11.137781143188477, 170.78257751464844, 51.51799392700195)",1,2.6968994140625,1,"(21.314403533935547, 62.339141845703125, 673.5105590820312)",1,1742986641753,11.756011962890625,11.328643798828125
2135760313,497043229729,"(0.5230444669723511, 0.4168092906475067)","(12.789647102355957, 179.2036590576172, 54.58301544189453)",1,2.7209625244140625,1,"(-39.455352783203125, 59.275657653808594, 672.537109375)",1,"(0.5243632197380066, 0.4382474720478058)","(13.521562576293945, 172.91455078125, 52.29397201538086)",1,2.68585205078125,1,"(21.423351287841797, 62.356014251708984, 673.9179077148438)",1,1742986641770,11.544952392578125,11.399444580078125
2135776979,497043246394,"(0.5234443545341492, 0.4149841070175171)","(13.011589050292969, 179.73910522460938, 54.77794647216797)",1,2.726654052734375,1,"(-39.441261291503906, 59.25907897949219, 672.5625610351562)",1,"(0.5266895890235901, 0.4457501769065857)","(14.812691688537598, 170.71353149414062, 51.492897033691406)",1,2.6993408203125,1,"(21.434791564941406, 62.301177978515625, 673.77880859375)",1,1742986641786,11.560455322265625,11.593292236328125
2135793646,497043263061,"(0.5248283743858337, 0.4206341803073883)","(13.779735565185547, 178.0815887451172, 54.17462921142578)",1,2.7315826416015625,1,"(-39.42756652832031, 59.26370620727539, 672.6396484375)",1,"(0.5240651369094849, 0.4388432502746582)","(13.356130599975586, 172.73977661132812, 52.230342864990234)",1,2.719940185546875,1,"(21.455352783203125, 62.28115463256836, 673.7146606445312)",1,1742986641803,11.54833984375,11.698638916015625
2135810313,497043279727,"(0.5254639387130737, 0.41866716742515564)","(14.132450103759766, 178.6586456298828, 54.38463592529297)",1,2.725677490234375,1,"(-39.41728973388672, 59.264530181884766, 672.6539306640625)",1,"(0.5231151580810547, 0.44378113746643066)","(12.828901290893555, 171.29119873046875, 51.703102111816406)",1,2.6903533935546875,1,"(21.47638702392578, 62.286197662353516, 673.7514038085938)",1,1742986641820,11.6209716796875,11.567626953125
2135826979,497043296393,"(0.5236479640007019, 0.41895973682403564)","(13.124565124511719, 178.5727996826172, 54.35340881347656)",1,2.730804443359375,1,"(-39.4114990234375, 59.28031921386719, 672.7557373046875)",1,"(0.526322066783905, 0.44779863953590393)","(14.60875129699707, 170.1126251220703, 51.274131774902344)",1,2.7285003662109375,1,"(21.48937225341797, 62.292747497558594, 673.8128662109375)",1,1742986641835,11.537185668945312,11.478744506835938
2135843646,497043313059,"(0.5237150192260742, 0.4114685654640198)","(13.16181468963623, 180.77041625976562, 55.15325927734375)",1,2.728851318359375,1,"(-39.406517028808594, 59.28677749633789, 672.81884765625)",1,"(0.5236907601356506, 0.44043242931365967)","(13.148332595825195, 172.2735595703125, 52.06065368652344)",1,2.6878662109375,1,"(21.497997283935547, 62.288177490234375, 673.8370361328125)",1,1742986641853,11.7037353515625,11.332595825195312
2135860313,497043329726,"(0.524752676486969, 0.41782280802726746)","(13.737707138061523, 178.90634155273438, 54.47480392456055)",1,2.7386474609375,1,"(-39.405052185058594, 59.271141052246094, 672.7930908203125)",1,"(0.5254042744636536, 0.43835434317588806)","(14.099361419677734, 172.88320922851562, 52.28255081176758)",1,2.7184600830078125,1,"(21.49611473083496, 62.26725387573242, 673.9258422851562)",1,1742986641871,11.982711791992188,11.710601806640625
2135876979,497043346391,"(0.5262255072593689, 0.42602065205574036)","(14.555131912231445, 176.5014190673828, 53.5994758605957)",1,2.7412567138671875,1,"(-39.41303253173828, 59.25921630859375, 672.8417358398438)",1,"(0.5255112051963806, 0.43844857811927795)","(14.158698081970215, 172.8555450439453, 52.27249526977539)",1,2.7177276611328125,1,"(21.493167877197266, 62.2359619140625, 674.0638427734375)",1,1742986641886,11.46685791015625,11.440414428710938
2135893653,497043363065,"(0.5243040919303894, 0.43087896704673767)","(13.488749504089355, 175.07618713378906, 53.08074188232422)",1,2.7754058837890625,1,"(-39.42261505126953, 59.23960876464844, 672.8543701171875)",1,"(0.5255281329154968, 0.4320894181728363)","(14.168054580688477, 174.72108459472656, 52.95151901245117)",1,2.692779541015625,1,"(21.48489761352539, 62.205589294433594, 674.08984375)",1,1742986641904,11.889541625976562,11.40435791015625
2135910319,497043379730,"(0.5253139734268188, 0.433989018201828)","(14.04922866821289, 174.163818359375, 52.74867630004883)",1,2.7592926025390625,1,"(-39.434120178222656, 59.21236038208008, 672.8429565429688)",1,"(0.526656448841095, 0.43673717975616455)","(14.794318199157715, 173.35760498046875, 52.455230712890625)",1,2.7270050048828125,1,"(21.476253509521484, 62.19428634643555, 674.1531982421875)",1,1742986641921,11.841720581054688,11.300399780273438
2135926986,497043396397,"(0.5233840346336365, 0.4234746992588043)","(12.978102684020996, 177.248291015625, 53.87130355834961)",1,2.7763214111328125,1,"(-39.445465087890625, 59.192073822021484, 672.7919921875)",1,"(0.5273248553276062, 0.4354533553123474)","(15.165253639221191, 173.73423767089844, 52.59230422973633)",1,2.6929779052734375,1,"(21.463884353637695, 62.17842102050781, 674.0789184570312)",1,1742986641937,11.899749755859375,11.93829345703125
2135943653,497043413063,"(0.5228700637817383, 0.4249442517757416)","(12.692863464355469, 176.8171844482422, 53.71441650390625)",1,2.778076171875,1,"(-39.461158752441406, 59.18894958496094, 672.8026123046875)",1,"(0.5265067219734192, 0.4313146770000458)","(14.711188316345215, 174.9483642578125, 53.0341911315918)",1,2.6905364990234375,1,"(21.44847297668457, 62.17475891113281, 674.0291137695312)",1,1742986641953,11.780517578125,11.33258056640625
2135960320,497043429730,"(0.5252498984336853, 0.4239678978919983)","(14.013663291931152, 177.10362243652344, 53.81863784790039)",1,2.7835235595703125,1,"(-39.473915100097656, 59.175743103027344, 672.7509765625)",1,"(0.5249000191688538, 0.44079452753067017)","(13.81949520111084, 172.16734313964844, 52.02201843261719)",1,2.70635986328125,1,"(21.433841705322266, 62.16432571411133, 673.9297485351562)",1,1742986641970,11.397918701171875,11.728607177734375
2135976986,497043446396,"(0.5232322216033936, 0.42320820689201355)","(12.8938570022583, 177.32647705078125, 53.89976119995117)",1,2.7580413818359375,1,"(-39.49486541748047, 59.15761947631836, 672.7483520507812)",1,"(0.5266227126121521, 0.44022974371910095)","(14.775603294372559, 172.3330078125, 52.08235549926758)",1,2.73193359375,1,"(21.41097640991211, 62.156494140625, 673.8561401367188)",1,1742986641987,11.755752563476562,11.419952392578125
2135993653,497043463062,"(0.5235058069229126, 0.4214904010295868)","(13.04569149017334, 177.83041381835938, 54.08320617675781)",1,2.800079345703125,1,"(-39.52322006225586, 59.124176025390625, 672.7576904296875)",1,"(0.5254175066947937, 0.4468858242034912)","(14.106703758239746, 170.3804168701172, 51.37160873413086)",1,2.7168426513671875,1,"(21.383224487304688, 62.13644790649414, 673.7823486328125)",1,1742986642002,11.47027587890625,11.536849975585938
2136010319,497043479728,"(0.5228995680809021, 0.4267851710319519)","(12.709216117858887, 176.27716064453125, 53.517852783203125)",1,2.807647705078125,1,"(-39.54985809326172, 59.06821060180664, 672.7761840820312)",1,"(0.5300142765045166, 0.4428460896015167)","(16.657909393310547, 171.56549072265625, 51.802955627441406)",1,2.7062835693359375,1,"(21.34977912902832, 62.08726501464844, 673.7214965820312)",1,1742986642018,11.811080932617188,11.603668212890625
2136026988,497043496396,"(0.5241745710372925, 0.4315390884876251)","(13.416845321655273, 174.88253784179688, 53.01026916503906)",1,2.7772216796875,1,"(-39.58910369873047, 59.03972244262695, 672.88232421875)",1,"(0.5267619490623474, 0.4391266703605652)","(14.85286808013916, 172.6566162109375, 52.200103759765625)",1,2.7222137451171875,1,"(21.328449249267578, 62.02482604980469, 673.9243774414062)",1,1742986642036,11.5635986328125,11.332626342773438
2136043655,497043513063,"(0.5258438587188721, 0.4216756224632263)","(14.343331336975098, 177.77606201171875, 54.06342315673828)",1,2.786590576171875,1,"(-39.60767364501953, 58.96499252319336, 672.7593994140625)",1,"(0.5259295701980591, 0.4258236587047577)","(14.390907287597656, 176.55918884277344, 53.620521545410156)",1,2.6811065673828125,1,"(21.300439834594727, 61.956886291503906, 673.9138793945312)",1,1742986642053,11.597747802734375,11.350723266601562
2136060321,497043529728,"(0.5244205594062805, 0.41492921113967896)","(13.55338191986084, 179.7552032470703, 54.78377151489258)",1,2.7756805419921875,1,"(-39.63267517089844, 58.89670944213867, 672.8187255859375)",1,"(0.5257262587547302, 0.44142618775367737)","(14.278059005737305, 171.98204040527344, 51.95457458496094)",1,2.690032958984375,1,"(21.276206970214844, 61.90057373046875, 673.6512451171875)",1,1742986642068,11.628875732421875,11.66876220703125
2136076988,497043546395,"(0.5223433971405029, 0.418333500623703)","(12.400534629821777, 178.7565155029297, 54.42026901245117)",1,2.7975311279296875,1,"(-39.635643005371094, 58.85572052001953, 672.8170166015625)",1,"(0.5260068774223328, 0.4511343538761139)","(14.433793067932129, 169.13404846191406, 50.91797637939453)",1,2.7343597412109375,1,"(21.271060943603516, 61.859867095947266, 673.4881591796875)",1,1742986642085,11.688766479492188,11.364883422851562
2136093655,497043563061,"(0.5224325656890869, 0.42284682393074036)","(12.450030326843262, 177.4324951171875, 53.93836975097656)",1,2.7791595458984375,1,"(-39.62648010253906, 58.842185974121094, 672.816650390625)",1,"(0.5253466963768005, 0.4522094130516052)","(14.06738567352295, 168.8186492919922, 50.8032112121582)",1,2.74188232421875,1,"(21.279190063476562, 61.83610916137695, 673.475341796875)",1,1742986642102,11.624603271484375,11.550811767578125
2136110321,497043579727,"(0.5234655737876892, 0.42098599672317505)","(13.023353576660156, 177.97836303710938, 54.137062072753906)",1,2.8146514892578125,1,"(-39.614707946777344, 58.842872619628906, 672.8426513671875)",1,"(0.5240395069122314, 0.44928938150405884)","(13.34190559387207, 169.67527770996094, 51.114986419677734)",1,2.710845947265625,1,"(21.296112060546875, 61.836524963378906, 673.5374755859375)",1,1742986642120,11.744598388671875,11.241958618164062
2136126988,497043596393,"(0.5251702070236206, 0.41592565178871155)","(13.969419479370117, 179.46290588378906, 54.677371978759766)",1,2.790252685546875,1,"(-39.5985107421875, 58.84457015991211, 672.7952880859375)",1,"(0.5251250267028809, 0.45075350999832153)","(13.944352149963379, 169.2457733154297, 50.95865249633789)",1,2.726470947265625,1,"(21.31048011779785, 61.842567443847656, 673.5362548828125)",1,1742986642137,11.884536743164062,11.416610717773438
2136143656,497043613061,"(0.5231761932373047, 0.4203938841819763)","(12.862754821777344, 178.15206909179688, 54.200279235839844)",1,2.784515380859375,1,"(-39.58137512207031, 58.853607177734375, 672.7979125976562)",1,"(0.5273475646972656, 0.44956064224243164)","(15.177891731262207, 169.59571838378906, 51.08603286743164)",1,2.75341796875,1,"(21.32978057861328, 61.84881591796875, 673.610595703125)",1,1742986642152,11.792694091796875,11.6845703125
2136160323,497043629728,"(0.5268645286560059, 0.41021883487701416)","(14.90978717803955, 181.13702392578125, 55.2867317199707)",1,2.7883758544921875,1,"(-39.561424255371094, 58.85218048095703, 672.7503662109375)",1,"(0.5268301963806152, 0.45112165808677673)","(14.890739440917969, 169.13775634765625, 50.91933822631836)",1,2.776702880859375,1,"(21.34558868408203, 61.848388671875, 673.6723022460938)",1,1742986642170,11.116317749023438,11.224929809570312
2136176990,497043646394,"(0.5228639841079712, 0.424345463514328)","(12.689485549926758, 176.9928436279297, 53.778358459472656)",1,2.8282012939453125,1,"(-39.54439163208008, 58.842796325683594, 672.7269287109375)",1,"(0.5281794667243958, 0.4440656304359436)","(15.639588356018066, 171.20774841308594, 51.6727409362793)",1,2.7182464599609375,1,"(21.361310958862305, 61.84208297729492, 673.7965087890625)",1,1742986642187,11.657974243164062,11.640670776367188
2136193657,497043663061,"(0.5255299806594849, 0.41527408361434937)","(14.169132232666016, 179.65402221679688, 54.74692916870117)",1,2.79107666015625,1,"(-39.53018569946289, 58.83175277709961, 672.72705078125)",1,"(0.5280058979988098, 0.450181245803833)","(15.543230056762695, 169.41366577148438, 51.01973342895508)",1,2.76544189453125,1,"(21.377288818359375, 61.813079833984375, 673.733154296875)",1,1742986642203,11.548171997070312,11.274673461914062
