left_gaze_origin_validity,right_gaze_origin_validity,Recording timestamp,Gaze point left X,Gaze point left Y,Gaze point left Z,Eye position left X,Eye position left Y,Eye position left Z,Gaze point right X,Gaze point right Y,Gaze point right Z,Eye position right X,Eye position right Y,Eye position right Z,Eye openness left,Eye openness right,Eye movement type
1,1,1335828811902,29.69886589050293,149.68344116210938,43.83852005004883,-26.258995056152344,76.3503189086914,695.8955078125,30.795360565185547,145.41314697265625,42.28425216674805,34.92817306518555,79.9049072265625,695.6727905273438,11.201507568359377,10.70904541015625,Fixation
1,1,1335828828566,20.48183250427246,153.42881774902344,45.20174789428711,-26.474063873291016,76.40254211425781,695.529541015625,20.396011352539062,147.96292114257812,43.21232223510742,34.669097900390625,79.96310424804688,695.5249633789062,11.353836059570312,11.011962890625,Fixation
1,1,1335828845236,-4.973538875579834,172.97686767578125,52.316688537597656,-26.861534118652344,76.55049133300781,695.5084228515625,1.687630295753479,168.7579803466797,50.781105041503906,34.194793701171875,80.18428039550781,695.737060546875,11.457916259765623,10.727996826171877,Fixation
1,1,1335828861903,-17.80247688293457,187.98980712890625,57.780906677246094,-27.179401397705078,76.61775207519531,696.0571899414062,-9.975428581237793,175.733154296875,53.319847106933594,33.825401306152344,80.39303588867188,696.1112060546875,10.750625610351562,10.67889404296875,Fixation
1,1,1335828878570,-13.846589088439941,179.39739990234375,54.65350341796875,-27.50602149963379,76.49932861328125,695.8272705078125,-11.555878639221191,170.64439392089844,51.46772766113281,33.537986755371094,80.35720825195312,695.99365234375,10.824737548828123,10.546432495117188,Fixation
1,1,1335828895235,-13.271461486816406,181.70860290527344,55.49475860595703,-27.861421585083008,76.3744888305664,696.0646362304688,-8.590556144714355,172.74879455566406,52.23362731933594,33.1514892578125,80.36961364746094,695.8729248046875,11.351181030273438,10.6676025390625,Fixation
1,1,1335828911903,-14.969396591186523,180.09103393554688,54.90599822998047,-28.173885345458984,76.38858032226562,696.4260864257812,-11.837113380432129,180.3821258544922,55.01193618774414,32.87738800048828,80.43765258789062,696.074462890625,11.15557861328125,10.59649658203125,Fixation
1,1,1335828928569,-15.28327465057373,181.52508544921875,55.42797088623047,-28.508333206176758,76.32081604003906,696.381103515625,-11.416418075561523,172.1560516357422,52.017921447753906,32.545928955078125,80.57588195800781,695.9732666015625,11.171051025390623,10.869888305664062,Fixation
1,1,1335828945237,-14.775136947631836,185.0048065185547,56.6944694519043,-28.79974365234375,76.23954010009766,696.43603515625,-8.457170486450195,178.6823272705078,54.39325714111328,32.2388916015625,80.68485260009766,696.1647338867188,11.323532104492188,10.887924194335938,Fixation
1,1,1335828961908,-15.204601287841797,184.46676635742188,56.49862289428711,-29.047080993652344,76.21076202392578,696.3722534179688,-8.129342079162598,171.15652465820312,51.65409851074219,31.986160278320312,80.85542297363281,696.0430297851562,11.24249267578125,10.645355224609377,Fixation
1,1,1335828978575,-14.609055519104004,183.34393310546875,56.0899658203125,-29.29543113708496,76.29684448242188,696.6304931640625,-10.43308162689209,175.54910278320312,53.25286102294922,31.754425048828125,80.96795654296875,696.0238037109375,11.1435546875,10.69830322265625,Fixation
1,1,1335828995242,-13.919785499572754,177.19113159179688,53.85051345825195,-29.486309051513672,76.39768981933594,696.45068359375,-6.078583717346191,176.34881591796875,53.54396438598633,31.527315139770508,81.08323669433594,695.7518920898438,11.337295532226562,10.76043701171875,Fixation
1,1,1335829011909,-13.74665641784668,182.35829162597656,55.73124313354492,-29.685956954956055,76.53244018554688,697.294921875,-11.051016807556152,176.10031127929688,53.4534912109375,31.388648986816406,81.1639175415039,695.3627319335938,11.080917358398438,10.862701416015623,Fixation
1,1,1335829028576,-13.738268852233887,186.2150421142578,57.13496017456055,-29.73461151123047,76.4126968383789,696.2134399414062,-10.049692153930664,174.73553466796875,52.956764221191406,31.292179107666016,81.27949523925781,695.6795043945312,11.410202026367188,10.798568725585938,Fixation
1,1,1335829045243,-15.709190368652344,184.8695526123047,56.64525604248047,-29.831371307373047,76.53053283691406,697.0638427734375,-9.08055591583252,173.12184143066406,52.3693962097168,31.26132583618164,81.31103515625,695.8980712890625,11.303207397460938,10.938522338867188,Fixation
1,1,1335829061910,-11.94760513305664,183.682373046875,56.213111877441406,-29.910789489746094,76.49917602539062,696.85693359375,-9.35680103302002,173.07595825195312,52.35273361206055,31.17154312133789,81.18856811523438,695.1689453125,11.243316650390623,10.846084594726562,Fixation
1,1,1335829078577,-14.948716163635254,181.54910278320312,55.436676025390625,-29.94969940185547,76.37416076660156,695.965576171875,-10.608946800231934,175.4303741455078,53.209659576416016,31.086395263671875,81.10819244384766,695.1231689453125,11.2742919921875,10.878952026367188,Fixation
1,1,1335829095245,-13.776703834533691,180.66128540039062,55.113555908203125,-30.129365921020508,76.4880142211914,697.0099487304688,-10.490113258361816,180.24403381347656,54.961669921875,30.9887752532959,81.07891845703125,695.5345458984375,11.233779907226562,11.075424194335938,Fixation
1,1,1335829111911,-14.977509498596191,178.25057983398438,54.23613739013672,-30.2271728515625,76.37478637695312,696.314697265625,-10.183737754821777,175.60940551757812,53.27485275268555,30.83349609375,81.0307388305664,695.40185546875,11.447494506835938,11.003311157226562,Fixation
1,1,1335829128579,-14.288066864013672,178.815185546875,54.441650390625,-30.410634994506836,76.35386657714844,696.320556640625,-10.645965576171875,174.10916137695312,52.72878646850586,30.63970184326172,80.91496276855469,694.6705932617188,11.22625732421875,10.709930419921877,Fixation
1,1,1335829145246,-14.18834400177002,183.195556640625,56.03596878051758,-30.593469619750977,76.36897277832031,696.4769287109375,-11.845608711242676,174.34100341796875,52.81318283081055,30.51568603515625,81.011962890625,695.4459228515625,11.518020629882812,11.106307983398438,Fixation
1,1,1335829161913,-14.937553405761719,179.60939025878906,54.730716705322266,-30.72165870666504,76.36529541015625,696.3455200195312,-9.048158645629883,175.19085693359375,53.12249755859375,30.368064880371094,81.04057312011719,695.566650390625,11.384536743164062,10.7305908203125,Fixation
1,1,1335829178580,-12.938759803771973,178.6826171875,54.393375396728516,-30.860191345214844,76.36325073242188,696.0494384765625,-10.9584321975708,174.95590209960938,53.036956787109375,30.18146324157715,80.91461181640625,694.4735107421875,11.411041259765623,10.864944458007812,Fixation
1,1,1335829195248,-14.848237037658691,181.07833862304688,55.26531219482422,-31.012371063232422,76.46662902832031,696.7484130859375,-10.671449661254883,177.36288452148438,53.91300582885742,30.106218338012695,81.09823608398438,695.58984375,11.188812255859377,10.9390869140625,Fixation
1,1,1335829211914,-13.45865249633789,183.8316650390625,56.26749038696289,-31.09075927734375,76.35445404052734,695.7606811523438,-12.182741165161133,173.14353942871094,52.37733840942383,29.97213363647461,81.12467956542969,694.9596557617188,11.280990600585938,11.025970458984377,Fixation
1,1,1335829228583,-15.353363037109375,182.31277465820312,55.71464538574219,-31.190351486206055,76.4862060546875,696.3922119140625,-12.041788101196289,176.4250946044922,53.57169723510742,29.90951156616211,81.27645111083984,695.487548828125,11.753021240234377,10.944839477539062,Fixation
