device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,left_eye_openness_value,right_eye_openness_value
3763737933,1335826911715,"(0.32984790205955505, 0.8674545884132385)","(-94.4344253540039, 47.00223159790039, 6.4656147956848145)",1,3.0816650390625,1,"(-27.24399185180664, 74.94496154785156, 694.8609619140625)",1,"(0.325284481048584, 0.8845423460006714)","(-96.9671401977539, 41.9893798828125, 4.641105651855469)",1,2.96539306640625,1,"(33.64051818847656, 78.72488403320312, 694.3628540039062)",1,10.867660522460938,9.981292724609375
3763754599,1335826928381,"(0.35194316506385803, 0.6920832395553589)","(-82.17155456542969, 98.44921112060547, 25.19083023071289)",1,3.090972900390625,1,"(-27.06393814086914, 75.52006530761719, 694.930419921875)",1,"(0.37350109219551086, 0.6463297605514526)","(-70.2069320678711, 111.87146759033203, 30.07610321044922)",1,2.8528289794921875,1,"(33.61335754394531, 79.24519348144531, 694.192138671875)",1,10.682846069335938,9.666046142578125
3763771266,1335826945048,"(0.3824959099292755, 0.49931079149246216)","(-65.21478271484375, 155.0010223388672, 45.773929595947266)",1,3.0160675048828125,1,"(-26.84051513671875, 76.18667602539062, 695.2698364257812)",1,"(0.4097890257835388, 0.4921892285346985)","(-50.06710433959961, 157.09017944335938, 46.53437042236328)",1,2.889434814453125,1,"(33.61853790283203, 79.92715454101562, 694.724853515625)",1,10.598648071289062,9.569686889648438
3763787933,1335826961715,"(0.41118893027305603, 0.36285093426704407)","(-49.29015350341797, 195.0328826904297, 60.34437561035156)",1,3.0365447998046875,1,"(-26.662044525146484, 76.69799041748047, 695.6316528320312)",1,"(0.43644532561302185, 0.35466447472572327)","(-35.27286148071289, 197.43446350097656, 61.21849060058594)",1,2.9363555908203125,1,"(33.66600799560547, 80.39614868164062, 695.1215209960938)",1,10.296417236328125,9.705947875976562
3763804599,1335826978381,"(0.4345284104347229, 0.3131621778011322)","(-36.33676528930664, 209.609619140625, 65.64987182617188)",1,3.0479888916015625,1,"(-26.68547821044922, 76.80577087402344, 695.939453125)",1,"(0.4552587866783142, 0.303290992975235)","(-24.831405639648438, 212.50543212890625, 66.70387268066406)",1,2.9142303466796875,1,"(33.79380416870117, 80.45824432373047, 695.0811767578125)",1,10.266525268554688,10.241470336914062
3763821267,1335826995049,"(0.4304407835006714, 0.30800044536590576)","(-38.605403900146484, 211.1238555908203, 66.2010269165039)",1,3.083709716796875,1,"(-26.826391220092773, 76.61505889892578, 695.4166259765625)",1,"(0.4527418315410614, 0.30645570158958435)","(-26.228309631347656, 211.5770263671875, 66.365966796875)",1,2.947113037109375,1,"(33.8068733215332, 80.3835220336914, 695.26708984375)",1,10.80926513671875,10.710464477539062
3763837934,1335827011715,"(0.43263018131256104, 0.29848212003707886)","(-37.39026641845703, 213.9161376953125, 67.21736907958984)",1,3.0550537109375,1,"(-26.90888023376465, 76.58785247802734, 695.7035522460938)",1,"(0.4530528783798218, 0.29478204250335693)","(-26.055665969848633, 215.00161743164062, 67.61239624023438)",1,2.938323974609375,1,"(33.802696228027344, 80.35907745361328, 695.2684936523438)",1,11.223556518554688,10.90728759765625
3763854600,1335827028381,"(0.43097636103630066, 0.3038285970687866)","(-38.308143615722656, 212.3477020263672, 66.64645385742188)",1,3.054901123046875,1,"(-26.960203170776367, 76.57402038574219, 695.7406616210938)",1,"(0.45128121972084045, 0.30610600113868713)","(-27.0389347076416, 211.6796112060547, 66.40328979492188)",1,2.954742431640625,1,"(33.80529022216797, 80.34772491455078, 695.3077392578125)",1,11.09814453125,10.881301879882812
3763871267,1335827045049,"(0.43295803666114807, 0.3132651150226593)","(-37.208309173583984, 209.57940673828125, 65.63887023925781)",1,3.084075927734375,1,"(-27.00244903564453, 76.52294921875, 695.4144287109375)",1,"(0.4484477639198303, 0.3030893802642822)","(-28.611520767211914, 212.56455993652344, 66.72539520263672)",1,2.940399169921875,1,"(33.814727783203125, 80.33634185791016, 695.3077392578125)",1,10.926101684570312,11.035873413085938
3763887934,1335827061717,"(0.4362953007221222, 0.31156519055366516)","(-35.35612487792969, 210.07809448242188, 65.82038116455078)",1,3.074432373046875,1,"(-27.037433624267578, 76.50041198730469, 695.278076171875)",1,"(0.449658066034317, 0.30708885192871094)","(-27.93979835510254, 211.3912811279297, 66.29833984375)",1,2.927947998046875,1,"(33.82314682006836, 80.32713317871094, 695.2791137695312)",1,11.087249755859375,10.9710693359375
3763904600,1335827078384,"(0.43560728430747986, 0.31426072120666504)","(-35.73799133300781, 209.28733825683594, 65.5325698852539)",1,3.061859130859375,1,"(-27.058818817138672, 76.50482940673828, 695.302978515625)",1,"(0.44827380776405334, 0.3100399374961853)","(-28.70806312561035, 210.5255584716797, 65.98324584960938)",1,2.942230224609375,1,"(33.83280944824219, 80.32490539550781, 695.239990234375)",1,11.26214599609375,11.136947631835938
3763921267,1335827095053,"(0.4381263256072998, 0.3123105466365814)","(-34.33992004394531, 209.85943603515625, 65.7408218383789)",1,3.0715179443359375,1,"(-27.076093673706055, 76.51466369628906, 695.3553466796875)",1,"(0.44973674416542053, 0.3015149235725403)","(-27.896135330200195, 213.0264434814453, 66.89350891113281)",1,2.9438629150390625,1,"(33.83725357055664, 80.30926513671875, 695.1044311523438)",1,11.345108032226562,10.982498168945312
3763937934,1335827111721,"(0.435167521238327, 0.3102344870567322)","(-35.98204040527344, 210.4684600830078, 65.96248626708984)",1,3.079315185546875,1,"(-27.091373443603516, 76.52481079101562, 695.4603881835938)",1,"(0.4494102895259857, 0.3075968325138092)","(-28.077293395996094, 211.2422332763672, 66.24414825439453)",1,2.9180755615234375,1,"(33.84003448486328, 80.28950500488281, 694.996826171875)",1,11.409255981445312,11.058486938476562
3763954602,1335827128390,"(0.43760713934898376, 0.3175678849220276)","(-34.628074645996094, 208.31712341308594, 65.17950439453125)",1,3.0813446044921875,1,"(-27.1046199798584, 76.5235595703125, 695.50048828125)",1,"(0.4511682987213135, 0.31091752648353577)","(-27.10160255432129, 210.26808166503906, 65.88957214355469)",1,2.9789276123046875,1,"(33.84315490722656, 80.26032257080078, 694.863037109375)",1,11.185134887695312,11.027252197265625
3763971269,1335827145058,"(0.43888503313064575, 0.31800219416618347)","(-33.9188232421875, 208.18972778320312, 65.1330795288086)",1,3.0587615966796875,1,"(-27.109289169311523, 76.51777648925781, 695.5540771484375)",1,"(0.45294713973999023, 0.31311100721359253)","(-26.114356994628906, 209.62461853027344, 65.6552963256836)",1,2.9643096923828125,1,"(33.84491729736328, 80.23221588134766, 694.71533203125)",1,11.305068969726562,11.001556396484375
3763987936,1335827161727,"(0.440072625875473, 0.32477062940597534)","(-33.25971603393555, 206.2041473388672, 64.41040802001953)",1,3.0718994140625,1,"(-27.105546951293945, 76.49247741699219, 695.5135498046875)",1,"(0.45111095905303955, 0.3260703384876251)","(-27.133438110351562, 205.82286071777344, 64.27162170410156)",1,2.9749755859375,1,"(33.86056900024414, 80.21913146972656, 694.6734619140625)",1,11.411636352539062,10.989669799804688
3764004602,1335827178394,"(0.43859127163887024, 0.32330456376075745)","(-34.081878662109375, 206.6342315673828, 64.5669174194336)",1,3.0567169189453125,1,"(-27.096973419189453, 76.49137115478516, 695.541259765625)",1,"(0.44960740208625793, 0.3182131350040436)","(-27.967931747436523, 208.1278533935547, 65.11054992675781)",1,2.928253173828125,1,"(33.88567352294922, 80.22401428222656, 694.7113647460938)",1,11.523239135742188,11.033706665039062
3764021269,1335827195061,"(0.4398852288722992, 0.325834184885025)","(-33.363712310791016, 205.8921356201172, 64.29684448242188)",1,3.0557708740234375,1,"(-27.087623596191406, 76.4982681274414, 695.4205322265625)",1,"(0.45148104429244995, 0.3261528015136719)","(-26.928049087524414, 205.7986602783203, 64.26280975341797)",1,2.927093505859375,1,"(33.90705108642578, 80.24121856689453, 694.7357177734375)",1,11.560333251953125,11.10107421875
3764037936,1335827211730,"(0.4403737187385559, 0.3066233694553375)","(-33.09260559082031, 211.52784729003906, 66.34806823730469)",1,3.015380859375,1,"(-27.083887100219727, 76.51170349121094, 695.3815307617188)",1,"(0.45339345932006836, 0.31579920649528503)","(-25.86664581298828, 208.83599853515625, 65.36830139160156)",1,2.9130859375,1,"(33.92261505126953, 80.27120971679688, 694.8670654296875)",1,11.271621704101562,11.118423461914062
3764054602,1335827228397,"(0.44136229157447815, 0.3069522976875305)","(-32.5439567565918, 211.4313201904297, 66.3129653930664)",1,3.0388946533203125,1,"(-27.0849609375, 76.52560424804688, 695.4071655273438)",1,"(0.4515336751937866, 0.30770695209503174)","(-26.898832321166992, 211.2099609375, 66.23236846923828)",1,2.904754638671875,1,"(33.935752868652344, 80.30254364013672, 694.9998168945312)",1,11.400527954101562,11.057769775390625
3764071269,1335827245065,"(0.43991923332214355, 0.3099147081375122)","(-33.344844818115234, 210.56227111816406, 65.99662017822266)",1,3.019744873046875,1,"(-27.091543197631836, 76.52650451660156, 695.4334716796875)",1,"(0.45385339856147766, 0.31260547041893005)","(-25.61138343811035, 209.7729034423828, 65.7093276977539)",1,2.912628173828125,1,"(33.93180847167969, 80.29367065429688, 694.95947265625)",1,11.422500610351562,10.943252563476562
3764087937,1335827261734,"(0.43939489126205444, 0.3073384761810303)","(-33.635860443115234, 211.31802368164062, 66.27172088623047)",1,2.99725341796875,1,"(-27.099441528320312, 76.52496337890625, 695.473876953125)",1,"(0.4545084834098816, 0.3183248043060303)","(-25.24781608581543, 208.0950927734375, 65.0986557006836)",1,2.961517333984375,1,"(33.92778396606445, 80.27552795410156, 694.9199829101562)",1,11.6617431640625,11.001495361328125
3764104603,1335827278402,"(0.4401456117630005, 0.3105818033218384)","(-33.219181060791016, 210.3665771484375, 65.9253921508789)",1,3.0181884765625,1,"(-27.10467529296875, 76.52566528320312, 695.4998168945312)",1,"(0.4531327486038208, 0.3203916549682617)","(-26.011343002319336, 207.48876953125, 64.8779525756836)",1,2.886749267578125,1,"(33.92656326293945, 80.26847076416016, 694.8950805664062)",1,11.68023681640625,11.056533813476562
3764121270,1335827295070,"(0.44187983870506287, 0.3547091782093048)","(-32.2567138671875, 197.42135620117188, 61.213741302490234)",1,3.0057373046875,1,"(-27.03689193725586, 76.35370635986328, 695.2916259765625)",1,"(0.4545939266681671, 0.37797945737838745)","(-25.20041275024414, 190.5948028564453, 58.72907257080078)",1,2.918365478515625,1,"(33.949363708496094, 80.19190216064453, 694.9588623046875)",1,11.811294555664062,11.211532592773438
3764137937,1335827311738,"(0.46380969882011414, 0.42256903648376465)","(-20.085634231567383, 177.51397705078125, 53.968017578125)",1,2.993804931640625,1,"(-26.899208068847656, 76.24214172363281, 695.5049438476562)",1,"(0.4738052487373352, 0.4297259747982025)","(-14.53809642791748, 175.41441345214844, 53.20387649536133)",1,2.9078369140625,1,"(34.049171447753906, 80.0556640625, 695.2830810546875)",1,11.469314575195312,11.284805297851562
3764154603,1335827328406,"(0.4596084952354431, 0.4018794298171997)","(-22.417316436767578, 183.58348083496094, 56.177154541015625)",1,3.0077667236328125,1,"(-26.9193115234375, 76.16333770751953, 695.3009643554688)",1,"(0.46893778443336487, 0.42905834317207336)","(-17.239551544189453, 175.61029052734375, 53.27512741088867)",1,2.949127197265625,1,"(34.05931854248047, 79.9722671508789, 694.7719116210938)",1,11.516250610351562,11.318572998046875
3764171270,1335827345074,"(0.4633036255836487, 0.4048648178577423)","(-20.366514205932617, 182.70770263671875, 55.85834884643555)",1,3.0067901611328125,1,"(-26.928260803222656, 76.13163757324219, 695.3414916992188)",1,"(0.47085127234458923, 0.4386880099773407)","(-16.17757225036621, 172.78530883789062, 52.2469367980957)",1,2.9132232666015625,1,"(34.062461853027344, 79.94297790527344, 694.639404296875)",1,11.732757568359375,11.073455810546875
3764187937,1335827361743,"(0.4625133275985718, 0.4034276306629181)","(-20.805133819580078, 183.1293182373047, 56.01183319091797)",1,2.990814208984375,1,"(-26.93500328063965, 76.11724853515625, 695.3281860351562)",1,"(0.4764975905418396, 0.4380265772342682)","(-13.043851852416992, 172.97933959960938, 52.31758117675781)",1,2.9215850830078125,1,"(34.0666618347168, 79.9154052734375, 694.5318603515625)",1,11.571746826171875,11.043380737304688
3764204603,1335827378409,"(0.46338456869125366, 0.4017402231693268)","(-20.321584701538086, 183.62432861328125, 56.19202423095703)",1,2.9943389892578125,1,"(-26.935321807861328, 76.11772918701172, 695.3007202148438)",1,"(0.4759317636489868, 0.4387874901294708)","(-13.357898712158203, 172.7561492919922, 52.23627853393555)",1,2.9219970703125,1,"(34.074649810791016, 79.90827941894531, 694.4622192382812)",1,11.488418579101562,11.214996337890625
3764221271,1335827395079,"(0.46715331077575684, 0.4048152565956116)","(-18.229936599731445, 182.7222137451172, 55.863677978515625)",1,2.9956207275390625,1,"(-26.92469024658203, 76.14152526855469, 695.180908203125)",1,"(0.47466906905174255, 0.4412037432193756)","(-14.058690071105957, 172.0472869873047, 51.978309631347656)",1,2.9099578857421875,1,"(34.078895568847656, 79.90398406982422, 694.2633666992188)",1,11.45263671875,11.061599731445312
3764237937,1335827411746,"(0.4648277461528778, 0.4210951626300812)","(-19.52061653137207, 177.94635009765625, 54.12541961669922)",1,3.03466796875,1,"(-26.90792465209961, 76.22361755371094, 695.3301391601562)",1,"(0.47763192653656006, 0.44061437249183655)","(-12.414306640625, 172.22018432617188, 52.04126739501953)",1,2.9315643310546875,1,"(34.105438232421875, 79.94554138183594, 694.340087890625)",1,11.562210083007812,11.17205810546875
3764254604,1335827428415,"(0.4588485062122345, 0.4192196726799011)","(-22.839099884033203, 178.4965362548828, 54.32568359375)",1,3.037689208984375,1,"(-26.87335968017578, 76.28440856933594, 695.4139404296875)",1,"(0.47350841760635376, 0.4263404905796051)","(-14.702855110168457, 176.4075927734375, 53.565338134765625)",1,2.9460601806640625,1,"(34.17668151855469, 80.03838348388672, 694.85498046875)",1,11.394607543945312,11.133331298828125
3764271271,1335827445083,"(0.46404358744621277, 0.4019351899623871)","(-19.95583152770996, 183.567138671875, 56.17119598388672)",1,3.0396728515625,1,"(-26.82046127319336, 76.24767303466797, 694.813232421875)",1,"(0.4760761559009552, 0.42770200967788696)","(-13.277759552001953, 176.00816345214844, 53.419944763183594)",1,2.9377593994140625,1,"(34.234561920166016, 80.06112670898438, 694.6741943359375)",1,11.324783325195312,11.16571044921875
3764287937,1335827461751,"(0.46386033296585083, 0.4104769825935364)","(-20.057544708251953, 181.0613250732422, 55.2591438293457)",1,3.0281219482421875,1,"(-26.789146423339844, 76.33306884765625, 694.84521484375)",1,"(0.4692772924900055, 0.4339780807495117)","(-17.051122665405273, 174.16700744628906, 52.749839782714844)",1,2.9471893310546875,1,"(34.279415130615234, 80.0665283203125, 694.361572265625)",1,11.227157592773438,11.142501831054688
3764304604,1335827478419,"(0.4650384485721588, 0.41399112343788147)","(-19.403690338134766, 180.0303955078125, 54.8839111328125)",1,3.02679443359375,1,"(-26.752765655517578, 76.36654663085938, 694.7677001953125)",1,"(0.4739097058773041, 0.4279433488845825)","(-14.480145454406738, 175.93739318847656, 53.39418029785156)",1,2.9209747314453125,1,"(34.30616760253906, 80.06854248046875, 694.224365234375)",1,11.519668579101562,11.305084228515625
3764321271,1335827495088,"(0.4697916805744171, 0.41295966506004333)","(-16.76565170288086, 180.33299255371094, 54.99404525756836)",1,3.005645751953125,1,"(-26.6577205657959, 76.29867553710938, 695.15087890625)",1,"(0.485493540763855, 0.4401654899120331)","(-8.051101684570312, 172.35186767578125, 52.08919906616211)",1,2.918670654296875,1,"(34.38831329345703, 80.01220703125, 694.5379638671875)",1,11.395462036132812,11.04998779296875
3764337937,1335827511755,"(0.5096023678779602, 0.47256553173065186)","(5.329268932342529, 162.84698486328125, 48.629669189453125)",1,3.0544891357421875,1,"(-26.344449996948242, 76.1064224243164, 694.7771606445312)",1,"(0.5196929574012756, 0.48331427574157715)","(10.929561614990234, 159.69374084472656, 47.48199462890625)",1,2.9290771484375,1,"(34.59854507446289, 79.7997817993164, 694.2343139648438)",1,11.720809936523438,11.126510620117188
3764354611,1335827528431,"(0.5410211682319641, 0.5106337666511536)","(22.766706466674805, 151.67929077148438, 44.564971923828125)",1,3.042724609375,1,"(-26.065109252929688, 75.89303588867188, 694.1597290039062)",1,"(0.5526798963546753, 0.5334123969078064)","(29.237340927124023, 144.99691772460938, 42.132808685302734)",1,2.917694091796875,1,"(34.78795623779297, 79.64559936523438, 694.0814208984375)",1,11.566299438476562,11.347137451171875
3764371276,1335827545097,"(0.5377724766731262, 0.51668381690979)","(20.963695526123047, 149.90443420410156, 43.91897201538086)",1,3.0400390625,1,"(-26.057479858398438, 75.90838623046875, 694.53271484375)",1,"(0.545270562171936, 0.5047573447227478)","(25.125133514404297, 153.40321350097656, 45.19241714477539)",1,2.891021728515625,1,"(34.92805480957031, 79.63188171386719, 694.546875)",1,11.702102661132812,11.128616333007812
3764387942,1335827561764,"(0.5408456325531006, 0.504131019115448)","(22.669275283813477, 153.58692932128906, 45.259307861328125)",1,3.05328369140625,1,"(-25.988134384155273, 75.886962890625, 694.9144897460938)",1,"(0.550043523311615, 0.5054152607917786)","(27.774106979370117, 153.21018981933594, 45.12217712402344)",1,2.900146484375,1,"(34.992286682128906, 79.52734375, 694.1522216796875)",1,11.537811279296875,10.750991821289062
3764404611,1335827578434,"(0.5365463495254517, 0.500397801399231)","(20.28318977355957, 154.68212890625, 45.657920837402344)",1,3.061370849609375,1,"(-25.880952835083008, 75.79551696777344, 694.6421508789062)",1,"(0.5488467812538147, 0.4987301528453827)","(27.109912872314453, 155.1713409423828, 45.83597183227539)",1,2.8844146728515625,1,"(35.100196838378906, 79.55473327636719, 694.568359375)",1,11.514251708984375,10.9705810546875
3764421278,1335827595103,"(0.5446175932884216, 0.49765437841415405)","(24.762725830078125, 155.48692321777344, 45.95083999633789)",1,3.0328521728515625,1,"(-25.803009033203125, 75.78352355957031, 694.7437133789062)",1,"(0.5447079539299011, 0.5038104057312012)","(24.8128604888916, 153.68101501464844, 45.293540954589844)",1,2.8921051025390625,1,"(35.210968017578125, 79.44682312011719, 693.9559326171875)",1,11.46038818359375,11.130874633789062
3764437944,1335827611771,"(0.5381159782409668, 0.4858866035938263)","(21.154321670532227, 158.93911743164062, 47.207340240478516)",1,3.0121002197265625,1,"(-25.67133903503418, 75.78649139404297, 694.6987915039062)",1,"(0.5531073808670044, 0.5113521814346313)","(29.474594116210938, 151.468505859375, 44.48827362060547)",1,2.906158447265625,1,"(35.336669921875, 79.53063201904297, 694.6917724609375)",1,11.580459594726562,11.11962890625
3764454611,1335827628439,"(0.541467547416687, 0.5012553334236145)","(23.014463424682617, 154.4305419921875, 45.56636047363281)",1,3.060943603515625,1,"(-25.584720611572266, 75.85265350341797, 694.6673583984375)",1,"(0.5439647436141968, 0.5181703567504883)","(24.40037727355957, 149.46835327148438, 43.760257720947266)",1,2.9326171875,1,"(35.44181442260742, 79.44923400878906, 693.9974975585938)",1,11.512527465820312,10.945648193359375
3764471277,1335827645107,"(0.5368386507034302, 0.5065746903419495)","(20.445411682128906, 152.87005615234375, 44.99835205078125)",1,3.091461181640625,1,"(-25.493762969970703, 76.01506042480469, 695.329345703125)",1,"(0.5518889427185059, 0.5040979385375977)","(28.798320770263672, 153.5966339111328, 45.2628173828125)",1,2.9068756103515625,1,"(35.53679275512695, 79.57147216796875, 694.5880737304688)",1,11.428421020507812,11.127487182617188
3764487943,1335827661775,"(0.5482100248336792, 0.5009250640869141)","(26.75654411315918, 154.52743530273438, 45.60161590576172)",1,3.041229248046875,1,"(-25.368135452270508, 75.95521545410156, 694.56494140625)",1,"(0.5514992475509644, 0.5264798402786255)","(28.582061767578125, 147.03067016601562, 42.873023986816406)",1,2.924957275390625,1,"(35.67823791503906, 79.63272094726562, 694.5857543945312)",1,11.16033935546875,11.003646850585938
3764504610,1335827678443,"(0.5513643026351929, 0.512005627155304)","(28.507143020629883, 151.27685546875, 44.41851043701172)",1,3.0848388671875,1,"(-25.274839401245117, 76.10992431640625, 695.1199340820312)",1,"(0.5600939989089966, 0.5307717323303223)","(33.352134704589844, 145.77162170410156, 42.41474151611328)",1,2.9234466552734375,1,"(35.724693298339844, 79.66938781738281, 694.380615234375)",1,11.467971801757812,11.058883666992188
3764521277,1335827695111,"(0.5502102971076965, 0.5221526622772217)","(27.866703033447266, 148.3000946044922, 43.33504867553711)",1,3.0712738037109375,1,"(-25.23504638671875, 76.14012908935547, 695.1092529296875)",1,"(0.5559280514717102, 0.533689022064209)","(31.040035247802734, 144.915771484375, 42.10328674316406)",1,2.9380035400390625,1,"(35.81318664550781, 79.7638168334961, 695.0396728515625)",1,11.469512939453125,11.07830810546875
3764537941,1335827711777,"(0.5505205392837524, 0.5119050145149231)","(28.03887367248535, 151.3063507080078, 44.429237365722656)",1,3.0786590576171875,1,"(-25.20232582092285, 76.0923843383789, 694.9517822265625)",1,"(0.5533643960952759, 0.5352803468704224)","(29.617202758789062, 144.448974609375, 41.93336868286133)",1,2.938507080078125,1,"(35.86732482910156, 79.76460266113281, 695.2474365234375)",1,11.481964111328125,10.91802978515625
3764554610,1335827728448,"(0.5502517819404602, 0.5046277046203613)","(27.88971710205078, 153.44122314453125, 45.20626449584961)",1,3.0457305908203125,1,"(-25.168485641479492, 75.99958038330078, 694.7803955078125)",1,"(0.5545132160186768, 0.5303962230682373)","(30.254810333251953, 145.8817596435547, 42.45485305786133)",1,2.9229888916015625,1,"(35.87758255004883, 79.663818359375, 695.0184936523438)",1,11.38470458984375,11.08123779296875
3764571277,1335827745116,"(0.5544400811195374, 0.5204419493675232)","(30.214235305786133, 148.80194091796875, 43.51774597167969)",1,3.046722412109375,1,"(-25.13906478881836, 75.92132568359375, 694.408447265625)",1,"(0.5577812194824219, 0.5217075347900391)","(32.068546295166016, 148.43067932128906, 43.382545471191406)",1,2.894073486328125,1,"(35.89604949951172, 79.54518127441406, 694.791259765625)",1,11.521392822265625,10.788925170898438
3764587943,1335827761783,"(0.5512347221374512, 0.5322177410125732)","(28.43524169921875, 145.347412109375, 42.26036071777344)",1,3.1041107177734375,1,"(-25.141551971435547, 75.94422912597656, 694.700927734375)",1,"(0.5540819764137268, 0.5327671766281128)","(30.015474319458008, 145.1862335205078, 42.20170211791992)",1,2.94268798828125,1,"(35.898521423339844, 79.4957275390625, 694.5489501953125)",1,11.679351806640625,11.056488037109375
3764604612,1335827778454,"(0.5506821274757385, 0.518164336681366)","(28.128568649291992, 149.47012329101562, 43.760887145996094)",1,3.05328369140625,1,"(-25.135631561279297, 75.94271850585938, 694.6343383789062)",1,"(0.5548458099365234, 0.5225754380226135)","(30.43939208984375, 148.17605590820312, 43.2899169921875)",1,2.899932861328125,1,"(35.89997482299805, 79.50614929199219, 694.5491943359375)",1,11.432296752929688,11.095138549804688
3764621279,1335827795123,"(0.5485992431640625, 0.506293773651123)","(26.972532272338867, 152.9524688720703, 45.02834701538086)",1,3.0487823486328125,1,"(-25.140560150146484, 75.92411041259766, 694.3955688476562)",1,"(0.5544783473014832, 0.5197228193283081)","(30.235454559326172, 149.01292419433594, 43.594478607177734)",1,2.8998565673828125,1,"(35.89740753173828, 79.5877914428711, 694.8563232421875)",1,11.301162719726562,10.823318481445312
3764637945,1335827811791,"(0.5501705408096313, 0.4988429844379425)","(27.844640731811523, 155.1382293701172, 45.82392883300781)",1,3.052978515625,1,"(-25.19057273864746, 76.0062255859375, 694.8441162109375)",1,"(0.5547257661819458, 0.5259734988212585)","(30.372791290283203, 147.17921447753906, 42.92707824707031)",1,2.8973236083984375,1,"(35.87124252319336, 79.72982788085938, 695.2470092773438)",1,11.332733154296875,11.215469360351562
3764654612,1335827828459,"(0.5519869923591614, 0.5208318829536438)","(28.852771759033203, 148.6875762939453, 43.47609329223633)",1,3.113616943359375,1,"(-25.281085968017578, 76.11283874511719, 695.3331298828125)",1,"(0.5542821288108826, 0.5344323515892029)","(30.126550674438477, 144.69772338867188, 42.02387237548828)",1,2.92291259765625,1,"(35.7903938293457, 79.74971008300781, 694.96240234375)",1,11.447860717773438,11.018798828125
3764671279,1335827845128,"(0.5553169846534729, 0.5140758156776428)","(30.70088768005371, 150.66952514648438, 44.19744873046875)",1,3.1371002197265625,1,"(-25.36486053466797, 76.03392791748047, 694.899658203125)",1,"(0.5549785494804382, 0.5384616255760193)","(30.513071060180664, 143.5157012939453, 41.59369659423828)",1,2.9216766357421875,1,"(35.677978515625, 79.68063354492188, 694.451416015625)",1,11.301605224609375,11.041107177734375
3764687945,1335827861796,"(0.5468899607658386, 0.5079866647720337)","(26.02389144897461, 152.45584106445312, 44.84757995605469)",1,3.0686798095703125,1,"(-25.43230628967285, 75.99383544921875, 694.8914184570312)",1,"(0.5547345876693726, 0.5326375365257263)","(30.377670288085938, 145.22425842285156, 42.21554946899414)",1,2.9319305419921875,1,"(35.63316345214844, 79.72320556640625, 695.2064208984375)",1,11.24212646484375,11.0367431640625
3764704612,1335827878465,"(0.5546990633010864, 0.5133066773414612)","(30.357927322387695, 150.89517211914062, 44.27958679199219)",1,3.095123291015625,1,"(-25.55599021911621, 76.07923889160156, 695.6715087890625)",1,"(0.5540329217910767, 0.524796724319458)","(29.9882755279541, 147.52442932128906, 43.052703857421875)",1,2.9259490966796875,1,"(35.523380279541016, 79.61822509765625, 694.72314453125)",1,11.398712158203125,10.551971435546875
3764721279,1335827895133,"(0.5518309473991394, 0.5171867609024048)","(28.766155242919922, 149.7568817138672, 43.86528396606445)",1,3.078704833984375,1,"(-25.59099006652832, 75.97084045410156, 694.7992553710938)",1,"(0.5541596412658691, 0.5248554944992065)","(30.058557510375977, 147.5072021484375, 43.04645538330078)",1,2.9394073486328125,1,"(35.4674072265625, 79.5927505493164, 694.500732421875)",1,11.39654541015625,10.691940307617188
3764737947,1335827911803,"(0.5511640906333923, 0.523037850856781)","(28.39602279663086, 148.0404510498047, 43.24052047729492)",1,3.1266021728515625,1,"(-25.605167388916016, 75.90697479248047, 694.2769165039062)",1,"(0.5542283654212952, 0.5380857586860657)","(30.096738815307617, 143.6259765625, 41.63381576538086)",1,2.929534912109375,1,"(35.436641693115234, 79.65462493896484, 694.8121337890625)",1,11.189727783203125,11.087127685546875
3764754614,1335827928471,"(0.5507319569587708, 0.5161800384521484)","(28.156225204467773, 150.05221557617188, 43.9727668762207)",1,3.0814666748046875,1,"(-25.629411697387695, 75.93437194824219, 694.4752197265625)",1,"(0.5541737675666809, 0.5340429544448853)","(30.066425323486328, 144.81195068359375, 42.06548309326172)",1,2.929718017578125,1,"(35.42336654663086, 79.71708679199219, 695.0955200195312)",1,11.455612182617188,11.066925048828125
3764771281,1335827945140,"(0.5480653047561646, 0.5065005421638489)","(26.676212310791016, 152.8917999267578, 45.00629806518555)",1,3.097198486328125,1,"(-25.64436912536621, 75.96232604980469, 694.6468505859375)",1,"(0.5536603927612305, 0.5441694855690002)","(29.781490325927734, 141.8412628173828, 40.98420715332031)",1,2.95257568359375,1,"(35.41555404663086, 79.7476577758789, 695.1768798828125)",1,11.499130249023438,10.855545043945312
3764787947,1335827961808,"(0.5458129644393921, 0.5058799982070923)","(25.426179885864258, 153.07388305664062, 45.07255172729492)",1,3.08367919921875,1,"(-25.639842987060547, 75.95040130615234, 694.5947875976562)",1,"(0.5525920391082764, 0.5391887426376343)","(29.188528060913086, 143.30239868164062, 41.5160026550293)",1,2.954986572265625,1,"(35.41142272949219, 79.71099090576172, 695.0830688476562)",1,11.499114990234375,10.825973510742188
