device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,left_eye_openness_value,right_eye_openness_value
3791704930,1335854878796,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791721597,1335854895464,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791738262,1335854912129,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791754929,1335854928796,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791771596,1335854945463,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791788262,1335854962129,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791804929,1335854978796,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791821596,1335854995463,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791838262,1335855012129,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791854929,1335855028796,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791871601,1335855045468,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791888267,1335855062134,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791904934,1335855078801,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791921601,1335855095468,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3791938267,1335855112134,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,10.5975341796875,8.817916870117188
3791954927,1335855128794,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,10.216278076171875,8.651397705078125
3791971594,1335855145461,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,10.781036376953125,9.069931030273438
3791988215,1335855162082,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3792004836,1335855178703,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3792021459,1335855195326,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3792038126,1335855211993,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3792052744,1335855226611,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3792067362,1335855241229,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3792081980,1335855255847,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)",0,nan,nan
3792096598,1335855270465,"(0.3566552698612213, 0.5098362565040588)","(-79.55635070800781, 151.9132537841797, 44.6501350402832)",1,2.8701934814453125,1,"(-31.213336944580078, 73.40090942382812, 701.79736328125)",1,"(0.35286587476730347, 0.5265544652938843)","(-81.65947723388672, 147.0087890625, 42.86503601074219)",1,2.783782958984375,1,"(29.322742462158203, 77.81265258789062, 693.939453125)",1,10.8231201171875,9.015777587890625
3792113265,1335855287132,"(0.34984803199768066, 0.5075225234031677)","(-83.3343734741211, 152.59197998046875, 44.89717483520508)",1,2.842742919921875,1,"(-31.29408836364746, 73.39032745361328, 701.92822265625)",1,"(0.35738372802734375, 0.533996045589447)","(-79.15204620361328, 144.82569885253906, 42.07048797607422)",1,2.838134765625,1,"(29.234891891479492, 77.82518768310547, 694.108154296875)",1,10.5712890625,10.041351318359375
3792129933,1335855303800,"(0.3459218740463257, 0.48323479294776917)","(-85.51337432861328, 159.71702575683594, 47.490509033203125)",1,2.865020751953125,1,"(-31.33832550048828, 73.34938049316406, 701.29736328125)",1,"(0.3454176187515259, 0.5155500173568726)","(-85.79324340820312, 150.237060546875, 44.04001235961914)",1,2.8364105224609375,1,"(29.182079315185547, 77.87370300292969, 694.139892578125)",1,10.580398559570312,9.85333251953125
3792146600,1335855320467,"(0.3476027548313141, 0.4933086931705475)","(-84.58049774169922, 156.7617645263672, 46.414817810058594)",1,2.8544921875,1,"(-31.428844451904297, 73.3585205078125, 701.6424560546875)",1,"(0.3471412658691406, 0.5123482942581177)","(-84.83660888671875, 151.17633056640625, 44.38188552856445)",1,2.81854248046875,1,"(29.06708526611328, 77.81349182128906, 693.86962890625)",1,10.670166015625,9.90887451171875
3792163267,1335855337134,"(0.3483017683029175, 0.49898454546928406)","(-84.19254302978516, 155.0966796875, 45.8088264465332)",1,2.840362548828125,1,"(-31.518741607666016, 73.35186767578125, 701.8380737304688)",1,"(0.35332685708999634, 0.5135283470153809)","(-81.40360260009766, 150.8301239013672, 44.255916595458984)",1,2.825958251953125,1,"(29.00864028930664, 77.80852508544922, 693.9950561523438)",1,10.317825317382812,9.783340454101562
3792179933,1335855353800,"(0.34605321288108826, 0.5003669261932373)","(-85.44046783447266, 154.69117736816406, 45.66119384765625)",1,2.876190185546875,1,"(-31.557172775268555, 73.23209381103516, 701.2745971679688)",1,"(0.3501201272010803, 0.5056341290473938)","(-83.18333435058594, 153.14596557617188, 45.098838806152344)",1,2.8289337158203125,1,"(28.97203826904297, 77.76374816894531, 694.037841796875)",1,10.52252197265625,9.807403564453125
3792196599,1335855370466,"(0.35031476616859436, 0.49197277426719666)","(-83.07533264160156, 157.15367126464844, 46.5574836730957)",1,2.8647308349609375,1,"(-31.59172821044922, 73.10762023925781, 700.985595703125)",1,"(0.3440869450569153, 0.5033553242683411)","(-86.5317611694336, 153.8144989013672, 45.34211730957031)",1,2.8270111083984375,1,"(28.938913345336914, 77.69430541992188, 694.0150756835938)",1,10.447280883789062,10.002853393554688
3792213266,1335855387133,"(0.3514050841331482, 0.4938959777355194)","(-82.4701919555664, 156.58946228027344, 46.35218811035156)",1,2.902496337890625,1,"(-31.66061782836914, 73.09732055664062, 701.4278564453125)",1,"(0.34486931562423706, 0.5031415224075317)","(-86.0975570678711, 153.87722778320312, 45.36491394042969)",1,2.8163299560546875,1,"(28.874990463256836, 77.61029052734375, 693.71337890625)",1,10.59503173828125,9.836822509765625
3792229933,1335855403800,"(0.34771886467933655, 0.5018665194511414)","(-84.51605224609375, 154.25123596191406, 45.50104904174805)",1,2.85076904296875,1,"(-31.731908798217773, 73.08721923828125, 701.5975952148438)",1,"(0.3526064157485962, 0.513844907283783)","(-81.80345916748047, 150.73724365234375, 44.22212219238281)",1,2.8400726318359375,1,"(28.79676055908203, 77.58026123046875, 693.680419921875)",1,10.417587280273438,9.747787475585938
3792246600,1335855420467,"(0.34950071573257446, 0.49871960282325745)","(-83.5271224975586, 155.1744384765625, 45.837093353271484)",1,2.873138427734375,1,"(-31.77649688720703, 72.98341369628906, 701.1436157226562)",1,"(0.34991374611854553, 0.5185809135437012)","(-83.29788970947266, 149.347900390625, 43.71641540527344)",1,2.826171875,1,"(28.768085479736328, 77.61299896240234, 694.01611328125)",1,10.465927124023438,9.858108520507812
3792263269,1335855437136,"(0.3503599166870117, 0.4996647536754608)","(-83.05026245117188, 154.89715576171875, 45.73619079589844)",1,2.9052886962890625,1,"(-31.817567825317383, 72.89191436767578, 700.9083862304688)",1,"(0.34897759556770325, 0.5146888494491577)","(-83.81745910644531, 150.4896697998047, 44.13197326660156)",1,2.7975921630859375,1,"(28.72747802734375, 77.57719421386719, 693.9398193359375)",1,10.746292114257812,10.038864135742188
3792279935,1335855453802,"(0.3506639301776886, 0.49095889925956726)","(-82.88153839111328, 157.4511260986328, 46.66571044921875)",1,2.872467041015625,1,"(-31.883262634277344, 72.88883972167969, 701.2418212890625)",1,"(0.34420016407966614, 0.5110277533531189)","(-86.46893310546875, 151.56373596191406, 44.52290344238281)",1,2.836212158203125,1,"(28.67076873779297, 77.52070617675781, 693.73193359375)",1,10.58209228515625,10.083816528320312
3792296602,1335855470470,"(0.3508032262325287, 0.4875756502151489)","(-82.80423736572266, 158.44363403320312, 47.02699279785156)",1,2.867218017578125,1,"(-31.962013244628906, 72.90412902832031, 701.479736328125)",1,"(0.34869444370269775, 0.5086364150047302)","(-83.9745864868164, 152.26524353027344, 44.77823257446289)",1,2.8541412353515625,1,"(28.59823226928711, 77.50564575195312, 693.618408203125)",1,10.829360961914062,9.858474731445312
3792313266,1335855487134,"(0.3493192493915558, 0.4874942898750305)","(-83.6278076171875, 158.4674835205078, 47.03567123413086)",1,2.8783416748046875,1,"(-32.001792907714844, 72.84894561767578, 701.1338500976562)",1,"(0.35269296169281006, 0.5159247517585754)","(-81.75540161132812, 150.12710571289062, 44.00004959106445)",1,2.8364715576171875,1,"(28.557552337646484, 77.51651763916016, 693.6890258789062)",1,10.466949462890625,9.896331787109375
3792329933,1335855503801,"(0.35056087374687195, 0.4867933690547943)","(-82.9387435913086, 158.67311096191406, 47.11053466796875)",1,2.8780975341796875,1,"(-32.01580810546875, 72.78741455078125, 700.709228515625)",1,"(0.3517305254936218, 0.505216658115387)","(-82.28958129882812, 153.26844787597656, 45.14337921142578)",1,2.8390655517578125,1,"(28.532224655151367, 77.510009765625, 693.8101806640625)",1,10.687774658203125,9.9049072265625
3792346600,1335855520468,"(0.3511812388896942, 0.4999774694442749)","(-82.59443664550781, 154.80543518066406, 45.70277786254883)",1,2.8912506103515625,1,"(-32.028297424316406, 72.75823974609375, 700.5858154296875)",1,"(0.34954410791397095, 0.4962131381034851)","(-83.50303649902344, 155.9097137451172, 46.104740142822266)",1,2.8097076416015625,1,"(28.51540756225586, 77.46495056152344, 693.8656616210938)",1,10.470565795898438,9.77789306640625
3792363266,1335855537134,"(0.35101866722106934, 0.5097456574440002)","(-82.68465423583984, 151.93983459472656, 44.65979766845703)",1,2.8708953857421875,1,"(-32.0195198059082, 72.71168518066406, 700.76220703125)",1,"(0.3512694239616394, 0.5134628415107727)","(-82.54547882080078, 150.84934997558594, 44.262916564941406)",1,2.8211517333984375,1,"(28.531326293945312, 77.39215087890625, 693.9310913085938)",1,10.814651489257812,9.847213745117188
3792379933,1335855553801,"(0.41796180605888367, 0.6026791334152222)","(-45.53119659423828, 124.67682647705078, 34.736881256103516)",1,2.84503173828125,1,"(-31.567039489746094, 72.48397827148438, 700.5919799804688)",1,"(0.4213617146015167, 0.620802640914917)","(-43.644264221191406, 119.3601303100586, 32.801734924316406)",1,2.8279876708984375,1,"(28.813045501708984, 77.06478881835938, 693.6397705078125)",1,10.846237182617188,9.821609497070312
3792396601,1335855570469,"(0.46391671895980835, 0.6896284818649292)","(-20.026229858398438, 99.16934967041016, 25.452898025512695)",1,2.881317138671875,1,"(-31.220792770385742, 72.27305603027344, 700.6539306640625)",1,"(0.4635482728481293, 0.6825059652328491)","(-20.23072052001953, 101.25879669189453, 26.21344566345215)",1,2.78326416015625,1,"(29.01842498779297, 76.82494354248047, 693.355224609375)",1,10.41888427734375,9.495880126953125
3792413269,1335855587137,"(0.4586789309978485, 0.6877424120903015)","(-22.93321418762207, 99.7226333618164, 25.654312133789062)",1,2.9296722412109375,1,"(-31.177207946777344, 72.25328826904297, 700.6990966796875)",1,"(0.46253639459609985, 0.6719640493392944)","(-20.792314529418945, 104.35139465332031, 27.339019775390625)",1,2.7584991455078125,1,"(29.11733627319336, 76.79740905761719, 693.5198974609375)",1,10.226516723632812,9.392425537109375
3792429936,1335855603804,"(0.46176719665527344, 0.6834739446640015)","(-21.219223022460938, 100.97483825683594, 26.110082626342773)",1,2.883392333984375,1,"(-31.192148208618164, 72.22293090820312, 700.68359375)",1,"(0.46453914046287537, 0.6821273565292358)","(-19.680788040161133, 101.369873046875, 26.253826141357422)",1,2.80615234375,1,"(29.189823150634766, 76.80282592773438, 693.9000244140625)",1,10.294784545898438,9.536773681640625
3792446603,1335855620471,"(0.4606524407863617, 0.6893907785415649)","(-21.837902069091797, 99.23908996582031, 25.478303909301758)",1,2.885345458984375,1,"(-31.16686248779297, 72.2310562133789, 700.6041870117188)",1,"(0.46927839517593384, 0.6753601431846619)","(-17.05050277709961, 103.35511016845703, 26.976438522338867)",1,2.78656005859375,1,"(29.22210693359375, 76.79273986816406, 693.8700561523438)",1,10.142837524414062,9.575439453125
3792463269,1335855637137,"(0.4650866687297821, 0.7118077874183655)","(-19.37691879272461, 92.6628189086914, 23.084720611572266)",1,2.9393463134765625,1,"(-31.136028289794922, 72.24664306640625, 700.5537719726562)",1,"(0.4716154932975769, 0.6764393448829651)","(-15.753434181213379, 103.03853607177734, 26.861188888549805)",1,2.7578125,1,"(29.259777069091797, 76.7396240234375, 693.4131469726562)",1,9.973602294921875,9.658157348632812
3792479936,1335855653804,"(0.46535229682922363, 0.6987172365188599)","(-19.229509353637695, 96.50306701660156, 24.482460021972656)",1,2.887054443359375,1,"(-31.11191177368164, 72.25924682617188, 700.52880859375)",1,"(0.4712636470794678, 0.6711673140525818)","(-15.94869613647461, 104.58512115478516, 27.424104690551758)",1,2.721832275390625,1,"(29.33587646484375, 76.7401123046875, 693.4067993164062)",1,10.115478515625,9.460281372070312
3792496603,1335855670471,"(0.4673924744129181, 0.6943371891975403)","(-18.097200393676758, 97.78801727294922, 24.950138092041016)",1,2.867401123046875,1,"(-31.095752716064453, 72.27507019042969, 700.53125)",1,"(0.46953943371772766, 0.6786526441574097)","(-16.905614852905273, 102.38920593261719, 26.624849319458008)",1,2.7737579345703125,1,"(29.413639068603516, 76.80616760253906, 693.813232421875)",1,10.127593994140625,9.550567626953125
3792513269,1335855687137,"(0.4719744622707367, 0.6868143081665039)","(-15.55419635772705, 99.99491882324219, 25.75341033935547)",1,2.866973876953125,1,"(-31.085222244262695, 72.2761459350586, 700.4494018554688)",1,"(0.47422975301742554, 0.6822950839996338)","(-14.302513122558594, 101.3206787109375, 26.235919952392578)",1,2.7451934814453125,1,"(29.450366973876953, 76.8393783569336, 693.7427978515625)",1,10.268814086914062,9.730819702148438
3792529938,1335855703806,"(0.4733637869358063, 0.6832776665687561)","(-14.783120155334473, 101.03243255615234, 26.131019592285156)",1,2.8909759521484375,1,"(-31.070579528808594, 72.28741455078125, 700.4375)",1,"(0.471996933221817, 0.7059667110443115)","(-15.541709899902344, 94.37635040283203, 23.708402633666992)",1,2.837249755859375,1,"(29.46790313720703, 76.80445861816406, 693.2081298828125)",1,10.263900756835938,9.641098022460938
3792546605,1335855720473,"(0.4675699472427368, 0.6881313323974609)","(-17.998708724975586, 99.60853576660156, 25.612777709960938)",1,2.8702545166015625,1,"(-30.985260009765625, 72.28126525878906, 700.3372192382812)",1,"(0.4761140048503876, 0.6974371075630188)","(-13.256745338439941, 96.87860870361328, 24.619150161743164)",1,2.77532958984375,1,"(29.55156135559082, 76.79277801513672, 693.2674560546875)",1,10.29339599609375,9.68780517578125
3792563271,1335855737139,"(0.5026344656944275, 0.725185751914978)","(1.4620903730392456, 88.73827362060547, 21.65629005432129)",1,2.8822021484375,1,"(-30.83499526977539, 72.26435852050781, 700.37939453125)",1,"(0.4985046982765198, 0.7461670637130737)","(-0.8299123048782349, 82.58317565917969, 19.416048049926758)",1,2.840240478515625,1,"(29.677978515625, 76.78337860107422, 693.8026733398438)",1,10.275482177734375,9.472198486328125
3792579938,1335855753806,"(0.506492555141449, 0.7313393354415894)","(3.603367328643799, 86.93302917480469, 20.999265670776367)",1,2.8910064697265625,1,"(-30.805133819580078, 72.25372314453125, 700.3013305664062)",1,"(0.504636824131012, 0.7492844462394714)","(2.5733883380889893, 81.66865539550781, 19.083229064941406)",1,2.8606719970703125,1,"(29.713001251220703, 76.75865173339844, 693.6522216796875)",1,10.126708984375,9.688934326171875
3792596605,1335855770473,"(0.5089744329452515, 0.7223036289215088)","(4.980779647827148, 89.58375549316406, 21.964038848876953)",1,2.850982666015625,1,"(-30.807262420654297, 72.2679443359375, 700.3681640625)",1,"(0.5007851719856262, 0.7421920299530029)","(0.43571531772613525, 83.74929809570312, 19.840482711791992)",1,2.8487548828125,1,"(29.731964111328125, 76.7511978149414, 693.4512329101562)",1,10.045089721679688,9.5875244140625
3792613271,1335855787139,"(0.5025655031204224, 0.7360851168632507)","(1.4238311052322388, 85.54081726074219, 20.492530822753906)",1,2.9123687744140625,1,"(-30.813663482666016, 72.27527618408203, 700.4222412109375)",1,"(0.5009587407112122, 0.7551127672195435)","(0.5320783853530884, 79.95885467529297, 18.460853576660156)",1,2.8601226806640625,1,"(29.746471405029297, 76.75116729736328, 693.463134765625)",1,10.275054931640625,9.6033935546875
3792629938,1335855803806,"(0.5117419362068176, 0.7361994385719299)","(6.516730308532715, 85.50727844238281, 20.480331420898438)",1,2.9016571044921875,1,"(-30.821578979492188, 72.27154541015625, 700.4351196289062)",1,"(0.5049267411231995, 0.7376614809036255)","(2.734341859817505, 85.07837677001953, 20.3242130279541)",1,2.803436279296875,1,"(29.754606246948242, 76.73196411132812, 693.4889526367188)",1,10.036453247070312,9.626358032226562
3792646605,1335855820473,"(0.5091760754585266, 0.7381930947303772)","(5.092740535736084, 84.92243957519531, 20.26746940612793)",1,2.9103546142578125,1,"(-30.822834014892578, 72.27122497558594, 700.4757080078125)",1,"(0.5041723251342773, 0.7356457114219666)","(2.315622568130493, 85.66972351074219, 20.539470672607422)",1,2.828094482421875,1,"(29.76789093017578, 76.710693359375, 693.4873046875)",1,10.337738037109375,9.578445434570312
3792663272,1335855837140,"(0.5071312189102173, 0.7448878288269043)","(3.9577977657318115, 82.95845031738281, 19.552593231201172)",1,2.9437408447265625,1,"(-30.813396453857422, 72.27593994140625, 700.47705078125)",1,"(0.5010618567466736, 0.7415220141410828)","(0.5892881751060486, 83.94585418701172, 19.91202163696289)",1,2.845489501953125,1,"(29.792308807373047, 76.7322006225586, 693.6188354492188)",1,10.050827026367188,9.683624267578125
3792679939,1335855853807,"(0.5091297030448914, 0.7333536148071289)","(5.0669708251953125, 86.34213256835938, 20.784191131591797)",1,2.937896728515625,1,"(-30.80189323425293, 72.29444122314453, 700.5734252929688)",1,"(0.5001782178878784, 0.7468251585960388)","(0.09887899458408356, 82.39012908935547, 19.34575653076172)",1,2.870361328125,1,"(29.822845458984375, 76.77253723144531, 693.7899780273438)",1,10.01043701171875,9.695693969726562
3792696606,1335855870474,"(0.5002648234367371, 0.726443350315094)","(0.14696981012821198, 88.36931610107422, 21.52202033996582)",1,2.9183502197265625,1,"(-30.779096603393555, 72.30855560302734, 700.5758056640625)",1,"(0.5012302994728088, 0.7562711834907532)","(0.6827888488769531, 79.61902618408203, 18.337186813354492)",1,2.88623046875,1,"(29.84558868408203, 76.82218933105469, 693.9202270507812)",1,10.2298583984375,9.636154174804688
3792713272,1335855887140,"(0.4997430741786957, 0.7273802161216736)","(-0.14261968433856964, 88.094482421875, 21.4219970703125)",1,2.9168243408203125,1,"(-30.757091522216797, 72.3580322265625, 700.63330078125)",1,"(0.5020421147346497, 0.7749019265174866)","(1.1333400011062622, 74.15351104736328, 16.347896575927734)",1,2.9264068603515625,1,"(29.871509552001953, 76.88418579101562, 694.0380249023438)",1,10.2318115234375,9.552841186523438
3792729939,1335855903807,"(0.49916326999664307, 0.7333248257637024)","(-0.4643973410129547, 86.35057067871094, 20.787269592285156)",1,2.9379119873046875,1,"(-30.731258392333984, 72.40345001220703, 700.662109375)",1,"(0.5010771751403809, 0.7535197734832764)","(0.5978209376335144, 80.42618560791016, 18.63096809387207)",1,2.8258514404296875,1,"(29.892166137695312, 76.92207336425781, 694.130126953125)",1,10.2891845703125,9.701080322265625
3792746606,1335855920474,"(0.5033664703369141, 0.7388752698898315)","(1.868371844291687, 84.72229766845703, 20.194595336914062)",1,2.9403076171875,1,"(-30.709228515625, 72.44235229492188, 700.7465209960938)",1,"(0.5003905296325684, 0.7509822249412537)","(0.21672245860099792, 81.17057800292969, 18.901878356933594)",1,2.8356781005859375,1,"(29.906091690063477, 76.94218444824219, 694.2085571289062)",1,10.1182861328125,9.77490234375
3792763272,1335855937140,"(0.5064289569854736, 0.7299466133117676)","(3.568049430847168, 87.34160614013672, 21.147947311401367)",1,2.89361572265625,1,"(-30.681896209716797, 72.46971130371094, 700.7752075195312)",1,"(0.5069734454154968, 0.7519775629043579)","(3.8702378273010254, 80.87862396240234, 18.795650482177734)",1,2.830780029296875,1,"(29.91434097290039, 76.94412231445312, 694.1676025390625)",1,9.99462890625,9.69482421875
3792779939,1335855953807,"(0.5003275871276855, 0.735077977180481)","(0.18178029358386993, 85.83629608154297, 20.60004997253418)",1,2.9288787841796875,1,"(-30.661937713623047, 72.4864273071289, 700.7088623046875)",1,"(0.5093737840652466, 0.7526869177818298)","(5.202414035797119, 80.67053985595703, 18.71985626220703)",1,2.88555908203125,1,"(29.926654815673828, 76.93551635742188, 694.126708984375)",1,10.595428466796875,9.722259521484375
3792796607,1335855970475,"(0.5046241879463196, 0.7424999475479126)","(2.5663866996765137, 83.65897369384766, 19.807575225830078)",1,2.9342803955078125,1,"(-30.645915985107422, 72.50888061523438, 700.655517578125)",1,"(0.5089194774627686, 0.7427351474761963)","(4.950295925140381, 83.58995056152344, 19.782487869262695)",1,2.8177642822265625,1,"(29.94007110595703, 76.91404724121094, 693.9381103515625)",1,10.394821166992188,9.670196533203125
3792813274,1335855987142,"(0.5025022029876709, 0.7397486567497253)","(1.3887214660644531, 84.466064453125, 20.101367950439453)",1,2.91607666015625,1,"(-30.632556915283203, 72.526123046875, 700.656982421875)",1,"(0.5053206086158752, 0.7419013381004333)","(2.952915668487549, 83.83456420898438, 19.87151527404785)",1,2.8886260986328125,1,"(29.96331787109375, 76.92329406738281, 693.8968505859375)",1,10.218414306640625,9.755020141601562
3792829941,1335856003809,"(0.5077184438705444, 0.7244908213615417)","(4.283734321594238, 88.94212341308594, 21.730520248413086)",1,2.9481353759765625,1,"(-30.629884719848633, 72.53707885742188, 700.6854858398438)",1,"(0.5062077045440674, 0.7291345000267029)","(3.445258140563965, 87.57984161376953, 21.234697341918945)",1,2.85986328125,1,"(30.005407333374023, 76.95866394042969, 693.9729614257812)",1,10.26934814453125,9.778152465820312
3792846607,1335856020475,"(0.5074475407600403, 0.723008394241333)","(4.1333699226379395, 89.37698364257812, 21.888816833496094)",1,2.9108123779296875,1,"(-30.620323181152344, 72.56425476074219, 700.68798828125)",1,"(0.5023800730705261, 0.7306881546974182)","(1.3209165334701538, 87.12408447265625, 21.068756103515625)",1,2.829345703125,1,"(30.046398162841797, 76.99193572998047, 694.0077514648438)",1,10.22882080078125,9.70513916015625
3792863274,1335856037143,"(0.5048568844795227, 0.7305741906166077)","(2.6955814361572266, 87.15750122070312, 21.080976486206055)",1,2.9294281005859375,1,"(-30.593488693237305, 72.63652801513672, 700.6749267578125)",1,"(0.4989631474018097, 0.7373825907707214)","(-0.5754692554473877, 85.1601791381836, 20.35399627685547)",1,2.871185302734375,1,"(30.077550888061523, 77.02290344238281, 693.9664306640625)",1,10.2686767578125,9.740036010742188
3792879941,1335856053810,"(0.5064257979393005, 0.7448412179946899)","(3.5663015842437744, 82.9721450805664, 19.557584762573242)",1,2.9774932861328125,1,"(-30.568119049072266, 72.68609619140625, 700.6640625)",1,"(0.499014288187027, 0.7629543542861938)","(-0.547104001045227, 77.65846252441406, 17.623571395874023)",1,2.9132537841796875,1,"(30.112579345703125, 77.05519104003906, 694.095458984375)",1,10.243942260742188,9.7052001953125
3792896607,1335856070476,"(0.5050188899040222, 0.7351152896881104)","(2.7854671478271484, 85.82532501220703, 20.596073150634766)",1,2.9229278564453125,1,"(-30.53398895263672, 72.71665954589844, 700.736083984375)",1,"(0.5045595169067383, 0.7535203099250793)","(2.530494213104248, 80.42601776123047, 18.63091278076172)",1,2.873046875,1,"(30.14743423461914, 77.06411743164062, 694.2517700195312)",1,10.4202880859375,9.582977294921875
3792913274,1335856087143,"(0.500563383102417, 0.7318182587623596)","(0.31265974044799805, 86.79253387451172, 20.94817543029785)",1,2.9225006103515625,1,"(-30.480186462402344, 72.72244262695312, 700.7005615234375)",1,"(0.498672217130661, 0.7441781163215637)","(-0.7369479537010193, 83.16666412353516, 19.628416061401367)",1,2.9230804443359375,1,"(30.178775787353516, 77.05525207519531, 694.3566284179688)",1,9.989913940429688,9.783432006835938
3792929943,1335856103812,"(0.4995006322860718, 0.7494298219680786)","(-0.27717703580856323, 81.62602996826172, 19.067705154418945)",1,2.9469451904296875,1,"(-30.441740036010742, 72.73867797851562, 700.7713623046875)",1,"(0.5038275122642517, 0.7284884452819824)","(2.124242067337036, 87.76937866210938, 21.303667068481445)",1,2.854339599609375,1,"(30.218032836914062, 77.03375244140625, 694.3131713867188)",1,10.12347412109375,9.721054077148438
3792946609,1335856120478,"(0.505889356136322, 0.7504894137382507)","(3.268582344055176, 81.31517028808594, 18.954519271850586)",1,2.968780517578125,1,"(-30.409713745117188, 72.75015258789062, 700.6922607421875)",1,"(0.5037960410118103, 0.7290793657302856)","(2.106767416000366, 87.59603118896484, 21.240568161010742)",1,2.8423919677734375,1,"(30.280174255371094, 77.04547119140625, 694.3602905273438)",1,10.365570068359375,9.621475219726562
